word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
o(/pws,ὅπως,conjunction,mh\,μή,conjunction,sauto\n,σαυτοῦ,pronoun,oi)ktiei=s,οἰκτίζω,verb,pote,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=|s,ὁράω,verb,qe/ama,θέαμα,noun,dusqe/aton,δυσθέατος,adjective,o)/mmasin,ὄμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,ὁράω,verb,kurou=nta,κυρέω,verb,to/nde,ὅδε,pronoun,tw=n,ὁ,article,e)paci/wn,ἐπάξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)mfi\,ἀμφί,preposition,pleurai=s,πλευρά,noun,masxalisth=ras,μασχαλιστήρ,noun,ba/le,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dra=n,δράω,verb,tau=t',οὗτος,pronoun,a)na/gkh,ἀνάγκη,noun,mhde\n,μηδείς,pronoun,e)gke/leu',ἐγκελεύω,verb,a)/gan,ἄγαν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,mh\n,μήν,particle,keleu/sw,κελεύω,verb,ka)piqwu/cw,ἐπιθωύσσω,verb,ge,γε,particle,pro/s,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xw/rei,χωρέω,verb,ka/tw,κάτος,adjective,ske/lh,σκέλος,noun,de\,δέ,particle,ki/rkwson,κιρκόω,verb,bi/a|,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,pe/praktai,πράσσω,verb,tou)/rgon,ἔργον,noun,ou),οὐ,adverb,makrw=|,μακρός,adjective,po/nw|,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rrwme/nws,ἐρρωμένος,adjective,nu=n,νῦν,adverb,qei=ne,θείνω,verb,diato/rous,διάτορος,adjective,pe/das,πέδη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou(pitimhth/s,ἐπιτιμητής,noun,ge,γε,particle,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,baru/s,βαρύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/moia,ὅμοιος,adjective,morfh=|,μορφή,noun,glw=ssa/,γλῶσσα,noun,sou,σύ,pronoun,ghru/etai,γηρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,malqaki/zou,μαλθακίζομαι,verb,th\n,ὁ,article,d',δέ,particle,e)mh\n,ἐμός,adjective,au)qadi/an,αὐθαδία,noun,o)rgh=s,ὀργή,noun,te,τε,particle,traxu/thta,τραχύτης,noun,mh\,μή,conjunction,'pi/plhsse/,ἐπιπλήσσω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei/xwmen,στείχω,verb,w(s,ὡς,conjunction,kw/loisin,κῶλον,noun,a)mfi/blhstr',ἀμφίβληστρον,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,nu=n,νῦν,adverb,u(/brize,ὑβρίζω,verb,kai\,καί,conjunction,qew=n,θέα,noun,ge/ra,γέρας,adjective,sulw=n,συλάω,verb,e)fhme/roisi,ἐφήμερος,adjective,prosti/qei,προστίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,soi,σύ,pronoun,oi(=oi/,οἷος,adjective,te,τε,particle,qnhtoi\,θνητός,adjective,tw=nd',ὅδε,pronoun,a)pantlh=sai,ἀπαντλέω,verb,po/nwn,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yeudwnu/mws,ψευδώνυμος,adjective,se,σύ,pronoun,dai/mones,δαίμων,adjective,*promhqe/a,Προμηθεύς,proper,kalou=sin,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\n,αὐτός,pronoun,ga/r,γάρ,particle,se,σύ,pronoun,dei=,δέομαι,verb,promhqe/ws,προμηθεύς,noun,o(/tw|,ὅστις,pronoun,tro/pw|,τρόπος,noun,th=sd',ὅδε,pronoun,e)kkulisqh/sh|,ἐκκυλίνδω,verb,te/xnhs,τέχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,di=os,δῖος,adjective,ai)qh\r,αἰθήρ,noun,kai\,καί,conjunction,taxu/pteroi,ταχύπτερος,adjective,pnoai/,πνοή,noun,potamw=n,ποταμός,noun,te,τε,particle,phgai/,πηγή,noun,ponti/wn,πόντιος,adjective,te,τε,particle,kuma/twn,κῦμα,noun,a)nh/riqmon,ἀνάριθμος,adjective,ge/lasma,γέλασμα,noun,pammh=to/r,παμμήτωρ,noun,te,τε,particle,gh=,γῆ,noun,kai\,καί,conjunction,to\n,ὁ,article,pano/pthn,πανόπτης,noun,ku/klon,κύκλος,noun,h(li/ou,ἥλιος,noun,kalw=,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/desqe/,εἶδον,verb,m',ἐγώ,pronoun,oi(=a,οἷος,adjective,pro\s,πρός,preposition,qew=n,θέα,noun,pa/sxw,πάσχω,verb,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/rxqhq',δέρκομαι,verb,oi(/ais,οἷος,adjective,ai)kei/aisin,αἰκία,noun,diaknaio/menos,διακναίω,verb,to\n,ὁ,article,murieth=,μυριετής,adjective,xro/non,χρόνος,noun,a)qleu/sw,ἀθλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toio/nd',τοιόσδε,adjective,o(,ὁ,article,ne/os,νέος,adjective,tago\s,ταγός,noun,maka/rwn,μάκαρος,adjective,e)chu=r',ἐξευρίσκω,verb,e)p',ἐπί,preposition,e)moi\,ἐγώ,pronoun,desmo\n,δεσμός,noun,a)eikh=,ἀεικής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu=,φεῦ,interjection,feu=,φεῦ,interjection,to\,ὁ,article,paro\n,πάρειμι,verb,to/,ὁ,article,t',τε,particle,e)perxo/menon,ἐπέρχομαι,verb,ph=ma,πῆμα,adjective,stena/xw,στενάχω,verb,ph=|,πη,particle,pote,ποτέ,particle,mo/xqwn,μόχθος,noun,xrh\,χρή,verb,te/rmata,τέρμα,noun,tw=nd',ὅδε,pronoun,e)pitei=lai,ἐπιτέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ti/,τίς,pronoun,fhmi,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,proucepi/stamai,προεξεπίσταμαι,verb,skeqrw=s,σκεθρός,adjective,ta\,ὁ,article,me/llont',μέλλω,verb,ou)de/,οὐδέ,particle,moi,ἐγώ,pronoun,potai/nion,ποταίνιος,adjective,ph=m',πῆμα,adjective,ou)de\n,οὐδείς,pronoun,h(/cei,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,peprwme/nhn,πόρω,verb,de\,δέ,particle,xrh\,χρή,verb,ai)=san,Αἶσα,proper,fe/rein,φέρω,verb,w(s,ὡς,conjunction,r(a=|sta,ῥᾴδιος,adjective,gignw/skonq',γιγνώσκω,verb,o(/ti,ὅστις,pronoun,to\,ὁ,article,th=s,ὁ,article,a)na/gkhs,ἀνάγκη,noun,e)/st',εἰμί,verb,a)dh/riton,ἀδήριτος,adjective,sqe/nos,σθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)/te,οὔτε,adverb,siga=n,σιγάω,verb,ou)/te,οὔτε,adverb,mh\,μή,conjunction,siga=n,σιγάω,verb,tu/xas,τύχη,noun,oi(=o/n,οἷος,adjective,te/,τε,particle,moi,ἐγώ,pronoun,ta/sd',ὅδε,pronoun,e)sti/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnhtoi=s,θνητός,adjective,ga\r,γάρ,particle,ge/ra,γέρας,adjective,porw\n,πόρω,verb,a)na/gkais,ἀνάγκη,noun,tai=sd',ὅδε,pronoun,e)ne/zeugmai,ἐνζεύγνυμι,verb,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
narqhkoplh/rwton,ναρθηκοπλήρωτος,adjective,de\,δέ,particle,qhrw=mai,θηράω,verb,puro\s,πῦρ,noun,phgh\n,πηγή,noun,klopai/an,κλοπαῖος,adjective,h(\,ὅς,pronoun,dida/skalos,διδάσκαλος,noun,te/xnhs,τέχνη,noun,pa/shs,πᾶς,adjective,brotoi=s,βροτός,noun,pe/fhne,φαίνω,verb,kai\,καί,conjunction,me/gas,μέγας,adverb,po/ros,πόρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiw=nde,τοιόσδε,adjective,poina\s,ποινή,noun,a)mplakhma/twn,ἀμπλάκημα,noun,ti/nw,τίνω,verb,u(paiqri/ois,ὑπαίθριος,adjective,desmoi=s,δεσμός,noun,pepassaleume/nos,πασσαλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=,ἆ,interjection,a)=,ἆ,interjection,e)/a,ἀίω,verb,e)/a,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,a)xw/,ἠχώ,noun,ti/s,τίς,pronoun,o)dma\,ὀσμή,noun,prose/pta,προσπέτομαι,verb,m',ἐγώ,pronoun,a)feggh/s,ἀφεγγής,adjective,qeo/sutos,θεόσυτος,adjective,h)\,ἠέ,conjunction,bro/teios,βρότειος,adjective,h)\,ἠέ,conjunction,kekrame/nh,κεράννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/keto,ἱκνέομαι,verb,termo/nion,τερμόνιος,adjective,e)pi\,ἐπί,preposition,pa/gon,πάγος,adjective,po/nwn,πόνος,noun,e)mw=n,ἐμός,adjective,qewro/s,θεωρός,noun,h)\,ἠέ,conjunction,ti/,τίς,pronoun,dh\,δή,particle,qe/lwn,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=te,ὁράω,verb,desmw/thn,δεσμώτης,noun,me,ἐγώ,pronoun,du/spotmon,δύσποτμος,adjective,qeo/n,θεός,noun,to\n,ὁ,article,*dio\s,Ζεύς,proper,e)xqro/n,ἐχθρός,adjective,to\n,ὁ,article,pa=si,πᾶς,adjective,qeoi=s,θεός,noun,di',διά,preposition,a)pexqei/as,ἀπέχθεια,noun,e)lqo/nq',ἔρχομαι,verb,o(po/soi,ὁπόσος,adjective,th\n,ὁ,article,*dio\s,Ζεύς,proper,au)lh\n,αὐλή,noun,ei)soixneu=sin,εἰσοιχνέω,verb,dia\,διά,preposition,th\n,ὁ,article,li/an,λίαν,adverb,filo/thta,φιλότης,noun,brotw=n,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu=,φεῦ,interjection,feu=,φεῦ,interjection,ti/,τίς,pronoun,pot',ποτέ,particle,au)=,αὖ,interjection,kina/qisma,κινάθισμα,noun,klu/w,κλύω,verb,pe/las,πέλας,adverb,oi)wnw=n,οἰωνός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)qh\r,αἰθήρ,noun,d',δέ,particle,e)lafrai=s,ἐλαφρός,adjective,pteru/gwn,πτέρυξ,adjective,r(ipai=s,ῥιπή,noun,u(posuri/zei,ὑποσυρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=n,πᾶς,adjective,moi,ἐγώ,pronoun,fobero\n,φοβερός,adjective,to\,ὁ,article,prose/rpon,προσέρπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\n,μηδείς,pronoun,fobhqh=|s,φοβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fili/a,φίλιος,adjective,ga\r,γάρ,particle,a(/de,ὅδε,pronoun,ta/cis,τάξις,noun,pteru/gwn,πτέρυξ,adjective,qoai=s,θοός,adjective,a(mi/llais,ἅμιλλα,noun,prose/ba,προσβαίνω,verb,to/nde,ὅδε,pronoun,pa/gon,πάγος,adjective,patrw/|as,πατρῷος,adjective,mo/gis,μόγις,adverb,pareipou=sa,παρεῖπον,verb,fre/nas,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kraipnofo/roi,κραιπνοφόρος,adjective,de/,δέ,particle,m',ἐγώ,pronoun,e)/pemyan,πέμπω,verb,au)=rai,αὔρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktu/pou,κτύπος,noun,ga\r,γάρ,particle,a)xw\,ἠχώ,noun,xa/lubos,χάλυβος,adjective,dih=|cen,διαίσσω,verb,a)/ntrwn,ἄντρον,noun,muxo/n,μυχός,noun,e)k,ἐκ,preposition,d',δέ,particle,e)/plhce/,πλήσσω,verb,mou,ἐγώ,pronoun,ta\n,ὁ,article,qemerw=pin,θεμερῶπις,noun,ai)dw=,αἰδώ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/qhn,σεύω,verb,d',δέ,particle,a)pe/dilos,ἀπέδιλος,adjective,o)/xw|,ὄχος,noun,pterwtw=|,πτερωτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,ai)ai=,αἰαῖ,interjection,th=s,ὁ,article,polute/knou,πολύτεκνος,adjective,*thqu/os,Τηθύς,proper,e)/kgona,κίκω,verb,tou=,ὁ,article,peri\,περί,preposition,pa=sa/n,πᾶς,adjective,q',τε,particle,ei(lissome/nou,ἑλίσσω,verb,xqo/n',χθών,noun,a)koimh/tw|,ἀκοίμητος,adjective,r(eu/mati,ῥεῦμα,noun,pai=des,παῖς,adjective,patro\s,πατήρ,noun,*)wkeanou=,Ὠκεανός,proper,de/rxqht',δέρκομαι,verb,e)si/desq',εἰσεῖδον,verb,oi(/w|,οἷος,adjective,desmw=|,δεσμός,noun,prosporpato\s,προσπορπατός,adjective,th=sde,ὅδε,pronoun,fa/raggos,φάραγξ,noun,skope/lois,σκόπελον,noun,e)n,ἐν,preposition,a)/krois,ἄκρον,noun,froura\n,φρουρά,noun,a)/zhlon,ἄζηλος,adjective,o)xh/sw,ὀχάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leu/ssw,λεύσσω,verb,*promhqeu=,Προμηθεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fobera\,φοβερός,adjective,d',δέ,particle,e)moi=sin,ἐμός,adjective,o)/ssois,ὄσσε,adjective,o)mi/xla,ὁμίχλη,noun,prosh=|ce,προσαίσσω,verb,plh/rhs,πλήρης,adverb,dakru/wn,δάκρυον,noun,so\n,σός,adjective,de/mas,δέμας,noun,ei)sidou/sa|,,,pe/trais,πέτρα,noun,prosauaino/menon,προσαυαίνομαι,verb,tai=sd',ὅδε,pronoun,a)damantode/toisi,ἀδαμαντόδετος,adjective,lu/mais,λύμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ne/oi,νέος,adjective,ga\r,γάρ,particle,oi)akono/moi,οἰακονόμος,noun,kratou=s',κρατέω,verb,*)olu/mpou,Ὄλυμπος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neoxmoi=s,νεοχμός,adjective,de\,δέ,particle,dh\,δή,particle,no/mois,νόμος,noun,*zeu\s,Ζεύς,proper,a)qe/tws,ἄθετος,adjective,kratu/nei,κρατύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,pri\n,πρίν,adverb,de\,δέ,particle,pelw/ria,πελώριος,adjective,nu=n,νῦν,adverb,a)istoi=,ἀιστόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,m',ἐγώ,pronoun,u(po\,ὑπό,preposition,gh=n,γῆ,noun,ne/rqen,ἔνερθε,preposition,q',τε,particle,*(/aidou,Ἅιδης,proper,tou=,ὁ,article,nekrode/gmonos,νεκροδέγμων,adjective,ei)s,εἰς,preposition,a)pe/raton,ἀπέρατος,adjective,*ta/rtaron,Τάρταρος,proper,h(=ken,ἥκω,verb,desmoi=s,δεσμός,noun,a)lu/tois,ἄλυτος,adjective,a)gri/ws,ἄγριος,adjective,pela/sas,πελάω,verb,w(s,ὡς,conjunction,mh/te,μήτε,particle,qeo\s,θεός,noun,mh/te,μήτε,particle,tis,τις,pronoun,a)/llos,ἄλλος,adjective,toi=sd',ὅδε,pronoun,e)pegh/qei,ἐπιγηθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,ai)qe/rion,αἰθέριος,adjective,ki/nugm',κίνυγμα,adjective,o(,ὁ,article,ta/las,τάλας,adjective,e)xqroi=s,ἐχθρός,adjective,e)pi/xarta,ἐπίχαρτος,adjective,pe/ponqa,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,w(=de,ὧδε,adverb,tlhsika/rdios,τλησικάρδιος,adjective,qew=n,θέα,noun,o(/tw|,ὅστις,pronoun,ta/d',ὅδε,pronoun,e)pixarh=,ἐπιχαρής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
