word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
*(o,ga\r,γάρ,particle,i(storiko\s,ἱστορικός,adjective,kai\,καί,conjunction,o(,ὁ,article,poihth\s,ποιητής,noun,ou),οὐ,adverb,tw=|,ὁ,article,h)\,ἠέ,conjunction,e)/mmetra,ἔμμετρος,adjective,le/gein,λέγω,verb,h)\,ἠέ,conjunction,a)/metra,ἄμετρος,adjective,diafe/rousin,διαφέρω,verb,ei)/h,ἀίω,verb,ga\r,γάρ,particle,a)\n,ἄν,particle,ta\,ὁ,article,*(hrodo/tou,Ἡρόδοτος,proper,ei)s,εἰς,preposition,me/tra,μέτρον,noun,teqh=nai,τίθημι,verb,kai\,καί,conjunction,ou)de\n,οὐδείς,pronoun,h(=tton,ἥσσων,adverb,a)\n,ἄν,particle,ei)/h,ἀίω,verb,i(stori/a,ἱστορία,noun,tis,τις,pronoun,meta\,μετά,preposition,me/trou,μέτρον,noun,h)\,ἠέ,conjunction,a)/neu,ἄνευ,preposition,me/trwn,μέτρον,noun,a)lla\,ἀλλά,adverb,tou/tw|,οὗτος,pronoun,diafe/rei,διαφέρω,verb,tw=|,ὁ,article,to\n,ὁ,article,me\n,μέν,particle,ta\,ὁ,article,geno/mena,γίγνομαι,verb,le/gein,λέγω,verb,to\n,ὁ,article,de\,δέ,particle,oi(=a,οἷος,adjective,a)\n,ἄν,particle,ge/noito,γίγνομαι,verb,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio\,kai\,καί,conjunction,filosofw/teron,φιλόσοφος,noun,kai\,καί,conjunction,spoudaio/teron,σπουδαῖος,adjective,poi/hsis,ποίησις,noun,i(stori/as,ἱστορία,noun,e)sti/n,εἰμί,verb,h(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,poi/hsis,ποίησις,noun,ma=llon,μᾶλλον,adverb,ta\,ὁ,article,kaqo/lou,καθόλου,adverb,h(,ὁ,article,d',δέ,particle,i(stori/a,ἱστορία,noun,ta\,ὁ,article,kaq',κατά,preposition,e(/kaston,ἕκαστος,adjective,le/gei,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διό,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/esti,de\,δέ,particle,kaqo/lou,καθόλου,adverb,me/n,μέν,particle,tw=|,ὁ,article,poi/w|,ποῖος,adjective,ta\,ὁ,article,poi=',πόα,noun,a)/tta,ἄττα,interjection,sumbai/nei,συμβαίνω,verb,le/gein,λέγω,verb,h)\,ἠέ,conjunction,pra/ttein,πράσσω,verb,kata\,κατά,preposition,to\,ὁ,article,ei)ko\s,ἔοικα,verb,h)\,ἠέ,conjunction,to\,ὁ,article,a)nagkai=on,ἀναγκαῖον,noun,ou(=,ἕ,pronoun,stoxa/zetai,στοχάζομαι,verb,h(,ὁ,article,poi/hsis,ποίησις,noun,o)no/mata,ὄνομα,adjective,e)pitiqeme/nh,ἐπιτίθημι,verb,ta\,ὁ,article,de\,δέ,particle,kaq',κατά,preposition,e(/kaston,ἕκαστος,adjective,ti/,τίς,pronoun,*)alkibia/dhs,Ἀλκιβιάδης,proper,e)/pracen,πράσσω,verb,h)\,ἠέ,conjunction,ti/,τίς,pronoun,e)/paqen,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epi\,me\n,μέν,particle,ou)=n,οὖν,particle,th=s,ὁ,article,kwmw|di/as,κωμῳδία,noun,h)/dh,ἤδη,adverb,tou=to,οὗτος,pronoun,dh=lon,δῆλος,adjective,ge/gonen,γίγνομαι,verb,susth/santes,συνίστημι,verb,ga\r,γάρ,particle,to\n,ὁ,article,mu=qon,μῦθος,noun,dia\,διά,preposition,tw=n,ὁ,article,ei)ko/twn,ἔοικα,verb,ou(/tw,οὕτως,adverb,ta\,ὁ,article,tuxo/nta,τυγχάνω,verb,o)no/mata,ὄνομα,adjective,e)pitiqe/asi,ἐπιτίθημι,verb,kai\,καί,conjunction,ou)x,οὐ,adverb,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,i)ambopoioi\,ἰαμβοποιός,noun,peri\,περί,preposition,tw=n,ὁ,article,kaq',κατά,preposition,e(/kaston,ἕκαστος,adjective,poiou=sin,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epi\,de\,δέ,particle,th=s,ὁ,article,tragw|di/as,τραγῳδία,noun,tw=n,ὁ,article,genome/nwn,γίγνομαι,verb,o)noma/twn,ὄνομα,adjective,a)nte/xontai,ἀντέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)/tion,d',δέ,particle,o(/ti,ὅστις,pronoun,piqano/n,πιθανός,adjective,e)sti,εἰμί,verb,to\,ὁ,article,dunato/n,δυνατός,adjective,ta\,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,mh\,μή,conjunction,geno/mena,γίγνομαι,verb,ou)/pw,οὔπω,adverb,pisteu/omen,πιστεύω,verb,ei)=nai,εἰμί,verb,dunata/,δυνατός,adjective,ta\,ὁ,article,de\,δέ,particle,geno/mena,γίγνομαι,verb,fanero\n,φανερός,adjective,o(/ti,ὅστις,pronoun,dunata/,δυνατός,adjective,ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,e)ge/neto,γίγνομαι,verb,ei),εἰ,conjunction,h)=n,εἰμί,verb,a)du/nata,ἀδύνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἴτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou),mh\n,μήν,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,e)n,ἐν,preposition,tai=s,ὁ,article,tragw|di/ais,τραγῳδία,noun,e)ni/ais,ἔνιοι,adjective,me\n,μέν,particle,e(\n,εἷς,adjective,h)\,ἠέ,conjunction,du/o,δύο,adjective,tw=n,ὁ,article,gnwri/mwn,γνώριμος,adjective,e)sti\n,εἰμί,verb,o)noma/twn,ὄνομα,adjective,ta\,ὁ,article,de\,δέ,particle,a)/lla,ἄλλος,adjective,pepoihme/na,ποιέω,verb,e)n,ἐν,preposition,e)ni/ais,ἔνιοι,adjective,de\,δέ,particle,ou)qe/n,οὐδείς,pronoun,oi(=on,οἷος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,*)aga/qwnos,Ἀγάθων,proper,a)/nqei,ἄνθος,adjective,o(moi/ws,ὅμοιος,adjective,ga\r,γάρ,particle,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,ta/,τίς,pronoun,te,τε,particle,pra/gmata,πρᾶγμα,noun,kai\,καί,conjunction,ta\,ὁ,article,o)no/mata,ὄνομα,adjective,pepoi/htai,ποιέω,verb,kai\,καί,conjunction,ou)de\n,οὐδείς,pronoun,h(=tton,ἥσσων,adverb,eu)frai/nei,εὐφραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/wst',ou),οὐ,adverb,pa/ntws,πάντως,adverb,ei)=nai,εἰμί,verb,zhthte/on,ζητητέος,adjective,tw=n,ὁ,article,paradedome/nwn,παραδίδωμι,verb,mu/qwn,μῦθος,noun,peri\,περί,preposition,ou(\s,ὅς,pronoun,ai(,ὁ,article,tragw|di/ai,τραγῳδία,noun,ei)si/n,εἰμί,verb,a)nte/xesqai,ἀντέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὥστε,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,ga\r,γάρ,particle,geloi=on,γέλοιος,adjective,tou=to,οὗτος,pronoun,zhtei=n,ζητέω,verb,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,ta\,ὁ,article,gnw/rima,γνώριμος,adjective,o)li/gois,ὀλίγος,adjective,gnw/rima/,γνώριμος,adjective,e)stin,εἰμί,verb,a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,eu)frai/nei,εὐφραίνω,verb,pa/ntas,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dh=lon,ou)=n,οὖν,particle,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,o(/ti,ὅστις,pronoun,to\n,ὁ,article,poihth\n,ποιητής,noun,ma=llon,μᾶλλον,adverb,tw=n,ὁ,article,mu/qwn,μῦθος,noun,ei)=nai,εἰμί,verb,dei=,δέομαι,verb,poihth\n,ποιητής,noun,h)\,ἠέ,conjunction,tw=n,ὁ,article,me/trwn,μέτρον,noun,o(/sw|,ὅσος,adjective,poihth\s,ποιητής,noun,kata\,κατά,preposition,th\n,ὁ,article,mi/mhsi/n,μίμησις,noun,e)sti,εἰμί,verb,mimei=tai,μιμέομαι,verb,de\,δέ,particle,ta\s,ὁ,article,pra/ceis,πρᾶξις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Δῆλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ka)\n,a)/ra,ἄρα,particle,sumbh=|,συμβαίνω,verb,geno/mena,γίγνομαι,verb,poiei=n,ποιέω,verb,ou)qe\n,οὐδείς,pronoun,h(=tton,ἥσσων,adverb,poihth/s,ποιητής,noun,e)stin,εἰμί,verb,tw=n,ὁ,article,ga\r,γάρ,particle,genome/nwn,γίγνομαι,verb,e)/nia,ἔνιοι,adjective,ou)de\n,οὐδείς,pronoun,kwlu/ei,κωλύω,verb,toiau=ta,τοιοῦτος,adjective,ei)=nai,εἰμί,verb,oi(=a,οἷος,adjective,a)\n,ἄν,particle,ei)ko\s,ἔοικα,verb,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,dunata\,δυνατός,adjective,gene/sqai,γίγνομαι,verb,kaq',κατά,preposition,o(\,ὅς,pronoun,e)kei=nos,ἐκεῖνος,pronoun,au)tw=n,αὐτός,pronoun,poihth/s,ποιητής,noun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κἀν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,de\,δέ,particle,a(plw=n,ἁπλόος,adjective,mu/qwn,μῦθος,noun,kai\,καί,conjunction,pra/cewn,πρᾶξις,adjective,ai(,ὁ,article,e)peisodiw/deis,ἐπεισοδιώδης,adverb,ei)si\,εἰμί,verb,xei/ristai,χείριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*le/gw,d',δέ,particle,e)peisodiw/dh,ἐπεισοδιώδης,adverb,mu=qon,μῦθος,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,ta\,ὁ,article,e)peiso/dia,ἐπεισόδιον,noun,met',μετά,preposition,a)/llhla,ἀλλήλων,pronoun,ou)/t',οὔτε,adverb,ei)ko\s,ἔοικα,verb,ou)/t',οὔτε,adverb,a)na/gkh,ἀνάγκη,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*toiau=tai,de\,δέ,particle,poiou=ntai,ποιέω,verb,u(po\,ὑπό,preposition,me\n,μέν,particle,tw=n,ὁ,article,fau/lwn,φαῦλος,adjective,poihtw=n,ποιητής,noun,di',διά,preposition,au)tou/s,αὐτός,pronoun,u(po\,ὑπό,preposition,de\,δέ,particle,tw=n,ὁ,article,a)gaqw=n,ἀγαθός,adjective,dia\,διά,preposition,tou\s,ὁ,article,u(pokrita/s,ὑποκριτής,noun,a)gwni/smata,ἀγώνισμα,noun,ga\r,γάρ,particle,poiou=ntes,ποιέω,verb,kai\,καί,conjunction,para\,παρά,preposition,th\n,ὁ,article,du/namin,δύναμις,adjective,paratei/nantes,παρατείνω,verb,mu=qon,μῦθος,noun,polla/kis,πολλάκις,adverb,diastre/fein,διαστρέφω,verb,a)nagka/zontai,ἀναγκάζω,verb,to\,ὁ,article,e)fech=s,ἐπέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epei\,de\,δέ,particle,ou),οὐ,adverb,mo/non,μόνος,adjective,telei/as,τέλειος,adjective,e)sti\,εἰμί,verb,pra/cews,πρᾶξις,adjective,h(,ὁ,article,mi/mhsis,μίμησις,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,foberw=n,φοβερός,adjective,kai\,καί,conjunction,e)leeinw=n,ἐλεεινός,adjective,tau=ta,οὗτος,pronoun,de\,δέ,particle,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,o(/tan,ὅταν,conjunction,ge/nhtai,γίγνομαι,verb,para\,παρά,preposition,th\n,ὁ,article,do/can,δόξα,noun,di',διά,preposition,a)/llhla,ἀλλήλων,pronoun,to\,ὁ,article,ga\r,γάρ,particle,qaumasto\n,θαυμαστός,adjective,ou(/tws,οὕτως,adverb,e(/cei,ἔχω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,ei),εἰ,conjunction,a)po\,ἀπό,preposition,tou=,ὁ,article,au)toma/tou,αὐτόματος,adjective,kai\,καί,conjunction,th=s,ὁ,article,tu/xhs,τύχη,noun,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,tw=n,ὁ,article,a)po\,ἀπό,preposition,tu/xhs,τύχη,noun,tau=ta,οὗτος,pronoun,qaumasiw/tata,θαυμάσιος,adjective,dokei=,δοκέω,verb,o(/sa,ὅσος,adjective,w(/sper,ὥσπερ,adverb,ἐπεί,conjunction,e)pi/thdes,ἐπίτηδες,adverb,fai/netai,φαίνω,verb,gegone/nai,γίγνομαι,verb,oi(=on,οἷος,adjective,w(s,ὡς,conjunction,o(,ὁ,article,a)ndria\s,ἀνδριάς,noun,o(,ὁ,article,tou=,ὁ,article,*mi/tuos,,,e)n,ἐν,preposition,*)/argei,Ἄργος,proper,a)pe/kteine,ἀποκτείνω,verb,to\n,ὁ,article,ai)/tion,αἴτιος,adjective,tou=,ὁ,article,qana/tou,θάνατος,adjective,tw=|,ὁ,article,*mi/tui+,,,qewrou=nti,θεωρέω,verb,e)mpesw/n,ἐμπίτνω,verb,e)/oike,ἔοικα,verb,ga\r,γάρ,particle,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,ou)k,οὐ,adverb,ei)kh=|,εἰκῇ,adverb,gene/sqai,γίγνομαι,verb,w(/ste,ὥστε,conjunction,a)na/gkh,ἀνάγκη,noun,tou\s,ὁ,article,toiou/tous,τοιοῦτος,adjective,ei)=nai,εἰμί,verb,kalli/ous,καλλίων,adverb,mu/qous,μῦθος,noun
*ei)si\,de\,δέ,particle,tw=n,ὁ,article,mu/qwn,μῦθος,noun,oi(,ὁ,article,me\n,μέν,particle,a(ploi=,ἁπλόος,adjective,oi(,ὁ,article,de\,δέ,particle,peplegme/noi,πλέκω,verb,kai\,καί,conjunction,ga\r,γάρ,particle,ai(,ὁ,article,pra/ceis,πρᾶξις,adjective,w(=n,ὅς,pronoun,mimh/seis,μίμησις,noun,oi(,ὁ,article,mu=qoi/,μῦθος,noun,ei)sin,εἰμί,verb,u(pa/rxousin,ὑπάρχω,verb,eu)qu\s,εὐθύς,adverb,ou)=sai,εἰμί,verb,toiau=tai,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*le/gw,de\,δέ,particle,a(plh=n,ἁπλόος,adjective,me\n,μέν,particle,pra=cin,πρᾶξις,adjective,h(=s,ὅς,pronoun,ginome/nhs,γίγνομαι,verb,w(/sper,ὥσπερ,adverb,w(/ristai,ὁρίζω,verb,sunexou=s,συνεχής,adverb,kai\,καί,conjunction,mia=s,εἷς,adjective,a)/neu,ἄνευ,preposition,peripetei/as,περιπέτεια,noun,h)\,ἠέ,conjunction,a)nagnwrismou=,ἀναγνώρισις,noun,h(,ὁ,article,meta/basis,μετάβασις,noun,gi/netai,γίγνομαι,verb,peplegme/nhn,πλέκω,verb,de/,δέ,particle,e)c,ἐκ,preposition,h(=s,ὅς,pronoun,met',μετά,preposition,a)nagnwrismou=,ἀναγνώρισις,noun,h)\,ἠέ,conjunction,peripetei/as,περιπέτεια,noun,h)\,ἠέ,conjunction,a)mfoi=n,ἄμφω,noun,h(,ὁ,article,meta/basi/s,μετάβασις,noun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
