word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/13/lemma/@_entry,word/13/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form
*dwdeke/th,δωδεκέτης,noun,to\n,pai=da,παῖς,adjective,path\r,πατήρ,noun,a)pe/qhke,ἀποτίθημι,verb,*qi/lippos,,,e)nqa/de,ἐνθάδε,adverb,th\n,ὁ,article,pollh\n,πολύς,adjective,e)lpi/da,ἐλπίς,noun,*nikote/lhn,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dwdeke/th,δωδεκέτης,noun,to\n,pai=da,παῖς,adjective,path\r,πατήρ,noun,a)pe/qhke,ἀποτίθημι,verb,*qi/lippos,,,e)nqa/de,ἐνθάδε,adverb,th\n,ὁ,article,pollh\n,πολύς,adjective,e)lpi/da,ἐλπίς,noun,*nikote/lhn,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)hw=|oi,ἠῷος,adjective,*mela/nippon,e)qa/ptomen,θάπτω,verb,h)eli/ou,ἥλιος,noun,de\,δέ,particle,duome/nou,δύω,verb,*basilw\,,,ka/tqane,καταθνήσκω,verb,parqenikh\,παρθενικός,adjective,au)toxeri/,αὐτοχερί,adverb,,,,,,,,,,,,,,,,,,Μελάνιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zw/ein,ζώω,verb,ga\r,a)delfeo\n,ἀδελφός,adjective,e)n,ἐν,preposition,puri\,πῦρ,noun,qei=sa,τίθημι,verb,ou)k,οὐ,adverb,e)/tlh,τλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/dumon,δίδυμος,adjective,d',oi)=kos,οἶκος,noun,e)sei=de,εἰσεῖδον,verb,kako\n,κακός,adjective,patro\s,πατήρ,noun,*)aristi/ppoio,Ἀρίστιππος,proper,kath/fhsen,κατηφέω,verb,de\,δέ,particle,*kurh/nh,Κυρήνη,proper,pa=sa,to\n,ὁ,article,eu)/teknon,εὔτεκνος,adjective,xh=ron,i)dou=sa,εἶδον,verb,do/mon,δόμος,noun,,,,δέ,particle,πᾶς,adjective,χήρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)hw=|oi,ἠῷος,adjective,*mela/nippon,e)qa/ptomen,θάπτω,verb,h)eli/ou,ἥλιος,noun,de\,δέ,particle,duome/nou,δύω,verb,*basilw\,,,ka/tqane,καταθνήσκω,verb,parqenikh\,παρθενικός,adjective,au)toxeri/,αὐτοχερί,adverb,,,,,,,,,,,,,,,,,,Μελάνιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zw/ein,ζώω,verb,ga\r,a)delfeo\n,ἀδελφός,adjective,e)n,ἐν,preposition,puri\,πῦρ,noun,qei=sa,τίθημι,verb,ou)k,οὐ,adverb,e)/tlh,τλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/dumon,δίδυμος,adjective,d',oi)=kos,οἶκος,noun,e)sei=de,εἰσεῖδον,verb,kako\n,κακός,adjective,patro\s,πατήρ,noun,*)aristi/ppoio,Ἀρίστιππος,proper,kath/fhsen,κατηφέω,verb,de\,δέ,particle,*kurh/nh,Κυρήνη,proper,pa=sa,to\n,ὁ,article,eu)/teknon,εὔτεκνος,adjective,xh=ron,i)dou=sa,εἶδον,verb,do/mon,δόμος,noun,,,,δέ,particle,πᾶς,adjective,χήρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,e)mo\n,para\,παρά,preposition,sh=ma,σῆμα,adjective,fe/reis,φέρω,verb,po/da,πούς,noun,*kallima/xou,Καλλίμαχος,proper,me,ἐγώ,pronoun,i)/sqi,εἰμί,verb,*kurhnai/ou,Κυρηναῖος,proper,pai=da/,te,τε,particle,kai\,καί,conjunction,gene/thn,,,,,,,,,,ἐμός,adjective,παῖς,adjective,γενέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)dei/hs,οἶδα,verb,d',a)/mfw,ἄμφω,noun,ken,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me/n,kote,ποτέ,particle,patri/dos,πατρίς,adjective,o(/plwn,ὅπλον,noun,h)=rcen,ἄρχω,verb,o(,ὁ,article,d',δέ,particle,h)/eisen,ἀείδω,verb,kre/ssona,κρείσσων,verb,baskani/hs,,,,,,,,,,,,,,,,,μέν,particle,βασκανία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ne/mesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νέμεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mou=sai,Μοῦσα,proper,ga\r,o(/sous,ὅσος,adjective,i)/don,εἶδον,verb,o)/mmati,ὄμμα,noun,pai=das,παῖς,adjective,mh\,μή,conjunction,locw=|,λοξός,adjective,poliou\s,πολιός,adjective,ou)k,οὐ,adverb,a)pe/qento,fi/lous,φῖλος,noun,,,,,,,,,,,,,,γάρ,particle,ἀποτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,e)mo\n,para\,παρά,preposition,sh=ma,σῆμα,adjective,fe/reis,φέρω,verb,po/da,πούς,noun,*kallima/xou,Καλλίμαχος,proper,me,ἐγώ,pronoun,i)/sqi,εἰμί,verb,*kurhnai/ou,Κυρηναῖος,proper,pai=da/,te,τε,particle,kai\,καί,conjunction,gene/thn,,,,,,,,,,ἐμός,adjective,παῖς,adjective,γενέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)dei/hs,οἶδα,verb,d',a)/mfw,ἄμφω,noun,ken,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me/n,kote,ποτέ,particle,patri/dos,πατρίς,adjective,o(/plwn,ὅπλον,noun,h)=rcen,ἄρχω,verb,o(,ὁ,article,d',δέ,particle,h)/eisen,ἀείδω,verb,kre/ssona,κρείσσων,verb,baskani/hs,,,,,,,,,,,,,,,,,μέν,particle,βασκανία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ne/mesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νέμεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mou=sai,Μοῦσα,proper,ga\r,o(/sous,ὅσος,adjective,i)/don,εἶδον,verb,o)/mmati,ὄμμα,noun,pai=das,παῖς,adjective,mh\,μή,conjunction,locw=|,λοξός,adjective,poliou\s,πολιός,adjective,ou)k,οὐ,adverb,a)pe/qento,fi/lous,φῖλος,noun,,,,,,,,,,,,,,γάρ,particle,ἀποτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)astaki/dhn,,,to\n,*krh=ta,Κρής,proper,to\n,ὁ,article,ai)po/lon,αἰπόλος,adjective,h(/rpase,ἁρπάζω,verb,*nu/mfh,Νύμφης,proper,e)c,ἐκ,preposition,o)/reos,ὄρος,adjective,kai\,καί,conjunction,nu=n,i(ero\s,ἱερός,adjective,*)astaki/dhs,,,,,,,,,,,,,ὁ,article,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ke/ti,οὐκέτι,adverb,*diktai/h|sin,u(po\,ὑπό,preposition,drusi/n,δρῦς,noun,ou)ke/ti,οὐκέτι,adverb,*da/fnin,Δάφνις,proper,poime/nes,ποιμήν,noun,*)astaki/dhn,,,d',δέ,particle,ai)e\n,ἀεί,adverb,a)eiso/meqa,,,,,,,,,,,,,,,,,,,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)astaki/dhn,,,to\n,*krh=ta,Κρής,proper,to\n,ὁ,article,ai)po/lon,αἰπόλος,adjective,h(/rpase,ἁρπάζω,verb,*nu/mfh,Νύμφης,proper,e)c,ἐκ,preposition,o)/reos,ὄρος,adjective,kai\,καί,conjunction,nu=n,i(ero\s,ἱερός,adjective,*)astaki/dhs,,,,,,,,,,,,,ὁ,article,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ke/ti,οὐκέτι,adverb,*diktai/h|sin,u(po\,ὑπό,preposition,drusi/n,δρῦς,noun,ou)ke/ti,οὐκέτι,adverb,*da/fnin,Δάφνις,proper,poime/nes,ποιμήν,noun,*)astaki/dhn,,,d',δέ,particle,ai)e\n,ἀεί,adverb,a)eiso/meqa,,,,,,,,,,,,,,,,,,,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/pas,εἶπον,verb,*(/hlie,xai=re,χαίρω,verb,*kleo/mbrotos,Κλεόμβροτος,proper,*(wmbrakiw/ths,,,h(/lat',ἅλλομαι,verb,a)f',ἀπό,preposition,u(yhlou=,ὑψηλός,adjective,tei/xeos,τεῖχος,noun,ei)s,εἰς,preposition,*)ai/dhn,a)/cion,ἄξιος,adjective,ou)de\n,οὐδείς,pronoun,i)dw\n,qana/tou,θάνατος,adjective,kako/n,κακός,adjective,a)lla/,ἀλλά,adverb,Ἥλιος,proper,Ἅιδης,proper,εἶδον,verb,*pla/twnos,Πλάτων,proper,e(\n,εἷς,adjective,to\,ὁ,article,peri\,περί,preposition,yuxh=s,ψυχή,noun,gra/mm',γράμμα,noun,a)naleca/menos,ἀναλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/pas,εἶπον,verb,*(/hlie,xai=re,χαίρω,verb,*kleo/mbrotos,Κλεόμβροτος,proper,*(wmbrakiw/ths,,,h(/lat',ἅλλομαι,verb,a)f',ἀπό,preposition,u(yhlou=,ὑψηλός,adjective,tei/xeos,τεῖχος,noun,ei)s,εἰς,preposition,*)ai/dhn,a)/cion,ἄξιος,adjective,ou)de\n,οὐδείς,pronoun,i)dw\n,qana/tou,θάνατος,adjective,kako/n,κακός,adjective,a)lla/,ἀλλά,adverb,Ἥλιος,proper,Ἅιδης,proper,εἶδον,verb,*pla/twnos,Πλάτων,proper,e(\n,εἷς,adjective,to\,ὁ,article,peri\,περί,preposition,yuxh=s,ψυχή,noun,gra/mm',γράμμα,noun,a)naleca/menos,ἀναλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/rws,ἥρως,noun,*)heti/wnos,e)pi/staqmos,ἐπίσταθμος,adjective,*)amfipoli/tew,,,i(/drumai,ἱδρύω,verb,mikrw=|,μικρός,adjective,mikro\s,μικρός,adjective,e)pi\,ἐπί,preposition,proqu/rw|,πρόθυρον,noun,loco\n,λοξός,adjective,o)/fin,kai\,καί,conjunction,mou=non,μόνος,adjective,e)/xwn,ci/fos,ξίφος,noun,,,,,,,Ἠετίων,proper,ὄφις,noun,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ndri\,ἀνδρίς,noun,d',*)epeiw=|,Ἐπειός,proper,qumwqei\s,θυμόω,verb,pezo\n,πεζός,adjective,ka)me\,ἐγώ,pronoun,parw|ki/sato,παροικίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/rws,ἥρως,noun,*)heti/wnos,e)pi/staqmos,ἐπίσταθμος,adjective,*)amfipoli/tew,,,i(/drumai,ἱδρύω,verb,mikrw=|,μικρός,adjective,mikro\s,μικρός,adjective,e)pi\,ἐπί,preposition,proqu/rw|,πρόθυρον,noun,loco\n,λοξός,adjective,o)/fin,kai\,καί,conjunction,mou=non,μόνος,adjective,e)/xwn,ci/fos,ξίφος,noun,,,,,,,Ἠετίων,proper,ὄφις,noun,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ndri\,ἀνδρίς,noun,d',*)epeiw=|,Ἐπειός,proper,qumwqei\s,θυμόω,verb,pezo\n,πεζός,adjective,ka)me\,ἐγώ,pronoun,parw|ki/sato,παροικίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/mose,ὄμνυμι,verb,*kalli/gnwtos,*)iwni/di,Ἰωνίς,proper,mh/pot',μήποτε,adverb,e)kei/nhs,ἐκεῖνος,pronoun,e(/cein,ἔχω,verb,mh/te,μήτε,particle,fi/lon,φίλος,adjective,kre/ssona,κρείσσων,verb,mh/te,μήτε,particle,fi/lhn,,,,,,,,,,,,,,,,,Καλλίγνωτος,proper,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,le/gousin,a)lhqe/a,ἀληθής,adjective,tou\s,ὁ,article,e)n,ἐν,preposition,e)/rwti,ἔρως,noun,o(/rkous,ὅρκος,noun,mh\,μή,conjunction,du/nein,δύω,verb,ou)/at',οὖς,noun,e)s,a)qana/twn,ἀθάνατος,adjective,,,,,,,,,,,,,,λέγω,verb,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',o(,ὁ,article,me\n,μέν,particle,a)rsenikw=|,ἀρσενικόν,noun,qe/retai,θέρω,verb,puri/,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,talai/nhs,τάλας,adjective,nu/mfhs,νύμφη,noun,w(s,ὡς,conjunction,*megare/wn,Μεγάρη,proper,ou),οὐ,adverb,lo/gos,λόγος,noun,ou)d',οὐδέ,particle,a)riqmo/s,ἀριθμός,adjective,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/mose,ὄμνυμι,verb,*kalli/gnwtos,*)iwni/di,Ἰωνίς,proper,mh/pot',μήποτε,adverb,e)kei/nhs,ἐκεῖνος,pronoun,e(/cein,ἔχω,verb,mh/te,μήτε,particle,fi/lon,φίλος,adjective,kre/ssona,κρείσσων,verb,mh/te,μήτε,particle,fi/lhn,,,,,,,,,,,,,,,,,Καλλίγνωτος,proper,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,le/gousin,a)lhqe/a,ἀληθής,adjective,tou\s,ὁ,article,e)n,ἐν,preposition,e)/rwti,ἔρως,noun,o(/rkous,ὅρκος,noun,mh\,μή,conjunction,du/nein,δύω,verb,ou)/at',οὖς,noun,e)s,a)qana/twn,ἀθάνατος,adjective,,,,,,,,,,,,,,λέγω,verb,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
