word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/59/lemma/@_entry,word/59/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS
tw=n,ὁ,article,de\,bouleutw=n,βουλευτής,noun,polloi\,πολύς,adjective,to\n,ὁ,article,*eu)me/nh,Εὐμενέω,verb,di',διά,preposition,ai)ti/as,αἰτία,noun,ei)=xon,ἔχω,verb,u(po\,ὑπό,preposition,fqo/nou,φθόνος,noun,kai\,καί,conjunction,de/ous,δέος,noun,ai)/tion,αἴτιος,adjective,tosou=de,τοσόσδε,adjective,pole/mou,πόλεμος,noun,geno/menon,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*(ro/dioi,th\n,ὁ,article,qewri/an,θεωρία,noun,au)tou=,αὐτός,pronoun,mo/nou,μόνος,adjective,basile/wn,βασίλη,noun,e)s,εἰς,preposition,th\n,ὁ,article,e(orth\n,ἑορτή,adjective,tou=,ὁ,article,*(hli/ou,Ἥλιος,proper,pempome/nhn,πέμπω,verb,ou)k,οὐ,adverb,e)de/canto,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',e)s,εἰς,preposition,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,e)paniw\n,ἐπάνειμι,verb,e)k,ἐκ,preposition,*ki/rras,Κίρρη,proper,e)s,εἰς,preposition,*delfou\s,Δελφοί,proper,a)ne/baine,ἀναβαίνω,verb,qu/swn,θύω,verb,kai\,καί,conjunction,au)tw=|,αὐτός,pronoun,te/ssares,τέσσαρες,noun,a)/ndres,ἀνήρ,noun,u(po\,ὑπό,preposition,to\,ὁ,article,teixi/on,τειχίον,noun,u(posta/ntes,ὑφίστημι,verb,e)pebou/leuon,ἐπιβουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)/llas,de/,δέ,particle,tinas,τις,pronoun,ai)ti/as,αἰτία,noun,oi(,ὁ,article,*(rwmai=oi,,,e)s,εἰς,preposition,to\n,ὁ,article,*perse/ws,Πέρσευς,proper,po/lemon,πόλεμος,noun,w(s,ὡς,conjunction,ou)/pw,οὔπω,adverb,kekrime/non,κρίνω,verb,prosela/mbanon,προσλαμβάνω,verb,kai\,καί,conjunction,pre/sbeis,πρέσβις,noun,e)s,εἰς,preposition,tou\s,ὁ,article,fi/lous,φίλος,adjective,basile/as,βασιλεύς,noun,*eu)me/nh,Εὐμενέω,verb,kai\,καί,conjunction,*)anti/oxon,Ἀντίοχος,proper,kai\,καί,conjunction,*)ariara/qhn,Ἀριαράθης,proper,kai\,καί,conjunction,*massana/sshn,Μασσανάσσης,proper,kai\,καί,conjunction,*ptolemai=on,Πτολεμαῖος,proper,to\n,ὁ,article,*ai)gu/ptou,Αἴγυπτος,proper,perie/pempon,περιέπειμι,verb,e(te/rous,ἕτερος,adjective,d',δέ,particle,e)s,εἰς,preposition,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,kai\,καί,conjunction,*qessali/an,Θεσσαλία,proper,ἄλλος,adjective,kai\,καί,conjunction,*)/hpeiron,Ἤπειρος,proper,kai\,καί,conjunction,*)akarnani/an,Ἀκαρνανίη,proper,kai\,καί,conjunction,e)s,εἰς,preposition,ta\s,ὁ,article,nh/sous,νῆσος,noun,o(/sas,ὅσος,adjective,du/nainto,δύναμαι,verb,prosagage/sqai,προσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,kai\,ma/lista,μάλιστα,adverb,tou\s,ὁ,article,*(/ellhnas,Ἕλλην,proper,e)ta/ratten,ταράσσω,verb,h(dome/nous,ἥδομαι,verb,me\n,μέν,particle,tw=|,ὁ,article,*persei=,Περσεύς,proper,file/llhni,φιλέλλην,noun,o)/nti,εἰμί,verb,a)nagkazome/nous,ἀναγκάζω,verb,d',δέ,particle,e)ni/ous,ἔνιοι,adjective,*(rwmai/ois,,,e)s,εἰς,preposition,sumba/seis,σύμβασις,noun,xwrei=n,χωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,o(,*perseu\s,Περσεύς,proper,ai)sqo/menos,αἰσθάνομαι,verb,e)/pempen,πέμπω,verb,e)s,εἰς,preposition,*(rw/mhn,,,a)porw=n,ἀφοράω,verb,te,τε,particle,kai\,καί,conjunction,punqano/menos,πυνθάνομαι,verb,ti/,τίς,pronoun,paqo/ntes,πάσχω,verb,e)klh/qontai,ἐκλανθάνω,verb,tw=n,ὁ,article,sugkeime/nwn,σύγκειμαι,verb,kai\,καί,conjunction,pre/sbeis,πρέσβις,noun,kat',κατά,preposition,au)tou=,αὐτός,pronoun,peripe/mpousin,περιέπειμι,verb,o)/ntos,εἰμί,verb,fi/lou,φίλος,adjective,de/on,δέω,verb,ei),εἰ,conjunction,kai/,καί,conjunction,ti,τις,pronoun,me/mfontai,μέμφομαι,verb,lo/gw|,λόγος,noun,diakriqh=nai,διακρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',e)neka/loun,ἐγκαλέω,verb,o(/sa,ὅσος,adjective,*eu)me/nhs,Εὐμενέω,verb,ei)/poi,εἶπον,verb,kai\,καί,conjunction,pa/qoi,πάσχω,verb,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,o(/ti,ὅστις,pronoun,*qra/|khn,Θρᾴκη,proper,kataktw=|to,κατακτάομαι,verb,kai\,καί,conjunction,stratia\n,στρατία,noun,e)/xoi,ἔχω,verb,kai\,καί,conjunction,paraskeuh\n,παρασκευή,noun,ou)k,οὐ,adverb,h)remh/sontos,ἠρεμέω,verb,a)ndro/s,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',au)=qis,αὖθις,adverb,e)/pempen,πέμπω,verb,e(te/rous,ἕτερος,adjective,oi(\,ἕ,pronoun,e)s,εἰς,preposition,to\,ὁ,article,bouleuth/rion,βουλευτήριον,noun,a)paxqe/ntes,ἀπάγω,verb,e)/legon,λέγω,verb,w(=de,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,me\n,profa/sews,πρόφασις,noun,e)s,εἰς,preposition,po/lemon,πόλεμος,noun,w)=,ὦ,interjection,*(rwmai=oi,,,deome/nois,δέομαι,verb,i(kana\,ἱκανός,adjective,pa/nta,πᾶς,adjective,e)s,εἰς,preposition,th\n,ὁ,article,pro/fasin,πρόφασις,noun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',ai)dei=sqe,αἰδέομαι,verb,sunqh/kas,συνθήκη,noun,oi(,ὁ,article,polu\n,πολύς,adjective,a)ciou=ntes,ἀξιόω,verb,au)tw=n,αὐτός,pronoun,lo/gon,λόγος,noun,e)/xein,ἔχω,verb,ti/,τίς,pronoun,paqo/ntes,πάσχω,verb,u(po\,ὑπό,preposition,*perse/ws,Πέρσευς,proper,ai)/resqe,αἴρω,verb,po/lemon,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,o(/ti,ὅστις,pronoun,stratia\n,στρατία,noun,e)/xei,ἔχω,verb,kai\,καί,conjunction,paraskeuh/n,παρασκευή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,e)/xei,ἔχω,verb,tau=ta,οὗτος,pronoun,kaq',κατά,preposition,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,tou\s,a)/llous,ἄλλος,adjective,kekth=sqai,κτάομαι,verb,basile/as,βασιλεύς,noun,kwlu/ete,κωλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)/dikon,a)sfalw=s,ἀσφαλής,adjective,e)/xein,ἔχω,verb,e)s,εἰς,preposition,tou\s,ὁ,article,a)rxome/nous,ἄρχω,verb,kai\,καί,conjunction,ta\,ὁ,article,peri/oika,περίοικος,adjective,kai\,καί,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,e)/cwqen,ἔξωθεν,adverb,e)pibouleu/oi,ἐπιβουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄδικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,u(ma=s,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*(rwmai=oi,,,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,ei)rh/nhs,εἰρήνη,noun,e)pre/sbeuse,πρεσβεύω,verb,kai\,καί,conjunction,ta\s,ὁ,article,sunqh/kas,συνθήκη,noun,e)/nagxos,ἔναγχος,adverb,a)nekai/nisen,ἀνακαινίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,*)abrou/polin,e)ce/bale,ἐκβάλλω,verb,th=s,ὁ,article,a)rxh=s,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀβρούπολις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pidramo/nta,ἐπιτρέχω,verb,ge,toi=s,ὁ,article,h(mete/rois,ἡμέτερος,adjective,a)muno/menos,ἀμύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=t',au)to\s,αὐτός,pronoun,u(mi=n,σύ,pronoun,e)dh/lwse,δηλόω,verb,*perseu/s,Περσεύς,proper,kai\,καί,conjunction,ta\s,ὁ,article,sunqh/kas,συνθήκη,noun,au)tw=|,αὐτός,pronoun,meta\,μετά,preposition,tou=to,οὗτος,pronoun,a)nenew/sasqe,ἀνανεόομαι,verb,ou)/pw,οὔπω,adverb,diaba/llontos,διαβάλλω,verb,*eu)me/nous,Εὐμένης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,dh\,δή,particle,peri\,περί,preposition,*)abrou/polin,Ἀβρούπολις,proper,kai\,καί,conjunction,presbu/tero/n,πρέσβυς,noun,e)sti,εἰμί,verb,tw=n,ὁ,article,sunqhkw=n,συνθήκη,noun,kai\,καί,conjunction,par',παρά,preposition,u(mi=n,σύ,pronoun,o(/te,ὅτε,conjunction,suneti/qesqe,συντίθημι,verb,di/kaion,δίκαιος,adjective,e)fa/nh,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*do/loyi,Δόλοψ,proper,ga\r,e)pestra/teusen,ἐπιστρατεύω,verb,ou)=si,εἰμί,verb,th=s,ὁ,article,i)di/as,ἴδιος,adjective,a)rxh=s,ἀρχή,noun,kai\,καί,conjunction,deino\n,δεινός,adjective,ei),εἰ,conjunction,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,logismo\n,λογισμός,noun,u(mi=n,σύ,pronoun,o)flh/sei,ὀφλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
