word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/32/lemma/@_entry,word/32/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
*karxhdo/nioi,de\,δέ,particle,h)|tiw=nto,αἰτιάομαι,verb,tou\s,ὁ,article,*zakanqai/ous,,,polla\,πολύς,adjective,tou\s,ὁ,article,u(phko/ous,ὑπήκοος,adjective,sfw=n,σφεῖς,pronoun,a)dikei=n,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Καρχηδόνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,*zakanqai/wn,,,oi(,ὁ,article,pre/sbeis,πρέσβις,noun,e)s,εἰς,preposition,di/khn,δίκη,adjective,au)tou\s,αὐτός,pronoun,proukalou=nto,προκαλέω,verb,e)pi\,ἐπί,preposition,*(rwmai/wn,,,kritw=n,κριτής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,d',δέ,particle,ou)k,οὐ,adverb,e)/fasan,φημί,verb,xrh/|zein,χρῄζω,verb,di/khs,δίκη,adjective,a)mu/nesqai,ἀμύνω,verb,duna/menoi,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,e)s,εἰς,preposition,*(rw/mhn,,,a)paggelqe/ntwn,ἀπαγγέλλω,verb,oi(,ὁ,article,me\n,μέν,particle,e)ke/leuon,κελεύω,verb,h)/dh,ἤδη,adverb,summaxei=n,συμμαχέω,verb,toi=s,ὁ,article,*zakanqai/ois,,,oi(,ἕ,pronoun,d',δέ,particle,e)pei=xon,ἐπέχω,verb,e)/ti,ἔτι,adverb,le/gontes,λέγω,verb,ou),οὐ,adverb,summa/xous,σύμμαχος,adjective,au)tou\s,αὐτός,pronoun,e)n,ἐν,preposition,tai=s,ὁ,article,sunqh/kais,συνθήκη,noun,sfw=n,σφεῖς,pronoun,a)ll',ἀλλά,adverb,au)tono/mous,αὐτόνομος,adjective,kai\,καί,conjunction,e)leuqe/rous,ἐλεύθερος,adjective,a)nagegra/fqai,ἀναγράφω,verb,e)leuqe/rous,ἐλεύθερος,adjective,d',δέ,particle,e)/ti,ἔτι,adverb,kai\,καί,conjunction,tou\s,poliorkoume/nous,πολιορκέω,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)kra/thsen,κρατέω,verb,h(,ὁ,article,gnw/mh,γνώμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zakanqai=oi,de/,δέ,particle,e)peidh\,ἐπεί,conjunction,ta\,ὁ,article,*(rwmai/wn,,,a)pe/gnwsan,ἀπογιγνώσκω,verb,kai\,καί,conjunction,o(,ὁ,article,limo\s,λιμός,noun,sfa=s,σφεῖς,pronoun,e)pi/eze,πιέζω,verb,kai\,καί,conjunction,*)anni/bas,Ἀννίβας,proper,perieka/qhto,περικάθημαι,verb,sunexw=seu)dai/mona,,,ga\r,γάρ,particle,kai\,καί,conjunction,polu/xruson,πολύχρυσος,adjective,a)kou/wn,ἀκούω,verb,ei)=nai,εἰμί,verb,th\n,ὁ,article,po/lin,πόλις,adjective,ou)k,οὐ,adverb,a)ni/ei,ἀνίημι,verb,th=s,ὁ,article,poliorki/as',πολιορκία,noun,to\n,ὁ,article,me\n,μέν,particle,xruso\n,χρυσός,noun,kai\,καί,conjunction,a)/rguron,ἄργυρος,noun,o(/sos,ὅσος,adjective,h)=n,dhmo/sio/s,δημόσιος,adjective,te,τε,particle,kai\,καί,conjunction,i)diwtiko/s,ἰδιωτικός,adjective,a)po\,ἀπό,preposition,khru/gmatos,κήρυγμα,noun,e)s,εἰς,preposition,th\n,ὁ,article,a)gora\n,ἀγορά,noun,sunh/negkan,συμφέρω,verb,kai\,καί,conjunction,molu/bdw|,μόλυβδος,noun,kai\,καί,conjunction,xalkw=|,χαλκός,noun,sunexw/neusan,συγχωνεύω,verb,w(s,ὡς,conjunction,a)xrei=on,ἀχρεῖος,adjective,*)anni/ba|,Ἀννίβας,proper,,,εἰμί,verb,gene/sqai,γίγνομαι,verb,au)toi\,αὐτός,pronoun,de\,δέ,particle,e)n,ἐν,preposition,xersi\n,χείρ,noun,e(lo/menoi/,αἱρέω,verb,ti,τις,pronoun,paqei=n,πάσχω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,tou=,ὁ,article,limou=,λιμός,noun,e)ce/dramon,ἐκτρέχω,verb,e)/ti,ἔτι,adverb,nukto\s,νύξ,adjective,e)pi\,ἐπί,preposition,ta\,ὁ,article,frou/ria,φρούριον,noun,ta\,ὁ,article,tw=n,ὁ,article,*libu/wn,Λίβυς,proper,a)napauome/nwn,ἀναπαύω,verb,e)/ti,ἔτι,adverb,kai\,καί,conjunction,ou)de/n,οὐδείς,pronoun,toiou=ton,τοιοῦτος,adjective,u(ponoou/ntwn,ὑπονοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,au)tou\s,αὐτός,pronoun,a)nistame/nous,ἀνίστημι,verb,te,τε,particle,e)c,ἐκ,preposition,eu)nh=s,εὐνή,noun,kai\,καί,conjunction,su\n,σύν,preposition,qoru/bw|,θόρυβος,noun,mo/lis,μόλις,adverb,o(plizome/nous,ὁπλίζω,verb,e)/sti,εἰμί,verb,d',δέ,particle,ou(\s,ὅς,pronoun,h)/dh,ἤδη,adverb,kai\,καί,conjunction,maxome/nous,μάχομαι,verb,die/fqeiron,διαφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makrou=,de\,δέ,particle,tou=,ὁ,article,a)gw=nos,ἀγών,noun,genome/nou,γίγνομαι,verb,*libu/wn,Λίβυς,proper,me\n,μέν,particle,a)pw/lonto,ἀπόλλυμι,verb,polloi/,πολύς,adjective,*zakanqai=oi,,,de\,δέ,particle,pantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μακρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,de\,δέ,particle,gunai=kes,γυνή,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,tei/xous,τεῖχος,noun,o(rw=sai,ὁράω,verb,to\,ὁ,article,te/los,τέλος,noun,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,ai(,ὁ,article,me\n,μέν,particle,e)rri/ptoun,ῥίπτω,verb,e(auta\s,ἑαυτοῦ,pronoun,kata\,κατά,preposition,tw=n,ὁ,article,tegw=n,τέγη,noun,ai(,ὁ,article,d',δέ,particle,a)nh/rtwn,ἀναρτάω,verb,ai(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,te/kna,τέκνον,noun,prokate/sfazon,προκατασφάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tou=to,οὗτος,pronoun,te/los,τέλος,noun,h)=n,εἰμί,verb,*zakanqai/ois,,,po/lei,πόλις,adjective,mega/lh|,μέγας,adverb,te,τε,particle,kai\,καί,conjunction,dunath=|,δυνατός,adjective,genome/nh|,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anni/bas,de\,δέ,particle,w(s,ὡς,conjunction,e)/maqe,μανθάνω,verb,peri\,περί,preposition,tou=,ὁ,article,xrusou=,χρυσός,noun,tou\s,ὁ,article,me\n,μέν,particle,u(poloi/pous,ὑπόλοιπος,adjective,kai\,καί,conjunction,e)/ti,ἔτι,adverb,h(bw=ntas,ἡβάω,verb,au)tw=n,αὐτός,pronoun,ai)kizo/menos,αἰκίζομαι,verb,die/fqeiren,διαφθείρω,verb,u(p',ὑπό,preposition,o)rgh=s,ὀργή,noun,th\n,ὁ,article,de\,δέ,particle,po/lin,πόλις,adjective,o(rw=n,ὁράω,verb,e)piqa/lasso/n,,,te,τε,particle,kai\,καί,conjunction,*karxhdo/nos,Καρχηδών,proper,ou),οὐ,adverb,makra/n,μακρός,adjective,kai\,καί,conjunction,xw/ras,χώρα,noun,a)/rxousan,ἄρχω,verb,a)gaqh=s,ἀγαθός,adjective,w)/|kizen,au)=qis,αὖθις,adverb,kai\,καί,conjunction,*karxhdoni/wn,Καρχηδόνιος,proper,a)/poikon,ἄποικος,adjective,a)pe/fainen,ἀποφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀννίβας,proper,οἰκίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\n,nu=n,νῦν,adverb,oi)=mai,οἴομαι,verb,*karxhdo/na,Καρχηδών,proper,kalei=sqai,καλέω,verb,th\n,ὁ,article,*spartagenh=,σπαρταγενής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rwmai=oi,de\,δέ,particle,pre/sbeis,πρέσβις,noun,e)s,εἰς,preposition,*karxhdo/na,Καρχηδών,proper,e)/pempon,πέμπω,verb,oi(=s,ὅς,pronoun,ei)/rhto,ἐρῶ,verb,e)caitei=n,ἐξαιτέω,verb,para\,παρά,preposition,*karxhdoni/wn,Καρχηδόνιος,proper,*)anni/ban,Ἀννίβας,proper,w(s,ὡς,conjunction,e)s,εἰς,preposition,ta\s,ὁ,article,sunqh/kas,συνθήκη,noun,a(marto/nta,ἁμαρτάνω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,koino\n,κοινός,adjective,h(gou=ntai,ἡγέομαι,verb,to\,ὁ,article,e)/rgon,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,mh\,μή,conjunction,didw=sin,δίδημι,verb,eu)qe/ws,εὐθύς,adverb,au)toi=s,αὐτός,pronoun,po/lemon,πόλεμος,noun,proagoreu/ein,προαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,oi(,ἕ,pronoun,me\n,μέν,particle,e)/pracan,πράσσω,verb,w(=de,ὧδε,adverb,kai\,καί,conjunction,to\n,ὁ,article,po/lemon,πόλεμος,noun,au)toi=s,αὐτός,pronoun,ou)k,οὐ,adverb,e)kdidou=si,ἐκδίδωμι,verb,to\n,ὁ,article,*)anni/ban,Ἀννίβας,proper,e)ph/ggeilan,ἐπαγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/getai,d',δέ,particle,ou(/tw,οὕτως,adverb,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,me\n,μέν,particle,presbeuth\s,πρεσβευτής,noun,au)toi=s,αὐτός,pronoun,gelw/menos,γελάω,verb,e)/fh,φημί,verb,to\n,ὁ,article,ko/lpon,κόλπος,noun,e)pideiknu/s,ἐπιδείκνυμι,verb,e)ntau=q',ἐνταῦθα,adverb,u(mi=n,σύ,pronoun,w)=,ὦ,interjection,*karxhdo/nioi,Καρχηδόνιος,proper,kai\,καί,conjunction,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,kai\,καί,conjunction,to\n,ὁ,article,po/lemon,πόλεμος,noun,fe/rw,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,d',δέ,particle,o(po/tera,ὁπότερος,adjective,ai(rei=sqe,αἱρέω,verb,la/bete,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
