word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,oi)/omai,οἴομαι,verb,ei),εἰ,conjunction,kai\,καί,conjunction,deka/kis,δεκάκις,adverb,o(,ὁ,article,*(ieroklh=s,Ἱεροκλέης,proper,diaqh/kas,διαθήκη,noun,yeudei=s,ψευδής,adverb,a)podeiknu/ei,ἀποδείκνυμι,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,dia\,διά,preposition,to\,ὁ,article,a)delfo\n,ἀδελφός,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,dia\,διά,preposition,th\n,ὁ,article,a)/llhn,ἄλλος,adjective,oi)keio/thta,οἰκειότης,noun,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,prosh/kein,προσήκω,verb,e)moi\,ἐγώ,pronoun,h)\,ἠέ,conjunction,tw=|,ὁ,article,*kle/wnos,Κλέων,proper,u(ei=,υἱός,noun,e)pei\,ἐπεί,conjunction,tou/tois,οὗτος,pronoun,ge,γε,particle,ou)de\,οὐδέ,particle,prospoih/sasqai,προσποιέω,verb,kalo\n,καλός,noun,h)=n,εἰμί,verb,tw=n,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,oi(/tines,ὅστις,pronoun,ou(/tw,οὕτως,adverb,die/keinto,διάκειμαι,verb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,ta\,ὁ,article,de\,δέ,particle,o)sta=,ὀστέον,noun,ou)k,οὐ,adverb,e)/qayan,θάπτω,verb,a)lla\,ἀλλά,adverb,pro/teron,πρότερος,adjective,e)pi\,ἐπί,preposition,th\n,ὁ,article,ou)si/an,οὐσία,adjective,h)=lqon,ἔρχομαι,verb,pri\n,πρίν,adverb,e)kei/nw|,ἐκεῖνος,pronoun,ta\,ὁ,article,nomizo/mena,νομίζω,verb,poih=sai,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb
e)/peita,ἔπειτα,adverb,nu=n,νῦν,adverb,a)ciw/sousi,ἀξιόω,verb,klhronomei=n,κληρονομέω,verb,tw=n,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,ou),οὐ,adverb,mo/non,μόνος,adjective,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,le/gontes,λέγω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,to\,ὁ,article,ge/nos,γένος,noun,paratiqe/ntes,παρατίθημι,verb,o(/ti,ὅστις,pronoun,a)neyio\s,ἀνεψιός,noun,h)=n,εἰμί,verb,*kle/wn,Κλέων,proper,pro\s,πρός,preposition,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,σύ,pronoun,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)k,οὐ,adverb,ei)ko/s,ἔοικα,verb,e)sti,εἰμί,verb,tw=|,ὁ,article,tou)/tou,,,ge/nei,γένος,noun,prose/xein,προσέχω,verb,to\n,ὁ,article,nou=n,νόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,οὐδείς,pronoun,ga\r,γάρ,particle,pw/pote,πώποτε,adverb,e)kpoi/htos,ἐκποίητος,adjective,geno/menos,γίγνομαι,verb,e)klhrono/mhse,κληρονομέω,verb,tou=,ὁ,article,oi)/kou,οἶκος,noun,o(/qen,ὅθεν,adverb,e)cepoih/qh,ἐκποιέω,verb,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,e)pane/lqh|,ἐπανέρχομαι,verb,kata\,κατά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,me/ntoi,μέντοι,particle,a)kribw=s,ἀκριβῶς,adverb,ei)do/tes,οἶδα,verb,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)poih/sato,ποιέω,verb,*)astu/filos,Ἀστύφιλος,proper,to\n,ὁ,article,*kle/wnos,Κλέων,proper,u(o/n,υἱός,noun,polla/kis,πολλάκις,adverb,e)lhluqo/ti,ἔρχομαι,verb,au)tw=|,αὐτός,pronoun,ou)depw/pote,οὐδεπώποτε,adverb,kekreanomh/kasi,κρεανομέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe/,λαμβάνω,verb,moi,ἐγώ,pronoun,kai\,καί,conjunction,tau/thn,οὗτος,pronoun,th\n,ὁ,article,marturi/an,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(kate/rw|,ἑκάτερος,adjective,ou)=n,οὖν,particle,h(mw=n,ἐγώ,pronoun,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,a)ntwmo/samen,ἀντόμνυμι,verb,skeya/menoi,σκέπτομαι,verb,yhfi/sasqe,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kle/wn,Κλέων,proper,me\n,μέν,particle,ga/r,γάρ,particle,fhsi,φημί,verb,to\n,ὁ,article,u(o\n,υἱός,noun,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,*)astufi/lw|,Ἀστύφιλος,proper,ei)spoihqh=nai,εἰσποιέω,verb,kai\,καί,conjunction,tau=t',οὗτος,pronoun,e)kei=non,ἐκεῖνος,pronoun,diaqe/sqai,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,ou)/,οὐ,adverb,fhmi,φημί,verb,a)ll',ἀλλά,adverb,e)ma\,ἐμός,adjective,ei)=nai,εἰμί,verb,pa/nta,πᾶς,adjective,ta\,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,a)delfo\s,ἀδελφός,adjective,w)\n,εἰμί,verb,e)kei/nou,ἐκεῖνος,pronoun,w(s,ὡς,conjunction,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,ou(=toi,οὗτος,pronoun,i)/sasi,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ei)spoih/shte,εἰσποιέω,verb,u(o\n,υἱός,noun,*)astufi/lw|,Ἀστύφιλος,proper,o(\n,ὅς,pronoun,ou)d',οὐδέ,particle,au)to\s,αὐτός,pronoun,zw=n,ζάω,verb,e)kei=nos,ἐκεῖνος,pronoun,e)poih/sato,ποιέω,verb,a)lla\,ἀλλά,adverb,tou\s,ὁ,article,no/mous,νόμος,noun,ou(\s,ὅς,pronoun,u(mei=s,σύ,pronoun,e)/qesqe,ἔθω,verb,bebaiw/sate/,βεβαιόω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,tou/tous,οὗτος,pronoun,ga\r,γάρ,particle,a)mfisbhtw=,ἀμφισβητέω,verb,o(siwta/thn,ὅσιος,adjective,de/hsin,δέησις,noun,deo/menos,δέομαι,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,th=s,ὁ,article,tou=,ὁ,article,a)delfou=,ἀδελφός,adjective,ou)si/as,οὐσία,adjective,klhrono/mon,κληρονόμος,noun,me,ἐγώ,pronoun,katasth=sai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pe/deica,ἀποδείκνυμι,verb,d',δέ,particle,u(mi=n,σύ,pronoun,w(s,ὡς,conjunction,ou)deni\,οὐδείς,pronoun,e)kei=nos,ἐκεῖνος,pronoun,de/dwke,δίδωμι,verb,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,ma/rturas,μάρτυς,noun,a(pa/ntwn,ἅπας,adjective,w(=n,ὅς,pronoun,ei)=pon,εἶπον,verb,paresxo/mhn,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bohqh/sate,βοηθέω,verb,ou)=n,οὖν,particle,moi,ἐγώ,pronoun,kai\,καί,conjunction,ei),εἰ,conjunction,le/gein,λέγω,verb,e)mou=,ἐγώ,pronoun,du/natai,δύναμαι,verb,*kle/wn,Κλέων,proper,ma=llon,μᾶλλον,adverb,tou=to,οὗτος,pronoun,au)tw=|,αὐτός,pronoun,a)/neu,ἄνευ,preposition,tou=,ὁ,article,no/mou,νόμος,noun,kai\,καί,conjunction,tou=,ὁ,article,dikai/ou,δίκαιος,adjective,mhde\n,μηδείς,pronoun,i)sxusa/tw,ἰσχύω,verb,a)ll',ἀλλά,adverb,u(ma=s,σύ,pronoun,au)tou\s,αὐτός,pronoun,brabeuta\s,βραβεύς,noun,a(pa/ntwn,ἅπας,adjective,katasth/sate,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tou=to,οὗτος,pronoun,ga\r,γάρ,particle,sulle/gesqe,συλλέγω,verb,i(/na,ἵνα,conjunction,toi=s,ὁ,article,me\n,μέν,particle,a)naisxuntou=si,ἀναισχυντέω,verb,mhde\n,μηδείς,pronoun,ple/on,πλέος,adjective,h)=|,εἰμί,verb,oi(,ὁ,article,de\,δέ,particle,a)dunatw/teroi,ἀδύνατος,adjective,tolmw=si,τολμάω,verb,peri\,περί,preposition,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,a)mfisbhtei=n,ἀμφισβητέω,verb,eu)=,εὖ,adverb,ei)do/tes,οἶδα,verb,o(/ti,ὅστις,pronoun,u(mei=s,σύ,pronoun,ou)deni\,οὐδείς,pronoun,a)/llw|,ἄλλος,adjective,to\n,ὁ,article,nou=n,νόος,adjective,prose/xete,προσέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/pantes,ἅπας,adjective,ou)=n,οὖν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,met',μετά,preposition,e)mou=,ἐγώ,pronoun,ge/nesqe,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e)a/n,ἐάν,conjunction,ti,τις,pronoun,a)/llo,ἄλλος,adjective,yhfi/shsqe,ψηφίζομαι,verb,*kle/wni,Κλέων,proper,peiqo/menoi,πείθω,verb,ske/yasqe,σκέπτομαι,verb,o(po/swn,ὁπόσος,adjective,ai)/tioi,αἴτιος,adjective,genh/sesqe,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,tou\s,ὁ,article,e)xqi/stous,ἔχθιστος,adjective,*)astufi/lou,Ἀστύφιλος,proper,e)pi/,ἐπί,preposition,te,τε,particle,ta\,ὁ,article,mnh/mata,μνῆμα,noun,i)e/nai,εἶμι,verb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ta\,ὁ,article,i(era\,ἱερά,noun,ltta\gt,,,e)kei/nou,ἐκεῖνος,pronoun,poih/sete,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,ta\s,ὁ,article,*eu)qukra/tous,,,e)piskh/yeis,ἐπίσκηψις,noun,tou=,ὁ,article,patro\s,πατήρ,noun,tou=,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,a)ku/rous,ἄκυρος,adjective,poih/sete,ποιέω,verb,a(\s,ὅς,pronoun,au)to\s,αὐτός,pronoun,pro/teron,πρότερος,adjective,a)pe/qanen,ἀποθνήσκω,verb,h)\,ἠέ,conjunction,parabh=nai,παράπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,teteleuthko/ta,τελευτάω,verb,*)astu/filon,Ἀστύφιλος,proper,paranoi/as,παράνοια,adjective,ai(rh/sete,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,tou=ton,οὗτος,pronoun,e)poih/sato,ποιέω,verb,u(o\n,υἱός,noun,ou(=,ἕ,pronoun,tw=|,ὁ,article,patri\,πατήρ,noun,polemiw/tatos,πολέμιος,adjective,h)=n,εἰμί,verb,pw=s,πῶς,adverb,ou),οὐ,adverb,do/cei,δοκέω,verb,toi=s,ὁ,article,a)kou/sasi,ἀκούω,verb,paranoei=n,παρανοέω,verb,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,farma/kwn,φάρμακον,noun,diefqa/rqai,διαφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,d',δέ,particle,e)me/,ἐγώ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,e)ktrafe/nta,ἐκτρέφω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,sumpaideuqe/nta,συμπαιδεύω,verb,*)astufi/lw|,Ἀστύφιλος,proper,kai\,καί,conjunction,a)delfo\n,ἀδελφός,adjective,o)/nta,εἰμί,verb,perio/yesqe,περιοράω,verb,u(po\,ὑπό,preposition,*kle/wnos,Κλέων,proper,a)posterhqe/nta,ἀποστερέω,verb,tw=n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ntibolw=,ἀντιβολέω,verb,u(ma=s,σύ,pronoun,kai\,καί,conjunction,i(keteu/w,ἱκετεύω,verb,e)k,ἐκ,preposition,panto\s,πᾶς,adjective,tro/pou,τρόπος,noun,yhfi/sasqai/,ψηφίζομαι,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,ma/lista,μάλιστα,adverb,*)astufi/lw|,Ἀστύφιλος,proper,te,τε,particle,xari/saisqe,χαρίζομαι,verb,ka)me\,ἐγώ,pronoun,ou)k,οὐ,adverb,a)\n,ἄν,particle,a)dikh/saite,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
