word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
ei),εἰ,conjunction,d',δέ,particle,e)/laqen,ἐλαύνω,verb,a)pwlw/lei,ἀπόλλυμι,verb,a)\n,ἄν,particle,a(/pasa,ἅπας,adjective,h(,ὁ,article,ou)si/a,οὐσία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,ka/lei,καλέω,verb,tou\s,ὁ,article,paragenome/nous,παραγίγνομαι,verb,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pri\n,πρίν,adverb,me\n,μέν,particle,toi/nun,τοίνυν,particle,tou/tous,οὗτος,pronoun,gnwri/sai,γνωρίζω,verb,th\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,kai\,καί,conjunction,met',μετά,preposition,e)kei/nhs,ἐκεῖνος,pronoun,e)pibouleu=sai,ἐπιβουλεύω,verb,*eu)kth/moni,ou(/tw,οὕτως,adverb,pollh\n,πολύς,adjective,ou)si/an,οὐσία,adjective,e)ke/kthto,κτάομαι,verb,*eu)kth/mwn,Εὐκτήμων,proper,meta\,μετά,preposition,tou=,ὁ,article,u(e/os,υἱός,noun,*filokth/monos,Φιλοκτήμων,proper,w(/ste,ὥστε,conjunction,a(/ma,ἅμα,adverb,ta/,τίς,pronoun,te,τε,particle,me/gista,μέγας,adverb,u(mi=n,σύ,pronoun,lh|tourgei=n,λειτουργέω,verb,a)mfote/rous,ἀμφότερος,adjective,tw=n,ὁ,article,te,τε,particle,a)rxai/wn,ἀρχαῖος,adjective,mhde\n,μηδείς,pronoun,praqh=nai,πιπράσκω,verb,tw=n,te,τε,particle,proso/dwn,πρόσοδος,noun,peripoiei=n,περιποιέω,verb,w(/ste,ὥστε,conjunction,a)ei/,ἀεί,adverb,Εὐκτήμων,proper,ὁ,article,ti,τις,pronoun,proskta=sqai,προσκτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,d',δέ,particle,e)teleu/thse,τελευτάω,verb,*filokth/mwn,Φιλοκτήμων,proper,ou(/tw,οὕτως,adverb,diete/qh,διατίθημι,verb,h(,ὁ,article,ou)si/a,οὐσία,adjective,w(/ste,ὥστε,conjunction,tw=n,ὁ,article,a)rxai/wn,ἀρχαῖος,adjective,mhde\,ta\,ὁ,article,h(mi/sea,ἥμισυς,adjective,ei)=nai,εἰμί,verb,loipa\,λοιπός,adjective,kai\,καί,conjunction,ta\s,ὁ,article,proso/dous,πρόσοδος,noun,a(pa/sas,ἅπας,adjective,h)fani/sqai,ἀφανίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μηδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)de\,οὐδέ,particle,tau=ta,οὗτος,pronoun,e)ch/rkesen,ἐξαρκέω,verb,au)toi=s,αὐτός,pronoun,diaforh=sai,διαφορέω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,a)ll',ἀλλά,adverb,e)peidh\,ἐπεί,conjunction,kai\,καί,conjunction,e)teleu/thsen,o(,ὁ,article,*eu)kth/mwn,Εὐκτήμων,proper,ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,h)=lqon,ἔρχομαι,verb,to/lmhs,τόλμα,noun,w(/st',ὥστε,conjunction,e)kei/nou,ἐκεῖνος,pronoun,keime/nou,κεῖμαι,verb,e)/ndon,ἔνδον,adverb,tou\s,ὁ,article,me\n,μέν,particle,oi)ke/tas,οἰκέτης,noun,e)fu/latton,φυλάσσω,verb,o(/pws,ὅπως,conjunction,mhdei\s,μηδείς,pronoun,e)caggei/leie,ἐξαγγέλλω,verb,mh/te,μήτε,particle,toi=n,ὁ,article,qugate/roin,θυγάτηρ,adjective,mh/te,μήτε,particle,th=|,ὁ,article,gunaiki\,au)tou=,αὐτός,pronoun,mh/te,μήτε,particle,tw=n,ὁ,article,oi)kei/wn,οἰκεῖος,adjective,mhdeni/,μηδείς,pronoun,τελευτάω,verb,γυνή,noun,ta\,ὁ,article,de\,δέ,particle,xrh/mata,χρῆμα,adjective,e)/ndoqen,ἔνδοθεν,adverb,e)ceforh/santo,ἐκφορέω,verb,meta\,μετά,preposition,th=s,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,ei)s,εἰς,preposition,th\n,ὁ,article,o(mo/toixon,ὁμότοιχος,adjective,oi)ki/an,οἰκία,noun,h(\n,ὅς,pronoun,w)/|kei,ὀίζω,verb,memisqwme/nos,μισθόω,verb,ei(=s,εἷς,adjective,tou/twn,οὗτος,pronoun,*)anti/dwros,Ἀντίδωρος,proper,e)kei=nos,ἐκεῖνος,pronoun
kai\,καί,conjunction,ou)d',οὐδέ,particle,e)peidh\,ἐπεί,conjunction,e(te/rwn,ἕτερος,adjective,puqo/menai,πύθω,verb,h)=lqon,ἔρχομαι,verb,ai(,ὁ,article,qugate/res,θυγάτηρ,adjective,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,h(,ὁ,article,gunh/,ou)de\,οὐδέ,particle,to/te,τότε,adverb,ei)/wn,ἀίω,verb,ei)sie/nai,εἴσειμι,verb,a)ll',ἀλλά,adverb,a)pe/kleisan,ἀποκλείω,verb,th=|,ὁ,article,qu/ra|,θύρα,noun,fa/skontes,φάσκω,verb,ou),οὐ,adverb,prosh/kein,προσήκω,verb,au)tai=s,αὐτός,pronoun,qa/ptein,θάπτω,verb,*eu)kth/mona,Εὐκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)d',οὐδέ,particle,ei)selqei=n,εἰσέρχομαι,verb,e)du/nanto,δύναμαι,verb,ei),εἰ,conjunction,mh\,μή,conjunction,mo/lis,μόλις,adverb,kai\,καί,conjunction,peri\,περί,preposition,h(li/ou,ἥλιος,noun,dusma/s,δυσμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)selqou=sai,εἰσέρχομαι,verb,de\,δέ,particle,kate/labon,καταλαμβάνω,verb,e)kei=non,ἐκεῖνος,pronoun,me\n,μέν,particle,e)/ndon,ἔνδον,adverb,e)/ndon,ἔνδον,adverb,kei/menon,κεῖμαι,verb,deuterai=on,δευτεραῖος,adjective,w(s,ὡς,conjunction,e)/fasan,φημί,verb,oi(,oi)ke/tai,οἰκέτης,noun,ta\,ὁ,article,d',δέ,particle,e)k,ἐκ,preposition,th=s,ὁ,article,oi)ki/as,οἰκία,noun,a(/panta,ἅπας,adjective,e)kpeforhme/na,ἐκφορέω,verb,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,gunai=kes,γυνή,noun,oi(=on,οἷος,adjective,ei)ko/s,ἔοικα,verb,peri\,περί,preposition,to\n,ὁ,article,teteleuthko/ta,τελευτάω,verb,h)=san,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de\,δέ,particle,toi=s,ὁ,article,a)kolouqh/sasi,ἀκολουθέω,verb,paraxrh=ma,παραχρῆμα,adverb,e)pedei/knusan,ἐπιδείκνυμι,verb,ta\,ὁ,article,e)/ndon,ἔνδον,adverb,w(s,ὡς,conjunction,ei)=xe,ἔχω,verb,kai\,καί,conjunction,tou\s,oi)ke/tas,οἰκέτης,noun,prw=ton,πρότερος,adjective,h)rw/twn,ἐρωτάω,verb,e)nanti/on,ἐναντίος,adjective,tou/twn,οὗτος,pronoun,o(/poi,ὅποι,adverb,tetramme/na,τρέπω,verb,ei)/h,ἀίω,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lego/ntwn,λέγω,verb,de\,δέ,particle,e)kei/nwn,ἐκεῖνος,pronoun,o(/ti,ὅστις,pronoun,ou(=toi,οὗτος,pronoun,e)cenhnoxo/tes,ἐκφέρω,verb,ei)=en,εἰμί,verb,ei)s,εἰς,preposition,th\n,ὁ,article,plhsi/on,πλησίος,adjective,oi)ki/an,οἰκία,noun,kai\,a)ciou/ntwn,ἀξιόω,verb,paraxrh=ma,παραχρῆμα,adverb,tw=nde,ὅδε,pronoun,fwra=n,φωράω,verb,kata\,κατά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,kai\,καί,conjunction,tou\s,ὁ,article,oi)ke/tas,οἰκέτης,noun,e)caitou/ntwn,ἐξαιτέω,verb,tou\s,ὁ,article,e)kforh/santas,ἐκφορέω,verb,ou)k,οὐ,adverb,h)qe/lhsan,ἐθέλω,verb,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,ou)de\n,οὐδείς,pronoun,poih=sai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/ti,ὅστις,pronoun,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,labe\,λαμβάνω,verb,tauti\,οὗτος,pronoun,kai\,καί,conjunction,a)na/gnwqi,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosau=ta,τοσοῦτος,adjective,me\n,μέν,particle,toi/nun,τοίνυν,particle,xrh/mata,χρῆμα,adjective,e)k,ἐκ,preposition,th=s,ὁ,article,oi)ki/as,οἰκία,noun,e)kforh/santes,ἐκφορέω,verb,tosau/ths,τοσοῦτος,adjective,d',δέ,particle,ou)si/as,οὐσία,adjective,peprame/nhs,th\n,ὁ,article,timh\n,τιμή,noun,e)/xontes,ἔχω,verb,e)/ti,ἔτι,adverb,de\,δέ,particle,ta\s,ὁ,article,proso/dous,πρόσοδος,noun,ta\s,ὁ,article,e)n,ἐν,preposition,e)kei/nw|,ἐκεῖνος,pronoun,tw=|,ὁ,article,xro/nw|,χρόνος,noun,genome/nas,γίγνομαι,verb,diaforh/santes,διαφορέω,verb,oi)/ontai,οἴομαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,loipw=n,λοιπός,adjective,ku/rioi,κύριος,adjective,genh/sesqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,πιπράσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,a)naidei/as,ἀναίδεια,adjective,h(/kousin,ἥκω,verb,w(/st',ὥστε,conjunction,eu)qudiki/a|,εὐθυδικία,noun,me\n,μέν,particle,ou)k,οὐ,adverb,e)to/lmhsan,τολμάω,verb,ei)selqei=n,εἰσέρχομαι,verb,a)lla\,diemartu/roun,διαμαρτυρέω,verb,w(s,ὡς,conjunction,u(pe\r,ὑπέρ,preposition,gnhsi/wn,γνήσιος,adjective,a(/ma,ἅμα,adverb,me\n,μέν,particle,ta\,ὁ,article,yeudh=,ψευδής,adverb,a(/ma,ἅμα,adverb,de\,δέ,particle,ta)nanti/a,ἐναντίος,adjective,oi(=s,ὅς,pronoun,au)toi\,αὐτός,pronoun,e)/pracan,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/tines,ὅστις,pronoun,pro\s,πρός,preposition,me\n,μέν,particle,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,a)pe/grayan,ἀπογράφω,verb,au)tou\s,αὐτός,pronoun,w(s,ὡς,conjunction,o)/ntas,εἰμί,verb,to\n,ὁ,article,me\n,μέν,particle,*filokth/monos,to\n,ὁ,article,d',δέ,particle,*)ergame/nous,ἐργάζομαι,verb,nu=n,νῦν,adverb,de\,δέ,particle,diamemarturh/kasin,διαμαρτυρέω,verb,*eu)kth/monos,Εὐκτήμων,proper,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Φιλοκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ou)d',οὐδέ,particle,ei),εἰ,conjunction,gnh/sioi,γνήσιος,adjective,h)=san,εἰμί,verb,ei)spoi/htoi,εἰσποίητος,adjective,de/,δέ,particle,w(s,ὡς,conjunction,ou(=toi,οὗτος,pronoun,e)/fasan,φημί,verb,ou)d',οὐδέ,particle,ou(/tw,prosh/kei,προσήκω,verb,au)tou\s,αὐτός,pronoun,*eu)kth/monos,Εὐκτήμων,proper,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,no/mos,νόμος,noun,ou)k,οὐ,adverb,e)a=|,ἀίω,verb,e)panie/nai,ἐπάνειμι,verb,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,u(o\n,υἱός,noun,katali/ph|,καταλιμπάνω,verb,gnh/sion,γνήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,kai\,καί,conjunction,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,au)toi\,αὐτός,pronoun,e)/pracan,πράσσω,verb,a)na/gkh,ἀνάγκη,noun,th\n,ὁ,article,marturi/an,μαρτυρία,noun,yeudh=,ψευδής,adverb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei),εἰ,conjunction,me\n,μέν,particle,to/te,τότε,adverb,diepra/canto,διαπράσσω,verb,misqwqh=nai,μισθόω,verb,tou\s,ὁ,article,oi)/kous,οἶκος,noun,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)/ti,ἔτι,adverb,h)=n,toi=sde,ὅδε,pronoun,a)mfisbhth=sai,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,a)poxeirotonhsa/ntwn,ἀποχειροτονέω,verb,tw=n,ὁ,article,dikastw=n,δικαστής,noun,w(s,ὡς,conjunction,ou)de\n,οὐδείς,pronoun,au)toi=s,αὐτός,pronoun,prosh=kon,προσήκω,verb,ou)de\,οὐδέ,particle,a)mfisbhth=sai,ἀμφισβητέω,verb,tetolmh/kasin,a)lla\,ἀλλά,adverb,pro\s,πρός,preposition,u(perbolh\n,ὑπερβολή,noun,a)naisxunti/as,ἀναισχυντία,noun,prosmemarturh/kasi,προσμαρτυρέω,verb,tou/tous,οὗτος,pronoun,ei)=nai,εἰμί,verb,klhrono/mous,κληρόνομος,noun,ou(\s,ὅς,pronoun,u(mei=s,σύ,pronoun,a)pexeirotonh/sate,ἀποχειροτονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τολμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,tou=,ὁ,article,ma/rturos,μάρτυρος,noun,au)tou=,αὐτός,pronoun,ske/yasqe,σκέπτομαι,verb,th\n,ὁ,article,to/lman,τόλμα,noun,kai\,καί,conjunction,a)nai/deian,ἀναίδεια,adjective,o(/stis,ei)/lhxe,λαγχάνω,verb,me\n,μέν,particle,au(tw=|,ἑαυτοῦ,pronoun,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,th=s,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,w(s,ὡς,conjunction,ou)/shs,εἰμί,verb,e)piklh/rou,ἐπίκληρος,adjective,kai\,καί,conjunction,au)tou=,αὐτός,pronoun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tou=,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,pe/mptou,πέμπτος,adjective,me/rous,μέρος,noun,w(s,ὡς,conjunction,e)pidi/kou,ἐπίδικος,adjective,o)/ntos,εἰμί,verb,memartu/rhke,μαρτυρέω,verb,d',*eu)kth/monos,Εὐκτήμων,proper,u(o\n,υἱός,noun,ei)=nai,εἰμί,verb,gnh/sion,γνήσιος,adjective,,,,ὅστις,pronoun,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,ou(=tos,οὗτος,pronoun,ou),οὐ,adverb,safw=s,σαφής,adverb,e)cele/gxei,ἐξελέγχω,verb,au)to\s,αὐτός,pronoun,au(to\n,ἑαυτοῦ,pronoun,ta\,ὁ,article,yeudh=,ψευδής,adverb,memarturhko/ta,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dh/pou,δήπου,particle,gnhsi/ou,γνήσιος,adjective,o)/ntos,εἰμί,verb,u(e/os,υἱός,noun,*eu)kth/moni,Εὐκτήμων,proper,e)pi/klhros,ἐπίκληρος,adjective,a)\n,ἄν,particle,h)=n,εἰμί,verb,h(,ὁ,article,quga/thr,au)tou=,αὐτός,pronoun,ou)de\,οὐδέ,particle,o(,ὁ,article,klh=ros,κλῆρος,adjective,e)pi/dikos,ἐπίδικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θυγάτηρ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,toi/nun,τοίνυν,particle,e)/laxe,λαγχάνω,verb,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,lh/ceis,λήγω,verb,a)nagnw/setai,ἀναγιγνώσκω,verb,u(mi=n,σύ,pronoun,ta\s,ὁ,article,marturi/as,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)nanti/on,ἐναντίον,adverb,toi/nun,τοίνυν,particle,sumbe/bhken,συμβαίνω,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,o(,ὁ,article,no/mos,νόμος,noun,ge/graptai,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=,ἐκεῖ,adverb,me\n,μέν,particle,ga\r,γάρ,particle,e)sti,εἰμί,verb,no/qw|,νόθος,adjective,mhde\,μηδέ,particle,no/qh|,νόθος,adjective,ltmh\gt,,,ei)=nai,εἰμί,verb,a)gxistei/an,ἀγχιστεία,noun,mh/q',μήτε,particle,i(erw=n,mh/q',μήτε,particle,o(si/wn,ὅσιος,adjective,a)p',ἀπό,preposition,*eu)klei/dou,Εὐκλείδης,proper,a)/rxontos,ἄρχω,verb,*)androklh=s,Ἀνδροκλέης,proper,de\,δέ,particle,kai\,καί,conjunction,*)anti/dwros,Ἀντίδωρος,proper,oi)/ontai,οἴομαι,verb,dei=n,δέω,verb,a)felo/menoi,ἀφαιρέω,verb,ta\s,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,qugate/ras,θυγάτηρ,adjective,ta\s,ὁ,article,gnhsi/as,γνήσιος,adjective,kai\,καί,conjunction,tou\s,ὁ,article,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,gegono/tas,γίγνομαι,verb,to/n,te,τε,particle,*eu)kth/monos,Εὐκτήμων,proper,oi)=kon,οἶκος,noun,kai\,καί,conjunction,to\n,ὁ,article,ἱερά,noun,ὁ,article,*filokth/monos,Φιλοκτήμων,proper,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
