word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
pro\s,πρός,preposition,ou(\s,ὅς,pronoun,e)gw\,ἐγώ,pronoun,toiau=t',τοιοῦτος,adjective,a)pekrina/mhn,ἀποκρίνω,verb,o(/ti,ὅστις,pronoun,polu\,πολύς,adjective,a)\n,ἄν,particle,qa=tton,θάσσων,adjective,e(loi/mhn,αἱρέω,verb,a)poqanei=n,ἀποθνήσκω,verb,h)\,'kei=non,ἐκεῖνος,pronoun,periidei=n,περεῖδον,verb,di',διά,preposition,e)/ndeian,ἔνδεια,noun,tou=,ὁ,article,qerapeu/sontos,θεραπεύω,verb,pro\,πρό,preposition,moi/ras,μοῖρα,adjective,teleuth/santa,τελευτάω,verb,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,toiou/tw|,τοιοῦτος,adjective,moi,ἐγώ,pronoun,gegenhme/nw|,γίγνομαι,verb,teto/lmhken,τολμάω,verb,a)mfisbhtei=n,ἀμφισβητέω,verb,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,h(,ὁ,article,mhd',μηδέ,particle,e)piske/yasqai,ἐπισκέπτομαι,verb,pw/pot',au)to\n,αὐτός,pronoun,a)ciw/sasa,ἀξιόω,verb,tosou=ton,τοσοῦτος,adjective,me\n,μέν,particle,xro/non,χρόνος,noun,a)sqenh/santa,ἀσθενέω,verb,punqanome/nh,πυνθάνομαι,verb,de\,δέ,particle,kaq',κατά,preposition,e(ka/sthn,ἕκαστος,adjective,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,πώποτε,adverb,w(s,ὡς,conjunction,die/keito,διάκειμαι,verb,r(a|di/as,ῥᾴδιος,adjective,d',δέ,particle,ou)/shs,εἰμί,verb,au)th=|,αὐτός,pronoun,th=s,ὁ,article,porei/as,πορεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,nu=n,νῦν,adverb,au)to\n,αὐτός,pronoun,a)delfi/zein,ἀδελφίζω,verb,e)pixeirh/sousin,ἐπιχειρέω,verb,w(/sper,ὥσπερ,adverb,ou)x,οὐ,adverb,o(/sw|,ὅσος,adjective,per,πέρ,particle,a)\n,ἄν,particle,oi)keio/teron,οἰκεῖος,adjective,prosei/pwsi,to\n,ὁ,article,teqnew=ta,θνήσκω,verb,tosou/tw|,τοσοῦτος,adjective,do/cousan,δοκέω,verb,au)th\n,αὐτός,pronoun,mei/zw,μέγας,adverb,kai\,καί,conjunction,deino/ter',δεινός,adjective,e)camartei=n,ἐξαμαρτάνω,verb,,,,,,,,,,προσεῖπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/tis,ὅστις,pronoun,ou)d',οὐδέ,particle,e)peidh\,ἐπεί,conjunction,teleuta=n,τελευτάω,verb,h)/melle,μέλλω,verb,to\n,ὁ,article,bi/on,βίος,adjective,o(rw=sa,ὁράω,verb,tou\s,ὁ,article,poli/tas,πολίτης,noun,tou\s,ὁ,article,h(mete/rous,o(/soi,ὅσος,adjective,per,πέρ,particle,h)=san,εἰμί,verb,e)n,ἐν,preposition,*troizh=ni,Τροιζήν,proper,diaple/ontas,διαπλέω,verb,ei)s,εἰς,preposition,*ai)/ginan,Αἴγινα,proper,i(/n',ἵνα,conjunction,au)to\n,αὐτός,pronoun,sugkataqa/yeian,συγκαταθάπτω,verb,ou)d',οὐδέ,particle,ἡμέτερος,adjective,ei)s,εἰς,preposition,tou=ton,οὗτος,pronoun,to\n,ὁ,article,kairo\n,καιρός,noun,a)ph/nthsen,ἀπαντάω,verb,a)ll',ἀλλά,adverb,ou(/tws,οὕτως,adverb,w)mw=s,ὠμός,adjective,kai\,καί,conjunction,sxetli/ws,σχέτλιος,adjective,ei)=xen,ἔχω,verb,w(/st',ὥστε,conjunction,e)pi\,ἐπί,preposition,me\n,μέν,particle,to\,ὁ,article,kh=dos,κῆδος,noun,ou)k,οὐ,adverb,h)ci/wsen,ἀξιόω,verb,a)fike/sqai,ἀφικνέομαι,verb,tw=n,ὁ,article,de\,δέ,particle,kataleifqe/ntwn,καταλιμπάνω,verb,ou)de\,οὐδέ,particle,de/x',δέκα,verb,h(me/ras,ἡμέρα,noun,dialipou=s',διαλείπω,verb,h)=lqen,ἔρχομαι,verb,a)mfisbhtou=sa,ἀμφισβητέω,verb,w(/sper,ὥσπερ,adverb,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)kei/nou,ἐκεῖνος,pronoun,suggenh\s,συγγενής,adverb,ou)=sa,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei),εἰ,conjunction,me\n,μέν,particle,o(mologh/sei,ὁμολογέω,verb,tosau/thn,τοσοῦτος,adjective,e)/xqran,ἔχθρα,noun,u(pa/rxein,ὑπάρχω,verb,au(th=|,ἑαυτοῦ,pronoun,pro\s,πρός,preposition,e)kei=non,ἐκεῖνος,pronoun,w(/st',ὥστε,conjunction,ei)ko/tws,tau=ta,οὗτος,pronoun,poiei=n,ποιέω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,kakw=s,κακός,adjective,ei)/h,ἀίω,verb,bebouleume/nos,βουλεύω,verb,ei),εἰ,conjunction,toi=s,ὁ,article,fi/lois,φίλος,adjective,h)boulh/qh,ἀβουλέω,verb,ma=llon,μᾶλλον,adverb,ἐοικότως,adverb,h)\,ἠέ,conjunction,tau/th|,ταύτῃ,adverb,th\n,ὁ,article,ou)si/an,οὐσία,adjective,katalipei=n,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mhdemia=s,μηδείς,pronoun,diafora=s,διαφορά,noun,ou)/shs,εἰμί,verb,ou(/tws,οὕτως,adverb,a)melh\s,ἀμελής,adjective,kai\,καί,conjunction,kakh\,κακός,adjective,peri\,περί,preposition,au)to\n,αὐτός,pronoun,e)ge/neto,polu\,πολύς,adjective,a)\n,ἄν,particle,dh/pou,δήπου,particle,dikaio/teron,δίκαιος,adjective,sterhqei/h,στερέω,verb,tw=n,ὁ,article,au(th=s,ἑαυτοῦ,pronoun,h)\,ἠέ,conjunction,tw=n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,klhrono/mos,κληρονόμος,noun,gi/gnoito,γίγνομαι,verb,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqumei=sqe,ἐνθυμέομαι,verb,d',δέ,particle,o(/ti,ὅστις,pronoun,to\,ὁ,article,me\n,μέν,particle,tau/ths,οὗτος,pronoun,me/ros,μέρος,noun,ou)/t',οὔτε,adverb,e)n,ἐν,preposition,th=|,ὁ,article,no/sw|,νόσος,noun,qerapei/as,e)/tuxen,τυγχάνω,verb,ou)/t',οὔτε,adverb,a)poqanw\n,ἀποθνήσκω,verb,tw=n,ὁ,article,nomizome/nwn,νομίζω,verb,h)ciw/qh,ἀξιόω,verb,di',διά,preposition,e)me\,ἐγώ,pronoun,d',δέ,particle,a)mfo/tera,ἀμφότερος,adjective,tau=t',οὗτος,pronoun,au)tw=|,αὐτός,pronoun,θεραπεία,noun,gege/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,di/kaio/n,δίκαιος,adjective,e)stin,εἰμί,verb,u(ma=s,σύ,pronoun,th\n,ὁ,article,yh=fon,ψῆφος,noun,fe/rein,φέρω,verb,ou)k,οὐ,adverb,ei)/,εἰ,conjunction,tines,τις,pronoun,ge/nei,γένος,noun,me/n,fasi,φημί,verb,prosh/kein,προσήκω,verb,e)n,ἐν,preposition,de\,δέ,particle,toi=s,ὁ,article,e)/rgois,ἔργον,noun,o(/moioi,ὅμοιος,adjective,toi=s,ὁ,article,e)xqroi=s,ἐχθρός,adjective,gego/nasin,γίγνομαι,verb,a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,μέν,particle,ma=llon,μᾶλλον,adverb,o(/soi,ὅσος,adjective,mhde\n,μηδείς,pronoun,o)/noma,ὄνομα,adjective,suggenei/as,συγγένεια,noun,e)/xontes,ἔχω,verb,oi)keiote/rous,οἰκεῖος,adjective,sfa=s,σφεῖς,pronoun,au)tou\s,αὐτός,pronoun,e)n,ἐν,preposition,tai=s,ὁ,article,sumforai=s,συμφορά,noun,tw=n,ὁ,article,a)nagkai/wn,ἀναγκαῖον,noun,pare/sxon,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gousi,λέγω,verb,d',δέ,particle,w(s,ὡς,conjunction,ta\s,ὁ,article,me\n,μέν,particle,diaqh/kas,διαθήκη,noun,ou)k,οὐ,adverb,a)pistou=si,ἀπιστέω,verb,*qrasu/loxon,,,katalipei=n,καταλιμπάνω,verb,ou),οὐ,adverb,me/ntoi,kalw=s,καλός,noun,ou)d',οὐδέ,particle,o)rqw=s,ὀρθός,adjective,fasi\n,φημί,verb,au)ta\s,αὐτός,pronoun,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,μέντοι,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*ai)ginh=tai,Αἰγινήτης,proper,pw=s,πῶς,adverb,a)/n,ἄν,particle,tis,τις,pronoun,a)/meinon,ἀμείνων,adjective,h)\,ἠέ,conjunction,ma=llon,μᾶλλον,adverb,sumfero/ntws,συμφερόντως,adverb,peri\,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pragma/twn,πρᾶγμα,noun,e)bouleu/sato,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,ou)/t',οὔτε,adverb,e)/rhmon,ἐρῆμος,adjective,to\n,ὁ,article,oi)=kon,οἶκος,noun,kate/lipe,καταλιμπάνω,verb,toi=s,ὁ,article,te,τε,particle,fi/lois,φίλος,adjective,xa/rin,χάρις,noun,a)pe/dwken,ἀποδίδωμι,verb,e)/ti,de\,δέ,particle,th\n,ὁ,article,mhte/ra,μήτηρ,noun,kai\,καί,conjunction,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,ou),οὐ,adverb,mo/non,μόνος,adjective,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,kuri/as,κύριος,adjective,a)lla\,ἀλλά,adverb,ἔτι,adverb,kai\,καί,conjunction,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,kate/sthse,καθίστημι,verb,th\n,ὁ,article,me\n,μέν,particle,e)moi\,ἐγώ,pronoun,sunoiki/sas,συνοικίζω,verb,th=|,ὁ,article,d',δέ,particle,ui(o/n,υἱός,noun,m',ἐγώ,pronoun,ei)spoih/sas,εἰσποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,a)\n,ἄν,particle,e)kei/nws,ἐκεῖνος,pronoun,a)/meinon,ἀμείνων,adjective,e)/pracen,πράσσω,verb,ei),εἰ,conjunction,mh/te,μήτε,particle,th=s,ὁ,article,mhtro\s,μήτηρ,noun,to\n,ὁ,article,e)pimelhso/menon,ἐπιμελέομαι,verb,kate/sthse,mh/t',μήτε,particle,e)mou=,ἐγώ,pronoun,mhdemi/an,μηδείς,pronoun,mnei/an,μνεία,noun,e)poih/sato,ποιέω,verb,th\n,ὁ,article,d',δέ,particle,a)delfh\n,ἀδελφή,noun,e)pi\,ἐπί,preposition,th=|,ὁ,article,tu/xh|,τύχη,noun,kate/lipe,καταλιμπάνω,verb,καθίστημι,verb,kai\,καί,conjunction,to\n,ὁ,article,oi)=kon,οἶκος,noun,a)nw/numon,ἀνώνυμος,adjective,to\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,periei=de,περεῖδον,verb,geno/menon,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,i)/sws,ἴσως,adverb,a)na/cios,ἄναξις,noun,h)=n,εἰμί,verb,ui(o\s,υἱός,noun,ei)spoihqh=nai,εἰσποιέω,verb,*qrasulo/xw|,,,kai\,καί,conjunction,labei=n,λαμβάνω,verb,au)tou=,αὐτός,pronoun,th\n,a)delfh/n,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,pa/ntes,πᾶς,adjective,a)\n,ἄν,particle,marturh/seian,μαρτυρέω,verb,*si/fnioi,Σίφνιος,proper,tou\s,ὁ,article,progo/nous,πρόγονος,adjective,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,kai\,καί,conjunction,ge/nei,γένος,noun,kai\,plou/tw|,πλοῦτος,noun,kai\,καί,conjunction,do/ch|,δόξα,noun,kai\,καί,conjunction,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,a(/pasi,ἅπας,adjective,prw/tous,πρότερος,adjective,ei)=nai,εἰμί,verb,tw=n,ὁ,article,politw=n,πολίτης,noun,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
