word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/18/lemma/@_entry,word/18/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS,word/72/@_form,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS
e)/stw,εἰμί,verb,de\,δέ,particle,a)kroxli/aron,e(fqo\n,ἑφθός,adjective,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,kai\,καί,conjunction,e)lai/w|,ἔλαιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,ἀκροχλίαρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tekmai/resqai,τεκμαίρομαι,verb,de\,δέ,particle,e)k,tw=n,ὁ,article,ou)/rwn,οὖρον,noun,to\,ὁ,article,me/llon,μέλλω,verb,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,ga\r,paxu/tera,παχύς,adjective,kai\,καί,conjunction,w)xro/tera,ὠχρός,adjective,h)=|,εἰμί,verb,belti/w,βελτίων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,lepto/tera,kai\,καί,conjunction,mela/ntera,μελάντερος,adjective,ponhro/tera,πονηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λεπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,metabola\s,e)/xh|,ἔχω,verb,xro/non,χρόνος,noun,te,τε,particle,shmai/nei,σημαίνω,verb,kai\,καί,conjunction,a)na/gkh,ἀνάγκη,noun,tw=|,ὁ,article,nose/onti,νοσέω,verb,metaba/llein,μεταβάλλω,verb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ta\,ὁ,article,xei/rw,χείρων,adverb,μεταβολή,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ta\,belti/w,βελτίων,adverb,ὁ,article,th\n,ὁ,article,a)nwmali/hn,ἀνωμαλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,a)katasta/nous,tw=n,ὁ,article,puretw=n,πυρετός,noun,e)a=|n,ἀίω,verb,me/xris,μέχρι,preposition,a)\n,ἄν,particle,stw=sin,ἵστημι,verb,o(ko/tan,,,de\,δέ,particle,stw=sin,ἵστημι,verb,a)panth=sai,ἀπαντάω,verb,diai/th|,δίαιτα,noun,kai\,καί,conjunction,qerapei/h|,θεραπεία,noun,,,th=|,ὁ,article,proshkou/sh|,προσήκω,verb,kata\,fu/sin,φύσις,noun,κατά,preposition,qewre/wn,θεωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,de\,δέ,particle,o)/yies,pollai\,πολύς,adjective,tw=n,ὁ,article,kamno/ntwn,κάμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὄψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,prosekte/on,προσεκτέος,adjective,tw=|,i)wme/nw|,ἰάομαι,verb,o(/kws,ὅπως,conjunction,mh\,μή,conjunction,dialh/setai,διαλανθάνω,verb,tw=n,ὁ,article,profasi/wn,πρόφασις,noun,mh/te,μήτε,particle,tw=n,ὁ,article,kata\,κατά,preposition,logismo\n,λογισμός,noun,mh/te,μήτε,particle,o(ko/sa,ὁπόσος,adjective,e)s,εἰς,preposition,ὁ,article,a)riqmo\n,ἀριθμός,adjective,a)/rtion,ἄρτιος,adjective,h)\,perisso\n,περισσός,adjective,ἠέ,conjunction,dei=,δέομαι,verb,fanh=nai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,me\n,μέν,particle,ou)=n,dei=,δέομαι,verb,to\n,ὁ,article,perisso\n,περισσός,adjective,a)riqmo\n,ἀριθμός,adjective,eu)labe/esqai,εὐλαβέομαι,verb,w(s,ὡς,conjunction,au(=tai,οὗτος,pronoun,ai(,ὁ,article,h(me/rai,ἡμέρα,noun,e(teror)*rope/as,,,poie/ousi,ποιέω,verb,tou\s,ὁ,article,ka/mnontas,κάμνω,verb,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fula/ssesqai,φυλάσσω,verb,ou)=n,οὖν,particle,dei=,th\n,ὁ,article,prw/thn,πρότερος,adjective,h(me/rhn,ἡμέρα,noun,h(=|,ὅς,pronoun,h)=rktai,ἄρχω,verb,a)sqene/ein,ἀσθενέω,verb,o(,ὁ,article,ka/mnwn,κάμνω,verb,i)do/nta,εἶδον,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,e)c,ἐκ,preposition,o(/tou,ὅστις,pronoun,δέομαι,verb,kai\,καί,conjunction,dio/ti,διότι,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ge/etai,ἡγέομαι,verb,ga\r,γάρ,particle,tou=to,prw=ton,πρότερος,adjective,ei)dh=sai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,de\,δέ,particle,e)/rh|,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,diaske/yh|,διασκέπτομαι,verb,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,prw=ton,πρότερος,adjective,me\n,μέν,particle,kefalh\n,κεφαλή,noun,o(/kws,ὅπως,conjunction,e)/xei,ἔχω,verb,ei),εἰ,conjunction,a)na/lghtos,ἀνάλγητος,adjective,kai\,καί,conjunction,ἔρομαι,verb,mh\,μή,conjunction,ba/ros,βάρος,noun,e)/xei,e)n,ἐν,preposition,ἔχω,verb,e(wuth=|,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,u(poxo/ndria,ὑποχόνδριος,adjective,kai\,pleura\,πλευρά,noun,ei),εἰ,conjunction,a)na/lghta,ἀνάλγητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(poxo/ndrion,ὑποχόνδριος,adjective,me\n,μέν,particle,ga\r,ei),εἰ,conjunction,e)pi/pono/n,ἐπίπονος,adjective,e)stin,εἰμί,verb,h)\,ἠέ,conjunction,e)phrme/non,ἐπαίρω,verb,h)\,ἠέ,conjunction,e)/xei,ἔχω,verb,tina\,τις,pronoun,skolio/thta,σκολιότης,noun,h)\,ἠέ,conjunction,ko/ron,κόρος,noun,h)\,ἠέ,conjunction,pleurou=,πλευρόν,noun,γάρ,particle,a)lghdw\n,ἀλγηδών,noun,e)nei/h,ἐνίημι,verb,kai\,a(/ma,ἅμα,adverb,καί,conjunction,tw=|,ὁ,article,a)lgh/mati,ἄλγημα,noun,h)\,ἠέ,conjunction,bhxi/on,,,h)\,ἠέ,conjunction,stro/fos,στρόφος,noun,h)\,ἠέ,conjunction,po/nos,πόνος,noun,koili/hs,κοιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de/,δέ,particle,ti,tou/te/wn,,,parh=|,πάρειμι,verb,e)n,ἐν,preposition,u(poxondri/w|,ὑποχόνδριος,adjective,me\n,μέν,particle,ma/lista,μάλιστα,adverb,lu/ein,λύω,verb,th\n,ὁ,article,koili/hn,κοιλία,noun,klusmoi=sin,κλυσμός,noun,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pine/tw,πίνω,verb,de\,δέ,particle,meli/krhton,qermo\n,θερμός,adjective,a)fhyhme/non,ἀφεψάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μελίκρητον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katamanqa/nein,καταμανθάνω,verb,de\,δέ,particle,kai\,e)n,ἐν,preposition,th=|sin,ὁ,article,e)canasta/sesin,ἐξανάστασις,noun,ei),εἰ,conjunction,leipoqume/ei,,,kai\,καί,conjunction,ei),εἰ,conjunction,tou=,ὁ,article,pneu/matos,πνεῦμα,noun,eu)fori/h,εὐφορία,noun,au)to\n,αὐτός,pronoun,e)/xei,ἔχω,verb,i)dei=n,εἶδον,verb,καί,conjunction,te,τε,particle,th\n,ὁ,article,diaxw/rhsin,mh/,μή,conjunction,διαχώρησις,noun,ti,τις,pronoun,me/lan,μέλας,adjective,diexw/rhsen,διαχωρέω,verb,i)sxurw=s,ἰσχυρός,adjective,xrw=ma,χρῶμα,noun,kai\,καί,conjunction,ei),εἰ,conjunction,kaqaro\n,καθαρός,adjective,o(koi=a,ὁποῖος,adjective,u(giai/nontos,ὑγιαίνω,verb,a)\n,ἄν,particle,ei)/h,ἀίω,verb,diaxwrh/mata,διαχώρημα,noun,kai\,καί,conjunction,o(,ὁ,article,pureto\s,πυρετός,noun,e)s,εἰς,preposition,th\n,ὁ,article,tri/thn,τρίτος,adjective,e)piparocuno/menos,ἐπιπαροξύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katidw\n,κατεῖδον,verb,de\,δέ,particle,eu)=,ma/la,μάλα,adverb,tou\s,ὁ,article,toiou/sde,τοιόσδε,adjective,e)n,ἐν,preposition,tau/th|si,οὗτος,pronoun,th=|si,ὁ,article,nou/soisi,νόσος,noun,tritai/ous,τριταῖος,adjective,pro\s,πρός,preposition,taa/thn,,,h)/dh,ἤδη,adverb,kai\,καί,conjunction,ta\,ὁ,article,εὖ,adverb,a)/lla,ἄλλος,adjective,sunorh=|n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,h(,teta/rth,τέταρτος,adjective,th=|,ὁ,article,tri/th|,τρίτος,adjective,h(me/rh|,ἡμέρα,noun,o(/moion,ὅμοιος,adjective,e)/xh|,ἔχω,verb,ti,τις,pronoun,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,toute/wn,οὗτος,pronoun,kindunw/dhs,κινδυνώδης,adverb,o(,ὁ,article,nwn,,,ὁ,article,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,shmei=a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,me/laina,diaxw/rhsis,διαχώρησις,noun,qa/naton,θάνατος,adjective,shmai/nei,σημαίνω,verb,h(,ὁ,article,de\,δέ,particle,o(moi/h,ὅμοιος,adjective,tw=|,ὁ,article,u(giai/nonti,ὑγιαίνω,verb,o(ko/tan,,,pa/sas,πᾶς,adjective,ta\s,ὁ,article,h(me/ras,ἡμέρα,noun,fai/nhtai,φαίνω,verb,μέλας,adjective,swth/rion,σωτήριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,de\,δέ,particle,mh\,u(pakou/h|,ὑπακούω,verb,th=|,ὁ,article,bala/nw|,βάλανος,adjective,e)nh=|,ἐνίημι,verb,de\,δέ,particle,tou=,ὁ,article,pneu/matos,πνεῦμα,noun,eu)fori/h,εὐφορία,noun,dianasta\s,διανίσταμαι,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,qro/non,θρόνον,noun,h)\,ἠέ,conjunction,μή,conjunction,au)tou=,αὐτός,pronoun,e)n,ἐν,preposition,th=|,kli/nh|,κλίνη,noun,ὁ,article,h)\n,ἐάν,conjunction,a)yuxi/h,ἀψυχία,noun,e)gge/nhtai,ἐγγίγνομαι,verb,tau=ta,οὗτος,pronoun,o(ko/tan,,,prosh=|,πρόσειμι,verb,tw=|,ὁ,article,ka/mnonti,κάμνω,verb,h)\,ἠέ,conjunction,th=|,ὁ,article,kamnou/sh|,κάμνω,verb,kat',κατά,preposition,a)rxa\s,ἀρχή,noun,parafrosu/nhn,παραφροσύνη,noun,oi)/ou,οἶος,adjective,e)some/nhn,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prose/xein,προσέχω,verb,de\,δέ,particle,xrh\,kai\,καί,conjunction,th=|si,ὁ,article,xersi/n,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,tromerai\,e)/wsi,εἰμί,verb,prosde/xou,προσδέχομαι,verb,tw=|,ὁ,article,toiw=|de,τοιόσδε,adjective,a)po/stacin,ἀπόσταξις,noun,ai(/matos,αἷμα,noun,e)k,ἐκ,preposition,*rinw=n,,,e)some/nhn,εἰμί,verb,,,,,,,,,,,,,τρομερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
