word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS
ma/ntews,μάντις,noun,de/,δέ,particle,tinos,τις,pronoun,au)tw=|,αὐτός,pronoun,fra/santos,φράζω,verb,o(/ti,ὅστις,pronoun,tou=,ὁ,article,kaqiereu/santos,καθιερεύω,verb,*)arte/midi,Ἄρτεμις,proper,th\n,ὁ,article,bou=n,βοῦς,noun,e)kei/nhn,ἐκεῖνος,pronoun,e)n,ἐν,preposition,*)abenti/nw|,,,pe/prwtai,πόρω,verb,megi/sthn,μέγας,adverb,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,basileu=sai,βασιλεύω,verb,th=s,ὁ,article,*)itali/as,Ἰταλία,proper,a(pa/shs,ἅπας,adjective,th\n,ὁ,article,po/lin,πόλις,adjective,e)lqei=n,ἔρχομαι,verb,me\n,μέν,particle,ei)s,εἰς,preposition,*(rw/mhn,,,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,w(s,ὡς,conjunction,qu/sonta,θύω,verb,th\n,ὁ,article,bou=n,βοῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)ke/tou,οἰκέτης,noun,de\,δέ,particle,kru/fa,κρύφα,adverb,tw=|,ὁ,article,basilei=,βασιλεύς,noun,*seroui/w|,Σερούϊος,proper,to\,ὁ,article,ma/nteuma,μάντευμα,noun,fra/santos,φράζω,verb,e)kei/nou,ἐκεῖνος,pronoun,de\,δέ,particle,*kornhli/w|,Κορνήλιος,proper,tw=|,ὁ,article,i(erei=,ἱερεύς,adjective,prosta/cai,προσστάζω,verb,to\n,ὁ,article,*kornh/lion,Κορνήλιος,proper,tw=|,ὁ,article,*)/antrwni,,,lou/sasqai,λούω,verb,pro\,πρό,preposition,th=s,ὁ,article,qusi/as,θυσία,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,*qu/mbrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nenomi/sqai,νομίζω,verb,ga\r,γάρ,particle,ou(/tw,οὕτως,adverb,tou\s,ὁ,article,kallierou=ntas,καλλιερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=non,ἐκεῖνος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,a)pelqo/nta,ἀπέρχομαι,verb,lou/esqai,λούω,verb,to\n,ὁ,article,de\,δέ,particle,*serou/ion,Σερούϊος,proper,fqa/santa,φθάνω,verb,qu=sai,θύω,verb,th=|,ὁ,article,qew=|,θεός,noun,th\n,ὁ,article,bou=n,βοῦς,noun,kai\,καί,conjunction,tw=|,ὁ,article,i(erw=|,ἱερόν,noun,ta\,ὁ,article,ke/rata,κέρας,noun,prospattaleu=sai,προσπασσαλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,kai\,καί,conjunction,o(,ὁ,article,*)io/bas,Ἰόβης,proper,i(sto/rhke,ἱστορέω,verb,kai\,καί,conjunction,*ba/rrwn,,,plh\n,πλήν,preposition,o(/ti,ὅστις,pronoun,tou)/noma,ὄνομα,adjective,tou=,ὁ,article,*)/antrwnos,,,*ba/rrwn,,,ou),οὐ,adverb,ge/grafen,γράφω,verb,ou)d',οὐδέ,particle,u(po\,ὑπό,preposition,*kornhli/ou,Κορνήλιος,proper,fhsi\,φημί,verb,tou=,ὁ,article,i(ere/ws,ἱερεύς,adjective,a)ll',ἀλλά,adverb,u(po\,ὑπό,preposition,tou=,ὁ,article,newko/rou,νεώκορος,noun,parakrousqh=nai,παρακρούω,verb,to\n,ὁ,article,*sabi=non,Σαβῖνος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tou\s,ὁ,article,teqna/nai,θνήσκω,verb,fhmisqe/ntas,φημίζω,verb,e)pi\,ἐπί,preposition,ce/nhs,ξένος,noun,yeudw=s,ψευδής,adverb,ka)\n,κἀν,conjunction,e)pane/lqwsin,ἐπανέρχομαι,verb,ou),οὐ,adverb,de/xontai,δέχομαι,verb,kata\,κατά,preposition,qu/ras,θύρα,noun,a)lla\,ἀλλά,adverb,tw=|,ὁ,article,kera/mw|,κέραμος,noun,prosbai/nontes,προσβαίνω,verb,ei)/sw,εἴσω,adverb,kaqia=sin,καθίημι,verb,au)tou/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,*ba/rrwn,,,ai)ti/an,αἰτία,noun,muqikh\n,μυθικός,adjective,o(/lws,ὅλος,adjective,a)podi/dwsi,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhsi\,φημί,verb,ga/r,γάρ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,*sikeli/an,Σικελία,proper,pole/mw|,πόλεμος,noun,naumaxi/as,ναυμαχία,noun,mega/lhs,μέγας,adverb,genome/nhs,γίγνομαι,verb,kai\,καί,conjunction,kata\,κατά,preposition,pollw=n,πολύς,adjective,fh/mhs,φήμη,noun,ou)k,οὐ,adverb,a)lhqou=s,ἀληθής,adjective,w(s,ὡς,conjunction,a)polwlo/twn,ἀπόλλυμι,verb,r(uei/shs,ῥέω,verb,e)panelqo/ntas,ἐπανέρχομαι,verb,au)tou\s,αὐτός,pronoun,o)li/gw|,ὀλίγος,adjective,xro/nw|,χρόνος,noun,pa/ntas,πᾶς,adjective,teleuth=sai,τελευτάω,verb,e(ni\,εἷς,adjective,d',δέ,particle,ei)sio/nti,εἴσειμι,verb,ta\s,ὁ,article,qu/ras,θύρα,noun,a)panth=sai,ἀπαντάω,verb,kleiome/nas,κλέω,verb,a)p',ἀπό,preposition,au)toma/tou,αὐτόματος,adjective,kai\,καί,conjunction,mh\,μή,conjunction,xala=n,χαλάω,verb,e)pixeirou=ntos,ἐπιχειρέω,verb,a)noi/gein,ἀνοίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,a)/nqrwpon,ἄνθρωπος,noun,au)tou=,αὐτός,pronoun,katadarqo/nta,καταδαρθάνω,verb,pro\,πρό,preposition,tw=n,ὁ,article,qurw=n,θύρα,noun,i)dei=n,εἶδον,verb,kata\,κατά,preposition,tou\s,ὁ,article,u(/pnous,ὕπνος,noun,o)/yin,ὄψις,noun,u(fhgoume/nhn,ὑφηγέομαι,verb,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,u(pe\r,ὑπέρ,preposition,to\,ὁ,article,te/gos,τέγος,noun,ei)s,εἰς,preposition,th\n,ὁ,article,oi)ki/an,οἰκία,noun,kaqi/mhsin,καθιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poih/santa,ποιέω,verb,d',δέ,particle,ou(/tws,οὕτως,adverb,eu)tuxh=,εὐτυχής,adjective,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,ghraio/n,γηραιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou/tou,οὗτος,pronoun,to\,ὁ,article,e)/qos,ἔθος,noun,katasth=nai,καθίστημι,verb,toi=s,ὁ,article,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ra,ὁράω,verb,de\,δέ,particle,mh\,μή,conjunction,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,tro/pon,τρόπος,noun,tina\,τις,pronoun,toi=s,ὁ,article,*(ellhnikoi=s,Ἑλληνικός,adjective,e)/oiken,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)no/mizon,νομίζω,verb,a(gnou\s,ἁγνός,adjective,ou)de\,οὐδέ,particle,katemei/gnusan,καταμίγνυμι,verb,e(autoi=s,ἑαυτοῦ,pronoun,ou)d',οὐδέ,particle,ei)/wn,ἀίω,verb,i(eroi=s,ἱερόν,noun,plhsia/zein,πλησιάζω,verb,oi(=s,ὅς,pronoun,e)kfora\,ἐκφορά,noun,gego/nei,γίγνομαι,verb,kai\,καί,conjunction,ta/fos,τάφος,noun,w(s,ὡς,conjunction,teqnhko/si,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/getai,λέγω,verb,de/,δέ,particle,tina,τις,pronoun,tw=n,ὁ,article,e)no/xwn,ἔνοχος,adjective,tau/th|,οὗτος,pronoun,th=|,ὁ,article,deisidaimoni/a|,δεισιδαιμονία,noun,gegono/twn,γίγνομαι,verb,*)aristi=non,,,ei)s,εἰς,preposition,*delfou\s,Δελφοί,proper,a)postei/lanta,ἀποστέλλω,verb,dei=sqai,δέομαι,verb,tou=,ὁ,article,qeou=,θεός,noun,kai\,καί,conjunction,paraitei=sqai,παραιτέομαι,verb,ta\s,ὁ,article,parou/sas,πάρειμι,verb,au)tw=|,αὐτός,pronoun,dia\,διά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,a)pori/as,ἀπορία,noun,th\n,ὁ,article,de\,δέ,particle,*puqi/an,Πύθιος,proper,ei)pei=n,εἶπον,verb,o(/ssaper,ὅσος,adjective,e)n,ἐν,preposition,lexe/essi,λέχος,noun,gunh\,γυνή,noun,ti/ktousa,τίκτω,verb,telei=tai,τέλλω,verb,tau=ta,οὗτος,pronoun,pa/lin,πάλιν,adverb,tele/santa,τελέω,verb,qu/ein,θύω,verb,maka/ressi,μάκαρ,noun,qeoi=sin,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,ou)=n,οὖν,particle,*)aristi=non,,,fronh/santa,φρονέω,verb,parasxei=n,παρέχω,verb,e(auto\n,ἑαυτοῦ,pronoun,w(/sper,ὥσπερ,adverb,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,tikto/menon,τίκτω,verb,tai=s,ὁ,article,gunaici\n,γυνή,noun,a)polou=sai,ἀπόλλυμι,verb,kai\,καί,conjunction,sparganw=sai,σπαργανάω,verb,kai\,καί,conjunction,qhlh\n,θηλή,noun,e)pisxei=n,ἐπέχω,verb,ou(/tw,οὕτως,adverb,te,τε,particle,dra=n,δράω,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,a(/pantas,ἅπας,adjective,u(steropo/tmous,ὑστερόποτμος,adjective,prosagoreuome/nous,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nioi,ἔνιοι,adjective,de\,δέ,particle,kai\,καί,conjunction,pro\,πρό,preposition,tou=,ὁ,article,*)aristi/nou,,,tau=ta,οὗτος,pronoun,gene/sqai,γίγνομαι,verb,peri\,περί,preposition,tou\s,ὁ,article,u(steropo/tmous,ὑστερόποτμος,adjective,kai\,καί,conjunction,to\,ὁ,article,e)/qos,ἔθος,noun,ei)=nai,εἰμί,verb,palaio/n,παλαιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ou)=n,οὖν,particle,qaumasto\n,θαυμαστός,adjective,ei),εἰ,conjunction,kai\,καί,conjunction,*(rwmai=oi,,,toi=s,ὁ,article,dokou=sin,δοκέω,verb,a(/pac,ἅπαξ,adverb,teqa/fqai,θάπτω,verb,kai\,καί,conjunction,gegone/nai,γίγνομαι,verb,th=s,ὁ,article,tw=n,ὁ,article,fqitw=n,φθιτός,adjective,meri/dos,μερίς,noun,ou)k,οὐ,adverb,w)/|onto,οἴομαι,verb,dei=n,δέω,verb,parie/nai,πάρειμι,verb,th\n,ὁ,article,au)/leion,αὔλειος,adjective,h(=|,ὅς,pronoun,qu/sontes,θύω,verb,e)ci/asi,ἔξειμι,verb,kai\,καί,conjunction,qu/santes,θύω,verb,ei)si/asin,εἴσειμι,verb,a)ll',ἀλλά,adverb,a)/nwqen,ἄνωθεν,adverb,e)ke/leuon,κελεύω,verb,ei)s,εἰς,preposition,ta\,ὁ,article,u(/paiqra,ὕπαιθρος,adjective,katabai/nein,καταβαίνω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,perie/xontos,περιέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,tou\s,ὁ,article,kaqarmou\s,καθαρμός,noun,e)pieikw=s,ἐπιεικής,adjective,pa/ntas,πᾶς,adjective,e)n,ἐν,preposition,u(pai/qrw|,ὕπαιθρος,adjective,telou=sin,τέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tou\s,ὁ,article,suggenei=s,συγγενεύς,noun,tw=|,ὁ,article,sto/mati,στόμα,noun,filou=sin,φιλέω,verb,ai(,ὁ,article,gunai=kes,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,w(s,ὡς,conjunction,oi(,ὁ,article,plei=stoi,πλεῖστος,adjective,nomi/zousin,νομίζω,verb,a)peirhme/non,ἀπεῖπον,verb,h)=n,εἰμί,verb,pi/nein,πίνω,verb,oi)=non,οἶνον,noun,tai=s,ὁ,article,gunaici/n,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ὅπως,conjunction,ou)=n,οὖν,particle,ai(,ὁ,article,piou=sai,πίνω,verb,mh\,μή,conjunction,lanqa/nwsin,λανθάνω,verb,a)ll',ἀλλά,adverb,e)le/gxwntai,ἐλέγχω,verb,peritugxa/nousai,περιτυγχάνω,verb,toi=s,ὁ,article,oi)kei/ois,οἰκεῖος,adjective,e)nomi/sqh,νομίζω,verb,katafilei=n,καταφιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,di',διά,preposition,h(\n,ὅς,pronoun,*)aristote/lhs,Ἀριστοτέλης,proper,o(,ὁ,article,filo/sofos,φιλόσοφος,noun,ai)ti/an,αἰτία,noun,i(sto/rhke,ἱστορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,poluqru/lhton,πολυθρύλητος,adjective,e)kei=no,ἐκεῖνος,pronoun,kai\,καί,conjunction,pollaxou=,πολλαχοῦ,adverb,gene/sqai,γίγνομαι,verb,lego/menon,λέγω,verb,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,e)tolmh/qh,τολμάω,verb,tai=s,ὁ,article,*trw|a/si,Τρῳάς,proper,kai\,καί,conjunction,peri\,περί,preposition,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,ga\r,γάρ,particle,a)ndrw=n,ἀνήρ,noun,w(s,ὡς,conjunction,prose/pleusan,προσπλέω,verb,a)poba/ntwn,ἀποβαίνω,verb,e)ne/prhsan,ἐμπίμπρημι,verb,ta\,ὁ,article,ploi=a,πλοῖον,noun,pa/ntws,πάντως,adverb,a)pallagh=nai,ἀπαλλάσσω,verb,th=s,ὁ,article,pla/nhs,πλάνη,noun,deo/menai,δέομαι,verb,kai\,καί,conjunction,th=s,ὁ,article,qala/tths,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fobhqei=sai,φοβέω,verb,de\,δέ,particle,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,h)spa/zonto,ἀσπάζομαι,verb,tw=n,ὁ,article,suggenw=n,συγγενής,adverb,kai\,καί,conjunction,oi)kei/wn,οἰκεῖος,adjective,meta\,μετά,preposition,tou=,ὁ,article,katafilei=n,καταφιλέω,verb,kai\,καί,conjunction,periple/kesqai,περιπλέκω,verb,tou\s,ὁ,article,prostugxa/nontas,προστυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
