word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS
e)c,ἐκ,preposition,e(te/rou,ἕτερος,adjective,ga\r,γάρ,particle,oi)/kou,οἶκος,noun,h)=n,εἰμί,verb,tou=,ὁ,article,*strati/ou,Στράτιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,prosh/kei,προσήκω,verb,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,ou)de/na,οὐδείς,pronoun,a)nqrw/pwn,ἄνθρωπος,noun,e)/xein,ἔχω,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,to\n,ὁ,article,*(agni/ou,Ἁγνίης,proper,e)c,ἐκ,preposition,e(te/rou,ἕτερος,adjective,oi)/kou,οἶκος,noun,o)/nta,εἰμί,verb,e(/ws,ἕως,conjunction,a)/n,ἄν,particle,tis,τις,pronoun,lei/phtai,λείπω,verb,tw=n,ὁ,article,genome/nwn,γίγνομαι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,oi)/kw|,οἶκος,noun,tw=|,ὁ,article,*(agni/ou,Ἁγνίης,proper,ou)d',οὐδέ,particle,e)kba/llein,ἐκβάλλω,verb,bi/a|,βία,adjective,o(/per,ὅσπερ,adjective,ou(=toi,οὗτος,pronoun,diapra/ttontai,διαπράσσω,verb,ge/nei,γένος,noun,te,τε,particle,a)pwte/rw,ἀπώτερος,adjective,o)/ntes,εἰμί,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,au)tw=|,αὐτός,pronoun,oi)/kw|,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga/r,γάρ,particle,e)stin,εἰμί,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,w(=|,ὅς,pronoun,parekrou/sato,παρακρούω,verb,*qeo/pompos,Θεόπομπος,proper,o(,ὁ,article,toutoui\,οὗτος,pronoun,path\r,πατήρ,noun,*makarta/tou,Μακάρτατος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nes,τίς,pronoun,ou)=n,οὖν,particle,oi(,ὁ,article,loipoi/,λοιπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,e)/ti,ἔτι,adverb,nu=n,νῦν,adverb,o)/ntes,εἰμί,verb,e)n,ἐν,preposition,tw=|,ὁ,article,oi)/kw|,οἶκος,noun,tw=|,ὁ,article,*(agni/ou,Ἁγνίης,proper,*fuloma/xh,Φυλομάχη,proper,te,τε,particle,h(,ὁ,article,e)mh\,ἐμός,adjective,gunh/,γυνή,noun,*eu)bouli/dou,Εὐβουλίδης,proper,de\,δέ,particle,quga/thr,θυγάτηρ,adjective,ou)=sa,εἰμί,verb,tou=,ὁ,article,a)neyiou=,ἀνεψιός,noun,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,kai\,καί,conjunction,ou(tosi\,οὗτος,pronoun,o(,ὁ,article,pai=s,πᾶς,adjective,o(,ὁ,article,ei)shgme/nos,εἰσάγω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,oi)=kon,οἶκος,noun,to\n,ὁ,article,*eu)bouli/dou,Εὐβουλίδης,proper,kai\,καί,conjunction,*(agni/ou,Ἁγνίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qeo/pompos,Θεόπομπος,proper,de\,δέ,particle,o(,ὁ,article,toutoui\,οὗτος,pronoun,path\r,πατήρ,noun,*makarta/tou,Μακάρτατος,proper,ou)k,οὐ,adverb,w)\n,εἰμί,verb,tou=,ὁ,article,oi)/kou,οἶκος,noun,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,e)yeu/sato,ψεύδω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,dikasta\s,δικαστής,noun,u(perme/geqes,ὑπερμεγέθης,adjective,yeu=dos,ψεῦδος,noun,peri/,περί,preposition,te,τε,particle,th=s,ὁ,article,*fuloma/xhs,Φυλομάχη,proper,th=s,ὁ,article,tou=,ὁ,article,*pole/mwnos,,,a)delfh=s,ἀδελφή,noun,thqi/dos,τηθίς,noun,de\,δέ,particle,*(agni/ou,Ἁγνίης,proper,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,h)=n,εἰμί,verb,tw=|,ὁ,article,*pole/mwni,,,tw=|,ὁ,article,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,ui(ei=,υἱός,noun,o(mopatri/a,ὁμοπάτριος,adjective,kai\,καί,conjunction,o(momhtri/a,ὁμομήτριος,adjective,a)delfh/,ἀδελφή,noun,kai\,καί,conjunction,pa/lin,πάλιν,adverb,prospoiou/menos,προσποιέω,verb,tou=,ὁ,article,au)tou=,αὐτός,pronoun,oi)/kou,οἶκος,noun,ei)=nai,εἰμί,verb,*(agni/a|,Ἁγνίης,proper,o(,ὁ,article,ou)depw/pote,οὐδεπώποτε,adverb,geno/menos,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,pa/nta,πᾶς,adjective,a)dew=s,ἀδεής,adverb,e)/legen,λέγω,verb,o(,ὁ,article,*qeo/pompos,Θεόπομπος,proper,ma/rtura,μάρτυς,noun,me\n,μέν,particle,ou)de/na,οὐδείς,pronoun,parasxo/menos,παρέχω,verb,o(/stis,ὅστις,pronoun,e)/mellen,μέλλω,verb,u(peu/qunos,ὑπεύθυνος,adjective,h(mi=n,ἐγώ,pronoun,e)/sesqai,εἰμί,verb,sunomologou=ntas,συνομολογέω,verb,d',δέ,particle,e(autw=|,ἑαυτοῦ,pronoun,e)/xwn,ἔχω,verb,tou\s,ὁ,article,koinwnou/s,κοινωνός,noun,oi(\,ἕ,pronoun,h)=san,εἰμί,verb,a)llh/lois,ἀλλήλων,pronoun,sunagwnistai\,συναγωνιστής,noun,kai\,καί,conjunction,a(/panta,ἅπας,adjective,e)/pratton,πράσσω,verb,koinh=|,κοινός,adjective,o(/pws,ὅπως,conjunction,a)fe/lwntai,ἀφαιρέω,verb,th\n,ὁ,article,gunai=ka,γυνή,noun,th\n,ὁ,article,toutoui\,οὗτος,pronoun,mhte/ra,μήτηρ,noun,tou=,ὁ,article,paido\s,παῖς,adjective,to\n,ὁ,article,klh=ron,κλῆρος,adjective,o(\n,ὅς,pronoun,au)th=|,αὐτός,pronoun,u(mei=s,σύ,pronoun,e)yhfi/sasqe,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lomai,βούλομαι,verb,ou)=n,οὖν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,peri\,περί,preposition,w(=n,ὅς,pronoun,ei)/rhka,ἐρῶ,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,marturi/as,μαρτυρία,noun,parasxe/sqai,παρέχω,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,w(s,ὡς,conjunction,e)ni/khsen,νικάω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,h(,ὁ,article,*eu)bouli/dou,Εὐβουλίδης,proper,quga/thr,θυγάτηρ,adjective,*fuloma/xh,Φυλομάχη,proper,ge/nei,γένος,noun,ou)=sa,εἰμί,verb,e)gguta/tw,ἐγγύτατος,adjective,e)/peita,ἔπειτα,adverb,peri\,περί,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,a(pa/ntwn,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagi/gnwske,ἀναγιγνώσκω,verb,th\n,ὁ,article,marturi/an,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marturou=si,μαρτύρομαι,verb,parei=nai,πάρειμι,verb,pro\s,πρός,preposition,tw=|,ὁ,article,diaithth=|,διαιτητής,noun,e)pi\*nikofh/mou,,,a)/rxontos,ἄρχω,verb,o(/te,ὅτε,conjunction,e)ni/khse,νικάω,verb,*fuloma/xh,Φυλομάχη,proper,h(,ὁ,article,*eu)bouli/dou,Εὐβουλίδης,proper,quga/thr,θυγάτηρ,adjective,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,tou\s,ὁ,article,a)mfisbhtou=ntas,ἀμφισβητέω,verb,au)th=|,αὐτός,pronoun,pa/ntas,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,me\n,μέν,particle,e)ni/khsen,νικάω,verb,h(,ὁ,article,*eu)bouli/dou,Εὐβουλίδης,proper,quga/thr,θυγάτηρ,adjective,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,a)khko/ate,ἀκούω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au(/th,οὗτος,pronoun,e)ni/khsen,νικάω,verb,ou)demia=|,οὐδείς,pronoun,paraskeuh=|,παρασκευή,noun,a)di/kw|,ἄδικος,adjective,ou)de\,οὐδέ,particle,sunwmosi/a|,συνωμοσία,adjective,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,oi(=o/n,οἷος,adjective,te,τε,particle,dikaio/tata,δίκαιος,adjective,e)pideica/ntwn,ἐπιδείκνυμι,verb,h(mw=n,ἐγώ,pronoun,o(/ti,ὅστις,pronoun,ge/nei,γένος,noun,e)gguta/tw,ἐγγύτατος,adjective,h)=n,εἰμί,verb,*(agni/a|,Ἁγνίης,proper,ou(=,ἕ,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,klh=ros,κλῆρος,adjective,a)neyiou=,ἀνεψιός,noun,pai=s,πᾶς,adjective,ou)=sa,εἰμί,verb,pro\s,πρός,preposition,patro\s,πατήρ,noun,kai\,καί,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,oi)/kou,οἶκος,noun,ou)=sa,εἰμί,verb,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peida\n,ἐπειδάν,conjunction,ou)=n,οὖν,particle,le/gh|,λέγω,verb,*maka/rtatos,Μακάρτατος,proper,o(/ti,ὅστις,pronoun,e)ni/khsen,νικάω,verb,o(,ὁ,article,path\r,πατήρ,noun,au)tou=,αὐτός,pronoun,*qeo/pompos,Θεόπομπος,proper,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tou/tou,οὗτος,pronoun,u(polamba/nete,ὑπολαμβάνω,verb,au)tw=|,αὐτός,pronoun,u(mei=s,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,h(,ὁ,article,gunh\,γυνή,noun,e)ni/khsen,νικάω,verb,pro/teron,πρότερος,adjective,h)\,ἠέ,conjunction,*qeo/pompos,Θεόπομπος,proper,o(,ὁ,article,toutoui\,οὗτος,pronoun,path/r,πατήρ,noun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,dikai/ws,δίκαιος,adjective,e)ni/khsen,νικάω,verb,h(,ὁ,article,gunh\,γυνή,noun,e)k,ἐκ,preposition,tou=,ὁ,article,oi)/kou,οἶκος,noun,ou)=sa,εἰμί,verb,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,*eu)bouli/dou,Εὐβουλίδης,proper,quga/thr,θυγάτηρ,adjective,ou)=sa,εἰμί,verb,tou=,ὁ,article,a)neyiou=,ἀνεψιός,noun,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,o(,ὁ,article,de\,δέ,particle,*qeo/pompos,Θεόπομπος,proper,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)ni/khsen,νικάω,verb,a)lla\,ἀλλά,adverb,parekrou/sato,παρακρούω,verb,ou)k,οὐ,adverb,w)\n,εἰμί,verb,e)k,ἐκ,preposition,tou=,ὁ,article,oi)/kou,οἶκος,noun,to\,para/pan,παράπαν,adverb,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
