word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
tau=ta,οὗτος,pronoun,diapraca/menos,διαπράσσω,verb,o(,ὁ,article,*)/aratos,Ἄρατος,proper,tou=,ὁ,article,me\n,μέν,particle,politikou=,πολιτικός,adjective,fqo/nou,φθόνος,noun,mei/zwn,μέγας,adverb,e)gego/nei,γίγνομαι,verb,dia\,διά,preposition,ta\s,ὁ,article,xa/ritas,χάρις,noun,*)anti/gonos,Ἀντίγονος,proper,d',δέ,particle,o(,ὁ,article,basileu\s,βασιλεύς,noun,a)niw/menos,ἀνιάομαι,verb,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,boulo/menos,βούλομαι,verb,h)\,ἠέ,conjunction,meta/gein,μετάγω,verb,o(/lws,ὅλος,adjective,th=|,ὁ,article,fili/a|,φιλία,noun,pro\s,πρός,preposition,au(to\n,h)\,ἠέ,conjunction,diaba/llein,διαβάλλω,verb,pro\s,πρός,preposition,ἑαυτοῦ,pronoun,to\n,ὁ,article,*ptolemai=on,Πτολεμαῖος,proper,a)/llas,ἄλλος,adjective,te,τε,particle,filanqrwpi/as,φιλανθρωπία,noun,e)nedei/knuto,ἐνδείκνυμι,verb,mh\,μή,conjunction,pa/nu,πάνυ,adverb,prosieme/nw|,προσίημι,verb,kai\,qu/wn,qeoi=s,θεός,noun,e)n,ἐν,preposition,*kori/nqw|,Κόρινθος,adverb,meri/das,μερίς,noun,ei)s,εἰς,preposition,*sikuw=na,Σικυών,proper,tw=|,ὁ,article,*)ara/tw|,Ἄρατος,proper,die/pempe,διαπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,θύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,para\,παρά,preposition,to\,ὁ,article,dei=pnon,δεῖπνον,noun,e(stiwme/nwn,ἑστιάω,verb,pollw=n,πολύς,adjective,ei)s,εἰς,preposition,me/son,μέσος,adjective,fqegca/menos,φθέγγομαι,verb,*)/wmhn,ἄμη,noun,e)/fh,φημί,verb,to\n,ὁ,article,*sikuw/nion,Σικυών,proper,tou=ton,οὗτος,pronoun,neani/skon,νεανίσκος,noun,e)leuqe/rion,ἐλευθέριος,adjective,ei)=nai,εἰμί,verb,th=|,ὁ,article,fu/sei,φύσις,noun,mo/non,μόνος,adjective,kai\,καί,conjunction,filopoli/thn,φιλοπολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,bi/wn,βίος,adjective,e)/oike,ἔοικα,verb,kai\,καί,conjunction,pragma/twn,πρᾶγμα,noun,basilikw=n,βασιλικός,adjective,i(kano\s,ἱκανός,adjective,ei)=nai,εἰμί,verb,krith/s,κριτής,noun,pro/teron,πρότερος,adjective,ga\r,γάρ,particle,h(ma=s,ἐγώ,pronoun,u(perew/ra,ὑπεροράω,verb,tai=s,ὁ,article,e)lpi/sin,ἐλπίς,noun,e)/cw,ἔξω,adverb,ble/pwn,βλέπω,verb,kai\,καί,conjunction,to\n,ὁ,article,*ai)gu/ption,Αἰγύπτιος,proper,e)qau/maze,θαυμάζω,verb,plou=ton,πλοῦτος,noun,e)le/fantas,ἐλέφας,adjective,kai\,καί,conjunction,sto/lous,στόλος,noun,kai\,καί,conjunction,au)la\s,a)kou/wn,ἀκούω,verb,nuni\,νυνί,adverb,de\,δέ,particle,αὐλή,noun,u(po\,ὑπό,preposition,skhnh\n,σκηνή,noun,e(wrakw\s,ὁράω,verb,pa/nta,πᾶς,adjective,ta\,ὁ,article,e)kei=,ἐκεῖ,adverb,pra/gmata,πρᾶγμα,noun,tragw|di/an,τραγῳδία,noun,o)/nta,εἰμί,verb,kai\,skhnografi/an,o(/los,ὅλος,adjective,h(mi=n,ἐγώ,pronoun,proskexw/rhken,προσχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,σκηνογραφία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to/s,αὐτός,pronoun,te,τε,particle,ou)=n,οὖν,particle,a)pode/xomai,ἀποδέχομαι,verb,to\,ὁ,article,meira/kion,μειράκιον,noun,e)gnwkw\s,γιγνώσκω,verb,ei)s,εἰς,preposition,a(/panta,ἅπας,adjective,xrh=sqai,χράομαι,verb,kai\,καί,conjunction,u(ma=s,σύ,pronoun,a)ciw=,ἀξιάω,verb,fi/lon,φίλος,adjective,nomi/zein,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tous,οὗτος,pronoun,tou\s,ὁ,article,lo/gous,λόγος,noun,u(po/qesin,ὑπόθεσις,noun,labo/ntes,λαμβάνω,verb,oi(,ὁ,article,fqoneroi\,φθονερός,adjective,kai\,καί,conjunction,kakoh/qeis,κακοήθης,adverb,dihmillw=nto,διαμιλλάομαι,verb,tai=s,ὁ,article,e)pistolai=s,ἐπιστολή,noun,a)llh/lois,ἀλλήλων,pronoun,polla\,πολύς,adjective,kai\,καί,conjunction,dusxerh=,δυσχερής,adverb,kata\,κατά,preposition,tou=,ὁ,article,*)ara/tou,Ἄρατος,proper,tw=|,ὁ,article,*ptolemai/w|,Πτολεμαῖος,proper,gra/fontes,γράφω,verb,w(/ste,ὥστε,conjunction,ka)kei=non,ἐκεῖνος,pronoun,e)gkalou=nta,ἐγκαλέω,verb,pe/myai,πέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tai=s,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,perimaxh/tois,περιμάχητος,adjective,kai\,καί,conjunction,diapu/rois,διάπυρος,adjective,toceuome/nais,τοξεύω,verb,e)/rwsi,ἔρως,noun,fili/ais,φίλιος,adjective,basile/wn,βασίλη,noun,kai\,καί,conjunction,tura/nnwn,τύραννος,noun,tosou=ton,τοσοῦτος,adjective,prosh=n,πρόσειμι,verb,fqo/nou,φθόνος,noun,kai\,καί,conjunction,kakohqei/as,κακοήθεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*)/aratos,Ἄρατος,proper,ai(reqei\s,αἱρέω,verb,strathgo\s,στρατηγός,noun,to\,ὁ,article,prw=ton,πρότερος,adjective,u(po\,ὑπό,preposition,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,th\n,ὁ,article,me\n,μέν,particle,a)ntipe/ras,ἀντιπέρα,adjective,*lokri/da,Λοκρίς,proper,kai\,καί,conjunction,*kaludwni/an,Καλυδώνιος,proper,e)po/rqhse,πορθέω,verb,*boiwtoi=s,Βοιωτός,proper,de\,δέ,particle,meta\,μετά,preposition,muri/wn,μυρίος,adjective,stratiwtw=n,στρατιώτης,adjective,bohqw=n,βοηθός,adjective,u(ste/rhse,ὑστερέω,verb,th=s,ὁ,article,ma/xhs,μάχη,noun,h(\n,ὅς,pronoun,u(po\,ὑπό,preposition,*ai)twlw=n,peri\,περί,preposition,*xairw/neian,Χαιρωνεία,proper,h(tth/qhsan,ἡσσάομαι,verb,Αἰτωλός,proper,*)aboiwkri/tou,,,te,τε,particle,tou=,ὁ,article,boiwta/rxou,βοιώταρχος,noun,kai\,καί,conjunction,xili/wn,χίλιοι,adjective,su\n,σύν,preposition,au)tw=|,αὐτός,pronoun,peso/ntwn,πίπτω,verb,e)niautw=|,de\,u(/steron,ὕστερος,adjective,au)=qis,αὖθις,adverb,strathgw=n,στρατηγός,noun,e)ni/stato,ἐνίστημι,verb,th\n,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*)akroko/rinqon,Ἀκροκόρινθος,proper,pra=cin,πρᾶξις,adjective,ou),οὐ,adverb,*sikuwni/wn,Σικυών,proper,ou)d',οὐδέ,particle,*)axaiw=n,Ἀχαία,proper,khdo/menos,κήδω,verb,a)lla\,ἀλλά,adverb,koinh/n,κοινός,adjective,tina,τις,pronoun,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,o(/lhs,ὅλος,adjective,turanni/da,τυραννίς,noun,th\n,ὁ,article,ἐνιαυτός,noun,δέ,particle,*makedo/nwn,Μακεδών,proper,froura/n,φρουρά,noun,e)kei=qen,ἐκεῖθεν,adverb,e)cela/sai,ἐξελαύνω,verb,dianoou/menos,διανοέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xa/rhs,Χάρης,proper,me\n,μέν,particle,ga\r,γάρ,particle,o(,ὁ,article,*)aqhnai=os,Ἀθηναῖος,proper,e)/n,ἐν,preposition,tini,τις,pronoun,ma/xh|,μάχη,noun,pro\s,πρός,preposition,tou\s,ὁ,article,basile/ws,βασιλεύς,noun,strathgou\s,στρατηγός,noun,eu)tuxh/sas,εὐτυχέω,verb,e)/graye,γράφω,verb,tw=|,ὁ,article,dh/mw|,δῆμος,noun,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,w(s,ὡς,conjunction,nenikh/koi,νικάω,verb,th=s,ὁ,article,e)n,ἐν,preposition,*maraqw=ni,Μαραθών,proper,ma/xhs,μάχη,noun,a)delfh/n,ἀδελφή,noun,tau/thn,οὗτος,pronoun,de\,δέ,particle,th\n,ὁ,article,pra=cin,ou)k,οὐ,adverb,a)\n,ἄν,particle,a(ma/rtoi,ἁμαρτάνω,verb,πρᾶξις,adjective,tis,τις,pronoun,a)delfh/n,ἀδελφή,noun,proseipw\n,προσεῖπον,verb,th=s,ὁ,article,*pelopi/dou,Πελοπίδης,proper,tou=,ὁ,article,*qhbai/ou,Θηβαῖος,proper,kai\,καί,conjunction,*qrasubou/lou,Θρασυβούλος,proper,tou=,*)aqhnai/ou,turannoktoni/as,τυραννοκτονία,noun,plh\n,πλήν,preposition,o(/ti,ὅστις,pronoun,tw=|,ὁ,article,mh\,μή,conjunction,pro\s,πρός,preposition,*(/ellhnas,Ἕλλην,proper,a)lla\,ἀλλά,adverb,e)pakto\n,ἐπακτός,adjective,a)rxh\n,ἀρχή,noun,gegone/nai,γίγνομαι,verb,kai\,καί,conjunction,a)llo/fulon,ἀλλόφυλος,adjective,au(/th,οὗτος,pronoun,dih/negken,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,ὁ,article,Ἀθήναιον,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,*)isqmo/s,ἰσθμός,noun,e)mfra/sswn,ἐμφράσσω,verb,ta\s,ὁ,article,qala/ssas,θάλασσα,noun,ei)s,εἰς,preposition,tau)to\,αὐτός,pronoun,suna/gei,συνάγω,verb,tw\,ὁ,article,to/pw|,τόπος,noun,kai\,καί,conjunction,suna/ptei,συνάπτω,verb,th\n,ὁ,article,h)/peiron,ἤπειρος,adjective,h(mw=n,ἐγώ,pronoun,o(,ὁ,article,de\,δέ,particle,*)akroko/rinqos,Ἀκροκόρινθος,proper,u(yhlo\n,ὑψηλός,adjective,o)/ros,ὄρος,adjective,e)k,ἐκ,preposition,me/shs,μέσος,adjective,a)napefukw\s,ἀναφύω,verb,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,o(/tan,ὅταν,conjunction,la/bh|,froura/n,φρουρά,noun,e)ni/statai,ἐνίστημι,verb,kai\,καί,conjunction,λαμβάνω,verb,a)poko/ptei,ἀποκόπτω,verb,th\n,ὁ,article,e)nto\s,ἐντός,adverb,*)isqmou=,ἰσθμός,noun,pa=san,πᾶς,adjective,e)pimiciw=n,ἐπιμιξία,adjective,te,τε,particle,kai\,καί,conjunction,paro/dwn,πάροδος,noun,kai\,strateiw=n,e)rgasi/as,ἐργασία,noun,te,τε,particle,kata\,κατά,preposition,gh=n,γῆ,noun,kai\,καί,conjunction,kata\,κατά,preposition,qa/lattan,θάλασσα,noun,kai\,καί,conjunction,e(/na,ἕνος,adjective,ku/rion,κύριος,adjective,poiei=,ποιέω,verb,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,kai\,καί,conjunction,kate/xonta,κατέχω,verb,froura=|,φρουρά,noun,to\,ὁ,article,xwri/on,χωρίον,noun,w(/ste,ὥστε,conjunction,mh\,μή,conjunction,pai/zonta,παίω,verb,dokei=n,δοκέω,verb,καί,conjunction,στρατεία,adjective,to\n,ὁ,article,new/teron,νέος,adjective,*fi/lippon,Φίλιππος,proper,a)ll',ἀλλά,adverb,a)lhqw=s,ἀληθής,adjective,e(ka/stote,ἑκάστοτε,adverb,pe/das,πέδη,noun,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,th\n,ὁ,article,*korinqi/wn,Κορίνθιος,proper,po/lin,πόλις,adjective,prosagoreu/ein,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=si,πᾶς,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,perima/xhtos,περιμάχητος,adjective,h)=n,εἰμί,verb,o(,ὁ,article,to/pos,τόπος,noun,a)ei\,ἀεί,adverb,kai\,καί,conjunction,basileu=si,βασιλεύς,noun,kai\,καί,conjunction,duna/stais,δυνάστης,noun,h(,ὁ,article,de\,δέ,particle,*)antigo/nou,Ἀντίγονος,proper,spoudh\,σπουδή,noun,peri\,περί,preposition,au)to\n,αὐτός,pronoun,ou)de\n,οὐδείς,pronoun,a)pe/lipe,ἀπολείπω,verb,pa/qei,πάθος,adjective,tw=n,ὁ,article,e)mmanesta/twn,ἐμμανής,adverb,e)rw/twn,ἔρως,noun,a)ll',ἀλλά,adverb,o(/los,ὅλος,adjective,a)nh/rthto,ἀναρτάω,verb,tai=s,ὁ,article,fronti/sin,o(/pws,ὅπως,conjunction,a)fairh/setai,ἀφαιρέω,verb,do/lw|,δόλος,noun,φροντίς,noun,tou\s,ὁ,article,e)/xontas,ἔχω,verb,e)pei\,ἐπεί,conjunction,fanerw=s,φανερός,adjective,a)ne/lpistos,ἀνέλπιστος,adjective,h)=n,εἰμί,verb,h(,ὁ,article,e)pixei/rhsis,ἐπιχείρησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aleca/ndrou,Ἀλέξανδρος,proper,ga\r,γάρ,particle,u(f',ὑπό,preposition,o(\n,ὅς,pronoun,to\,ὁ,article,xwri/on,χωρίον,noun,h)=n,εἰμί,verb,a)poqano/ntos,ἀποθνήσκω,verb,w(s,ὡς,conjunction,le/getai,λέγω,verb,farma/kois,φάρμακον,noun,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,*nikai/as,Νικαία,proper,de\,δέ,particle,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,gunaiko\s,γυνή,noun,e)pi\,ἐπί,preposition,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,genome/nhs,γίγνομαι,verb,kai\,καί,conjunction,fulattou/shs,φυλάσσω,verb,to\n,ὁ,article,*)akroko/rinqon,Ἀκροκόρινθος,proper,eu)qu\s,εὐθύς,adverb,u(pope/mpwn,ὑπέπειμι,verb,*dhmh/trion,to\n,ὁ,article,ui(o\n,υἱός,noun,au)th=|,αὐτός,pronoun,Δημήτριος,proper,kai\,καί,conjunction,glukei/as,γλύκειος,adjective,e)lpi/das,ἐλπίς,noun,e)ndidou\s,ἐνδίδωμι,verb,ga/mwn,γάμος,adjective,basilikw=n,βασιλικός,adjective,kai\,καί,conjunction,sumbiw/sews,συμβίωσις,noun,pro\s,πρός,preposition,ou)k,a)hde\s,e)ntuxei=n,ἐντυγχάνω,verb,gunaiki\,γυνή,noun,presbute/ra|,πρέσβυς,noun,meira/kion,μειράκιον,noun,au)th\n,αὐτός,pronoun,me\n,μέν,particle,h(|rh/kei,αἱρέω,verb,tw=|,ὁ,article,paidi\,παῖς,adjective,xrhsa/menos,χράω,verb,w(/sper,ὥσπερ,adverb,a)/llw|,ἄλλος,adjective,tini\,τις,pronoun,tw=n,ὁ,article,deleasma/twn,δελέασμα,noun,e)p',ἐπί,preposition,au)th=|,αὐτός,pronoun,to\n,ὁ,article,de\,δέ,particle,to/pon,τόπος,noun,ou),οὐ,adverb,proi+eme/nhs,προίημι,verb,οὐ,adverb,ἀηδής,adjective,a)ll',ἀλλά,adverb,e)gkratw=s,ἐγκρατής,adjective,fulattou/shs,φυλάσσω,verb,a)melei=n,ἀμελέω,verb,prospoiou/menos,προσποιέω,verb,e)/que,θύω,verb,ga/mous,γάμος,adjective,au)tw=n,αὐτός,pronoun,e)n,ἐν,preposition,*kori/nqw|,Κόρινθος,adverb,kai\,καί,conjunction,qe/as,θέα,noun,e)pete/lei,ἐπιτελέω,verb,kai\,καί,conjunction,po/tous,πότος,noun,sunh=ge,συνάγω,verb,kaq',κατά,preposition,h(me/ran,ἡμέρα,noun,w(s,ὡς,conjunction,a)/n,ἄν,particle,tis,τις,pronoun,ma/lista,μάλιστα,adverb,pai/zein,παίω,verb,kai\,καί,conjunction,sxola/zein,σχολάζω,verb,th\n,ὁ,article,dia/noian,διάνοια,noun,u(f',ὑπό,preposition,h(donh=s,ἡδονά,noun,kai\,καί,conjunction,filofrosu/nhs,φιλοφροσύνη,noun,a)feikw/s,ἀφίημι,verb,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,kairo\s,καιρός,noun,h)=n,εἰμί,verb,a)/|dontos,ἀείδω,verb,*)amoibe/ws,ἀμοιβεύς,noun,e)n,ἐν,preposition,tw=|,ὁ,article,qea/trw|,θέατρον,noun,pare/pempe,παραπέμπω,verb,th\n,ὁ,article,*ni/kaian,Νικαία,proper,au)to\s,αὐτός,pronoun,e)pi\,ἐπί,preposition,th\n,ὁ,article,qe/an,θέα,noun,e)n,ἐν,preposition,forei/w|,φορεῖον,noun,kekosmhme/nw|,κοσμέω,verb,basilikw=s,βασιλικός,adjective,a)gallome/nhn,ἀγάλλω,verb,te,τε,particle,th=|,ὁ,article,timh=|,τιμή,noun,kai\,καί,conjunction,porrwta/tw,προσωτέρω,adverb,tou=,ὁ,article,me/llontos,μέλλω,verb,ou)=san,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
