word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
a)/lupon,ga\r,γάρ,particle,th=|,ὁ,article,duna/mi,δύναμις,adjective,to\,ὁ,article,e)nteu=qen,ἐντεῦθεν,adverb,kenou=n,κενόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλυπον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/gein,te,τε,particle,kai\,καί,conjunction,fu/sas,φύσας,verb,a)/nw,ἄνω,adverb,te,τε,particle,kai\,καί,conjunction,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuse/wn,ga\r,γάρ,particle,sunagwgo\n,συναγωγός,adjective,lh/qargos,λήθαργος,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,th=|si,ὁ,article,koili/h|s,,,i,,,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,o(/lw|,ὅλος,adjective,skh/nei+,σκῆνος,noun,a)rgi/h|,ἀργία,noun,kai\,καί,conjunction,nwqi/h|,,,kai\,καί,conjunction,a)yuxi/h|,ἀψυχία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φῦσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diapneusti,ko\n,,,de\,δέ,particle,ki/nhsis,κίνησις,adjective,h)de\,ἠδέ,conjunction,e)grh/gorsis,ἐγρήγορσις,noun,diaxri/ein,διαχρίω,verb,ou)=n,οὖν,particle,ph/ganon,πήγανον,noun,xlwro\n,χλωρός,adjective,tri/bonta,τρίβω,verb,cu\n,σύν,preposition,me/liti,μέλι,noun,kai\,καί,conjunction,ni/trw|,νίτρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gwgo/n,te/,τε,particle,e)sti,εἰμί,verb,ma=llon,μᾶλλον,adverb,fuse/wn,φύω,verb,cu\n,σύν,preposition,toute/oisi,,,kai\,καί,conjunction,termi/nqou,τέρμινθος,noun,*rhti/nhs,,,me/ros,μέρος,noun,e(/n,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγωγός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,puri/h,πυρία,noun,proklhtikh\,προκλητικός,adjective,fuse/wn,φῦσα,noun,h)\,ἠέ,conjunction,pinaroi=si,πιναρός,adjective,qermoi=si,θερμός,adjective,e)ri/ois,ἔριον,noun,trhxe/si,τραχύς,adjective,palaioi=s,παλαιός,adjective,*ra/kesi,,,h)\,ἠέ,conjunction,spoggih=|,σπογγίζω,verb,cu\n,σύν,preposition,u(/dati,ὕδωρ,noun,e)/nq',ἔνθα,adverb,u(/sswpon,ὕσσωπον,noun,h)\,ἠέ,conjunction,o)ri/ganon,ὀρίγανον,noun,h)\,ἠέ,conjunction,glh/xwn,βλήχων,noun,h)\,ἠέ,conjunction,*ruth\,,,e(/yhtai,ἕψω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/goi,d',δέ,particle,a)\n,ἄν,particle,fu/sas,φῦσα,noun,h)de\,ἠδέ,conjunction,o(ko/sa,ὁπόσος,adjective,pro\,πρό,preposition,tw=n,ὁ,article,siti/wn,σιτίον,noun,pi/netai,πίνω,verb,ta/per,ὁ,article,kai\,καί,conjunction,fle/gma,φλέγμα,noun,kai\,καί,conjunction,xolh\n,χολή,noun,e)n,ἐν,preposition,toi=si,ὁ,article,e)nte/roisi,ἔντερον,noun,kai\,καί,conjunction,stoma/xw|,στόμαχος,noun,a)/gei,ἄγω,verb,u(/sswpon,ὕσσωπον,noun,e)n,ἐν,preposition,melikrh/,,,tw|,τις,pronoun,e(yhqe\n,ἕψω,verb,di/ktamnon,δίκταμνον,noun,to\,ὁ,article,*krhtiko\n,Κρητικός,adjective,o)ri/ganon,ὀρίγανον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drime/a,me\n,μέν,particle,a)gwga\,ἀγωγός,adjective,de\,δέ,particle,a)di/anton,ἀδίαντον,noun,a)/grwstis,ἄγρωστις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δριμύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,me/ntoi,μέντοι,particle,kai\,καί,conjunction,fuse/wn,φύω,verb,kai\,καί,conjunction,ou)/rwn,οὖρον,noun,katarrhktika/,καταρρηκτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,tro/mos,τρόμος,noun,xeirw=n,χείρ,noun,kai\,καί,conjunction,kefalh=s,κεφαλή,noun,e)/h|,εἰμί,verb,kasto/rion,καστορίδες,noun,pipi/skein,πιπίσκω,verb,draxmh=s,δραχμή,noun,o(lkh=s,ὁλκή,noun,h(/misu,ἥμισυς,adjective,cu\n,σύν,preposition,melikrh/,,,tou,τις,pronoun,kua/qois,κύαθος,noun,trisi\,τρεῖς,noun,e)s,εἰς,preposition,h(me/ras,ἡμέρα,noun,pleu=nas,πλείων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,mh\,μή,conjunction,pi/nh|,πίνω,verb,to/de,ὅδε,pronoun,e)nth/kein,ἐντήκω,verb,cumfo/rw|,σύμφορος,adjective,e)lai/ou,ἔλαιον,noun,e)/nqa,ἔνθα,adverb,ph/ganon,πήγανον,noun,e)neze/sqh,,,kua/qois,κύαθος,noun,trisi\,τρεῖς,noun,to\,ὁ,article,de\,δέ,particle,diplo/on,διπλόος,adjective,e)s,εἰς,preposition,to\,ὁ,article,ka/tw,κάτος,adjective,e)/nteron,ἔντερον,noun,e)gxe/ein,ἐγχέω,verb,kai\,καί,conjunction,to/de,ὅδε,pronoun,e)s,εἰς,preposition,pleu=nas,πλείων,verb,h(me/ras,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,de\,δέ,particle,to\,ὁ,article,e)k,ἐκ,preposition,toute/ou,,,cu/mforon,σύμφορος,adjective,fu/sas,φῦσα,noun,ga\r,γάρ,particle,a)/gei,ἄγω,verb,a)/nw,ἄνω,adverb,te,τε,particle,kai\,καί,conjunction,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metecete/roisi,de\,δέ,particle,kai\,καί,conjunction,ou)=ra,οὖρον,noun,kai\,καί,conjunction,ko/prion',κόπριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μετεξέτεροι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,dh\,δή,particle,poqe\n,πίνω,verb,ei)s,εἰς,preposition,to\,ὁ,article,pa=n,πᾶς,adjective,diaqe/on,διαθέω,verb,h(/kh|,ἥκω,verb,a)/troma,ἄτρομος,adjective,h)de\,ἠδέ,conjunction,krataia\,κραταιός,adjective,ta\,ὁ,article,neu=ra,νεῦρον,noun,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,ta\s,ὁ,article,e(/cias,ἕξις,noun,e)s,εἰς,preposition,to\,ὁ,article,qermo\n,θερμός,adjective,kai\,καί,conjunction,chro\n,ξηρός,adjective,a)lloioi=,ἀλλοιόω,verb,kai\,καί,conjunction,ta\s,ὁ,article,katasta/sias,κατάστασις,noun,tw=n,ὁ,article,nou/swn,νόσος,noun,tre/pei,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,de\,δέ,particle,kai\,καί,conjunction,e)s,εἰς,preposition,ta\s,ὁ,article,*ri=nas,,,e)mfush=n,ἐμφύω,verb,kai\,καί,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,th=|de,ὅδε,pronoun,pneuma/twn,πνεῦμα,noun,katarrhktiko\n,καταρρηκτικός,adjective,ptarmoi=si,πταρμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(koi=o/n,ὁποῖος,adjective,ti,τις,pronoun,ku/stis,κύστις,noun,a)gwgo\n,ἀγωγός,adjective,ou)/rwn,οὖρον,noun,kai\,καί,conjunction,*ri\n,,,mu/chs,μύξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prh/ssei,de\,δέ,particle,qe/rmh|,θέρμη,noun,proshnei=,προσηνής,adverb,ta/de,ὅδε,pronoun,th=|de,ὅδε,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,tw=n,ὁ,article,ptarmikw=n,πταρμική,noun,kre/sson,κρείσσων,verb,pepe/reos,πέπερι,noun,e)llebo/rou,ἑλλέβορος,noun,strouqi/ou,στρουθίας,noun,eu)forbi/ou,εὐφόρβιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ga\r,γάρ,particle,e)s,εἰς,preposition,th\n,ὁ,article,prw/thn,πρότερος,adjective,h)de\,ἠδέ,conjunction,puma/thn,πύματος,adjective,qi/cin,θίξις,noun,a)phne/a,ἀπηνής,adverb,kai\,καί,conjunction,taraktika\,ταρακτικός,adjective,kefalh=s,κεφαλή,noun,te,τε,particle,kai\,καί,conjunction,ai)sqh/sios,αἴσθησις,noun,e)k,ἐκ,preposition,prosagwgh=s,προσαγωγεύς,noun,de\,δέ,particle,to\,ὁ,article,kasto/rion,καστορίδες,noun,a)leai/nei,ἀλεαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefalh=|si,de\,δέ,particle,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,cu/mforon,σύμφορος,adjective,o(/tiper,ὅστις,pronoun,ta\,ὁ,article,neu=ra,νεῦρον,noun,pa/nth,πάντῃ,adverb,e)nqe/nde,ἐνθένδε,adverb,perifu/etai,περιφύομαι,verb,nou/swn,νόσος,noun,de\,δέ,particle,neu/rwn,νευρόω,verb,kasto/rion,καστορίδες,noun,i)hth/rion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,cummi/sgein,συμμίγνυμι,verb,to/de,ὅδε,pronoun,tw=n,ὁ,article,gegramme/nwn,γράφω,verb,tini\,τις,pronoun,h)/,ἠέ,conjunction,tisi,τις,pronoun,ou)k,οὐ,adverb,a)/xari,ἄχαρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ga\r,γάρ,particle,migh=|,μίγνυμι,verb,mh\,μή,conjunction,au)ti/ka,αὐτίκα,adverb,me\n,μέν,particle,kefalh\n,κεφαλή,noun,cumme/trws,σύμμετρος,adverb,tara/cai,ταράσσω,verb,e)s,εἰς,preposition,makro\n,μακρός,adjective,de\,δέ,particle,th\n,ὁ,article,qe/rmhn,θέρμη,noun,e)ca/yai,ἐξάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(grh=nai,th\n,ὁ,article,*ri=na,,,proklh/si,,,o(smai=s,,,drimei/asis,,,me\n,μέν,particle,e)s,εἰς,preposition,ai)/sqhsin,αἴσθησις,noun,e)s,εἰς,preposition,du/namin,δύναμις,adjective,de\,δέ,particle,qermai=s,θερμός,adjective,o(koi=on,ὁποῖος,adjective,au)to\,αὐτός,pronoun,to\,ὁ,article,kasto/rion,καστορίδες,noun,h)\,ἠέ,conjunction,qu/mbra,θύμβρα,noun,h)\,ἠέ,conjunction,glh/xwn,βλήχων,noun,h)\,ἠέ,conjunction,qu/mos,θύμος,noun,xlwra\,χλωρός,adjective,h)\,ἠέ,conjunction,chra\,ξηρός,adjective,deuqe/nta,δεύομαι,verb,o)/cei+,ὄξος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drime/wn,farma/kwn,φάρμακον,noun,xri/sies,χρῖσις,noun,kata\,κατά,preposition,tw=n,ὁ,article,podw=n,πούς,noun,kai\,καί,conjunction,gouna/twn,γόνυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δριμύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/lh,de\,δέ,particle,e)/stw,εἰμί,verb,a)leai/nousa,ἀλεαίνω,verb,kai\,καί,conjunction,da/knousa,δάκνω,verb,e)k,ἐκ,preposition,prosagwgh=s,προσαγωγεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὕλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfoi=n,ga\r,γάρ,particle,xre/os,χρέος,noun,lhqargi,,,koi=si,,,e)s,εἰς,preposition,qa/lyin,θάλψις,noun,kai\,καί,conjunction,e)grh/gorsin,ἐγρήγορσις,noun,ta\,ὁ,article,prw=ta,πρότερος,adjective,me\n,μέν,particle,w)=n,οὖν,particle,kai\,καί,conjunction,kni/dh|,κνίδη,adjective,masti/zein,μαστίζω,verb,ta\,ὁ,article,ske/lea,σκέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosi/zousa,ga\r,γάρ,particle,h(,ὁ,article,a)/xnh,ἄχνη,noun,ou)k,οὐ,adverb,e)s,εἰς,preposition,pollo\n,πολύς,adjective,me\n,μέν,particle,diarke/ei,διαρκέω,verb,a)/lupon,ἄλυπον,noun,de\,δέ,particle,o)dachsmo\n,ὀδαξησμός,noun,kai\,καί,conjunction,po/non,πόνος,noun,e)ndidoi=,ἐνδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
