word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
puqo/menoi,πύθω,verb,de\,δέ,particle,oi(,ἕ,pronoun,e)n,ἐν,preposition,a)/stei,ἄστυ,noun,kai\,καί,conjunction,dei/santes,δείδω,verb,mh\,μή,conjunction,eu)qu\s,εὐθύς,adverb,e)pi\,ἐπί,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,e)/lqoi,ἔρχομαι,verb,to/,ὁ,article,te,τε,particle,tei=xos,τεῖχος,noun,e)plh/roun,πληρόω,verb,li/qwn,λίθος,adjective,kai\,tou\s,ὁ,article,ge/rontas,γέρων,noun,w(/plizon,ὁπλίζω,verb,o(/plwn,ὅπλον,noun,me\n,μέν,particle,a)porou=ntes,ἀφοράω,verb,ta\,ὁ,article,de\,δέ,particle,la/fura,λάφυρα,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,i(erw=n,ἱερά,noun,katafe/rontes,καταφέρω,verb,a(\,e)k,ἐκ,preposition,pole/mwn,πόλεμος,noun,a)/llwn,ἄλλος,adjective,ko/smos,κόσμος,noun,au)toi=s,αὐτός,pronoun,perie/keito,περίκειμαι,verb,,,,καί,conjunction,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dikta/tora/,δικτάτωρ,noun,te,τε,particle,w(s,ὡς,conjunction,e)n,ἐν,preposition,kindu/nw|,κίνδυνος,noun,*fa/bion,Φάβιος,proper,ei(/lonto,αἱρέω,verb,*ma/cimon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anni/bas,Ἀννίβας,proper,de/,δέ,particle,qeou=,θεός,noun,para/gontos,παράγω,verb,au)to/n,αὐτός,pronoun,e)pi\,ἐπί,preposition,to\n,ὁ,article,*)io/nion,Ἰόνιος,proper,au)=qis,αὖθις,adverb,e)tra/ph,τέρπω,verb,kai\,καί,conjunction,th\n,ὁ,article,para/lion,παράλιον,noun,o(deu/wn,ὁδεύω,verb,e)po/rqei,πορθέω,verb,lei/an,λεία,noun,te,τε,particle,perih/laune,περιελαύνω,verb,pollh/n,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*seroui/lios,Σερουίλιος,proper,d',δέ,particle,u(/patos,ὕπατος,adjective,a)ntipariw\n,ἀντιπάρειμι,verb,au)tw=|,αὐτός,pronoun,kath=|ren,καταίρω,verb,e)s,εἰς,preposition,*)ari/minon,,,a)pe/xwn,ἀπέχω,verb,*)anni/bou,Ἀννίβας,proper,mi/an,εἷς,adjective,h(me/ran,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,th\n,ὁ,article,stratia\n,στρατία,noun,sunei=xe,συνόχωκα,verb,kai\,καί,conjunction,tou\s,ὁ,article,e)/ti,ἔτι,adverb,fi/lous,φίλος,adjective,*keltw=n,Κελτός,proper,a)peqa/rrunen,,,e(/ws,ἕως,conjunction,a)fiko/menos,ἀφικνέομαι,verb,*fa/bios,Φάβιος,proper,*ma/cimos,,,o(,ὁ,article,dikta/twr,δικτάτωρ,noun,*seroui/lion,Σερουίλιος,proper,me\n,μέν,particle,e)s,εἰς,preposition,*(rw/mhn,,,e)/pempen,w(s,ὡς,conjunction,ou)/te,οὔτε,adverb,u(/paton,ὕπατος,adjective,ou)/te,οὔτε,adverb,strathgo\n,στρατηγός,noun,e)/ti,ἔτι,adverb,o)/nta,εἰμί,verb,dikta/toros,δικτάτωρ,noun,h(|rhme/nou,αἱρέω,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,tw=|,ὁ,article,*)anni/ba|,Ἀννίβας,proper,parakolouqw=n,e)s,εἰς,preposition,me\n,μέν,particle,xei=ras,χείρ,noun,ou)k,οὐ,adverb,h)/|ei,εἶμι,verb,polla/kis,πολλάκις,adverb,e)kei/nou,ἐκεῖνος,pronoun,πέμπω,verb,παρακολουθέω,verb,prokaloume/nou,προκαλέω,verb,poliorkei=n,πολιορκέω,verb,d',δέ,particle,ou)de/na,οὐδείς,pronoun,ei)/a,ἀίω,verb,parafula/sswn,παραφυλάσσω,verb,kai\,καί,conjunction,e)pikei/menos,ἐπίκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de/,δέ,particle,th=s,ὁ,article,xw/ras,χώρα,noun,e)canalwme/nhs,,,trofw=n,τροφή,noun,h)po/rei,ἀπορέω,verb,kai\,καί,conjunction,au)th\n,αὐτός,pronoun,au)=qis,αὖθις,adverb,periiw\n,περίειμι,verb,e(ka/sths,ἕκαστος,adjective,h(me/ras,ἡμέρα,noun,e)ce/tasse,ἐξετάζω,verb,prokalou/menos,προκαλέω,verb,e)s,εἰς,preposition,ma/xhn,μάχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fa/bios,Φάβιος,proper,d',δέ,particle,ou),οὐ,adverb,suneple/keto,συμπλέκω,verb,katagignw/skontos,,,au)tou=,αὐτός,pronoun,*minouki/ou,Μινούκιος,proper,*(rou/fou,,,o(\s,ὅς,pronoun,i(/pparxos,ἵππαρχος,noun,me\n,μέν,particle,h)=n,εἰμί,verb,au)tw=|,αὐτός,pronoun,e)/grafe,γράφω,verb,d',δέ,particle,e)s,εἰς,preposition,*(rw/mhn,,,toi=s,ὁ,article,fi/lois,φίλος,adjective,w(s,ὡς,conjunction,o)knoi/h,*fa/bios,Φάβιος,proper,u(po\,ὑπό,preposition,deili/as,δειλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀκνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diadramo/ntos,διατρέχω,verb,d',δέ,particle,e)s,εἰς,preposition,*(rw/mhn,,,e)pi\,ἐπί,preposition,qusi/as,θυσία,noun,tina\s,τις,pronoun,tou=,ὁ,article,*fabi/ou,Φάβιος,proper,o(,ὁ,article,*minou/kios,Μινούκιος,proper,h(gou/menos,ἡγέομαι,verb,tou=,ὁ,article,stratou=,στρατός,noun,suneple/kh,συμπλέκω,verb,tina\,τις,pronoun,ma/xhn,μάχη,noun,tw=|,ὁ,article,*)anni/ba|,Ἀννίβας,proper,kai\,καί,conjunction,do/cas,ple/on,πλέος,adjective,e)/xein,ἔχω,verb,qrasu/teron,θρασύς,adjective,e)s,εἰς,preposition,*(rw/mhn,,,e)pe/stelle,ἐπιστέλλω,verb,th=|,ὁ,article,boulh=|,βουλεύς,noun,to\n,ὁ,article,*fa/bion,Φάβιος,proper,ai)tiw/menos,αἰτιάομαι,verb,ou)k,οὐ,adverb,e)qe/lonta,ἐθέλω,verb,nikh=sai,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,boulh/,βουλή,noun,e)panelhluqo/tos,ἐπανέρχομαι,verb,e)s,εἰς,preposition,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,h)/dh,ἤδη,adverb,tou=,ὁ,article,*fabi/ou,Φάβιος,proper,i)/son,ἴσος,adjective,i)sxu/ein,ἰσχύω,verb,au)tw=|,αὐτός,pronoun,to\n,ὁ,article,i(/pparxon,ἵππαρχος,noun,a)pe/fhnen,ἀποφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,merisa/menoi,μερίζω,verb,th\n,ὁ,article,stratia\n,στρατία,noun,plhsi/on,πλησίος,adjective,a)llh/lwn,ἀλλήλων,pronoun,e)stratope/deuon,στρατοπεδεύω,verb,kai\,καί,conjunction,th=s,ὁ,article,gnw/mhs,γνώμη,noun,e(ka/teros,ἑκάτερος,adjective,ei)/xonto,ἔχω,verb,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,*fa/bios,Φάβιος,proper,me\n,μέν,particle,e)ktru/xein,ἐκτρύχω,verb,*)anni/ban,Ἀννίβας,proper,tw=|,xro/nw|,χρόνος,noun,kai\,καί,conjunction,peira=sqai,πειράω,verb,mhde\n,μηδείς,pronoun,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,paqei=n,πάσχω,verb,o(,ὁ,article,de\,δέ,particle,*minou/kios,Μινούκιος,proper,ma/xh|,μάχη,noun,diakriqh=nai,διακρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunio/ntos,σύνειμι,verb,de\,δέ,particle,e)s,εἰς,preposition,ma/xhn,μάχη,noun,tou=,ὁ,article,*minouki/ou,Μινούκιος,proper,*fa/bios,Φάβιος,proper,to\,ὁ,article,me/llon,μέλλω,verb,e)/sesqai,εἰμί,verb,proorw=n,προοράω,verb,e)n,ἐν,preposition,me/sw|,μέσος,adjective,th\n,ὁ,article,stratia\n,στρατία,noun,a)tremou=san,ἀτρεμέω,verb,e)/sthse,ἵστημι,verb,th\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,tou\s,tou=,ὁ,article,*minouki/ou,Μινούκιος,proper,trape/ntas,τέρπω,verb,a)nela/mbane,ἀναλαμβάνω,verb,tou\s,ὁ,article,d',δέ,particle,*)anni/bou,Ἀννίβας,proper,diw/kontas,διώκω,verb,a)pekrou/eto,ἀποκρούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*fa/bios,Φάβιος,proper,me\n,μέν,particle,w(=de,ὧδε,adverb,th\n,ὁ,article,sumfora\n,συμφορά,noun,e)pekou/fise,ἐπικουφίζω,verb,tw=|,ὁ,article,*minouki/w|,Μινούκιος,proper,ou)de\n,οὐδείς,pronoun,e)pimhni/sas,ἐπιμηνίω,verb,th=s,ὁ,article,diabolh=s,διαβολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*minou/kios,Μινούκιος,proper,au(tou=,ἑαυτοῦ,pronoun,katagnous,,,a)peiri/an,ἀπειρία,noun,a)pe/qeto,ἀποτίθημι,verb,th\n,ὁ,article,a)rxh/n,ἀρχή,noun,kai\,καί,conjunction,to\,ὁ,article,me/ros,μέρος,noun,tou=,ὁ,article,stratou=,στρατός,noun,pare/dwke,παραδίδωμι,verb,tw=|,ὁ,article,*fabi/w|,Φάβιος,proper,h(goume/nw|,ἡγέομαι,verb,pro\s,πρός,preposition,a)/ndra,ἀνήρ,noun,texni/thn,ma/xhs,μάχη,noun,e(/na,ἕνος,adjective,kairo\n,καιρός,noun,ei)=nai,εἰμί,verb,th\n,ὁ,article,a)na/gkhn,ἀνάγκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τεχνίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=,ἕ,pronoun,dh\,δή,particle,kai\,καί,conjunction,o(,ὁ,article,*sebasto\s,σεβαστός,adjective,u(/steron,ὕστερος,adjective,polla/kis,πολλάκις,adverb,e)me/mnhto,μιμνήσκω,verb,ou)k,οὐ,adverb,w)\n,εἰμί,verb,eu)xerh\s,εὐχερής,adverb,ou)d',οὐδέ,particle,ou(=tos,οὗτος,pronoun,e)s,εἰς,preposition,ma/xas,μάχη,noun,ma=llon,μᾶλλον,adverb,to/lmh|,τόλμα,noun,h)\,ἠέ,conjunction,te/xnh|,τέχνη,noun,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fa/bios,Φάβιος,proper,me\n,μέν,particle,ou)=n,οὖν,particle,au)=qis,αὖθις,adverb,o(moi/ws,ὅμοιος,adjective,e)fu/lasse,φυλάσσω,verb,to\n,ὁ,article,*)anni/ban,Ἀννίβας,proper,kai\,καί,conjunction,th\n,ὁ,article,xw/ran,χώρα,noun,porqei=n,πορθέω,verb,e)kw/luen,κωλύω,verb,ou),οὐ,adverb,sumpleko/menos,συμπλέκω,verb,au)tou=,αὐτός,pronoun,tw=|,ὁ,article,stratw=|,στρατός,noun,panti/,πᾶς,adjective,toi=s,ὁ,article,d',a)poskidname/nois,ἀποσκίδναμαι,verb,mo/nois,μόνος,adjective,e)pitiqe/menos,ἐπιτίθημι,verb,kai\,καί,conjunction,safw=s,σαφής,adverb,ei)dw\s,οἶδα,verb,a)porh/sonta,ἀπορέω,verb,trofw=n,τροφή,noun,au)ti/ka,αὐτίκα,adverb,to\n,ὁ,article,*)anni/ban,Ἀννίβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stenh=s,στενός,adjective,de\,δέ,particle,dio/dou,δίοδος,noun,plhsiazou/shs,πλησιάζω,verb,o(,ὁ,article,me\n,μέν,particle,*)anni/bas,Ἀννίβας,proper,au)th\n,αὐτός,pronoun,ou),οὐ,adverb,proei/deto,προεῖδον,verb,*fa/bios,Φάβιος,proper,de\,δέ,particle,prope/myas,προπέμπω,verb,tetrakisxili/ous,τετρακισχίλιοι,adjective,kate/labe,καταλαμβάνω,verb,kai\,καί,conjunction,toi=s,ὁ,article,loipoi=s,λοιπός,adjective,au)to\s,αὐτός,pronoun,e)pi\,ἐπί,preposition,qa/tera,e)stratope/deuen,στρατοπεδεύω,verb,e)pi\,ἐπί,preposition,lo/fou,λόφος,noun,karterou=,καρτερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*)anni/bas,Ἀννίβας,proper,w(s,ὡς,conjunction,h)/|sqeto,αἰσθάνομαι,verb,lhfqei\s,λαμβάνω,verb,e)n,ἐν,preposition,me/sw|,μέσος,adjective,*fabi/ou,Φάβιος,proper,te,τε,particle,kai\,καί,conjunction,tw=n,ὁ,article,stenw=n,στένος,noun,fulassome/nwn,φυλάσσω,verb,e)/deise,δείδω,verb,me\n,μέν,particle,w(s,ὡς,conjunction,ou)/,οὐ,adverb,pote,ποτέ,particle,pro/teron,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,ei)=xe,ἔχω,verb,die/codon,διέξοδος,noun,a)lla\,ἀλλά,adverb,pa/nta,πᾶς,adjective,h)=n,εἰμί,verb,a)po/krhmna,ἀπόκρημνος,adjective,kai\,καί,conjunction,du/sbata,δύσβατος,adjective,ou)d',οὐδέ,particle,h)/lpize,ἐλπίζω,verb,*fa/bion,Φάβιος,proper,h)\,ἠέ,conjunction,tou\s,ὁ,article,e)pi\,ἐπί,preposition,tw=n,ὁ,article,stenw=n,στένος,noun,bia/sesqai,βιάω,verb,dia\,διά,preposition,th\n,tw=n,ὁ,article,xwri/wn,χωρίον,noun,o)xuro/thta,ὀχυρότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=de,ὧδε,adverb,d',δέ,particle,e)/xwn,ἔχω,verb,a)pori/as,ἀπορία,noun,tou\s,ὁ,article,me\n,μέν,particle,ai)xmalw/tous,αἰχμάλωτος,adjective,e)s,εἰς,preposition,pentakisxili/ous,πεντακισχίλιοι,adjective,o)/ntas,εἰμί,verb,kate/sfacen,κατασφάζω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,kindu/nw|,κίνδυνος,noun,newteri/seian,νεωτερίζω,verb,bou=s,βοῦς,noun,de\,δέ,particle,o(/sas,ὅσος,adjective,ei)=xen,e)n,ἐν,preposition,tw=|,ὁ,article,stratope/dw|polu\,,,de\,δέ,particle,plh=qos,πλῆθος,noun,h)=n',εἰμί,verb,toi=s,ὁ,article,ke/rasin,κέρας,noun,au)tw=n,αὐτός,pronoun,da=|das,δαίς,adjective,perie/qhke,περιτίθημι,verb,kai\,καί,conjunction,nukto\s,νύξ,adjective,e)pigenome/nhs,ta\s,ὁ,article,da=|das,δαίς,adjective,e)ca/yas,ἐξάπτω,verb,to\,ὁ,article,loipo\n,λοιπός,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,ἔχω,verb,ἐπιγίγνομαι,verb,stratope/dw|,στρατόπεδον,noun,pu=r,πῦρ,noun,e)/sbese,σβέννυμι,verb,kai\,καί,conjunction,sigh\n,σιγή,noun,baqei=an,βαθύς,adjective,e)/xein,ἔχω,verb,parh/ggeile,παραγγέλλω,verb,toi=s,ὁ,article,d',δέ,particle,eu)tolmota/tois,εὔτολμος,adjective,tw=n,ὁ,article,ne/wn,νέος,adjective,e)ke/leuse,κελεύω,verb,ta\s,ὁ,article,bou=s,βοῦς,noun,e)lau/nein,ἐλαύνω,verb,meta\,μετά,preposition,spoudh=s,σπουδή,noun,a)/nw,ἄνω,adverb,pro\s,πρός,preposition,ta\,ὁ,article,a)po/krhmna,ἀπόκρημνος,adjective,a(\,ὅς,pronoun,h)=n,εἰμί,verb,e)n,ἐν,preposition,me/sw|,μέσος,adjective,tou=,ὁ,article,te,τε,particle,*fabi/ou,Φάβιος,proper,kai\,καί,conjunction,tw=n,ὁ,article,stenw=n,στένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,
