word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
ou(/tw,οὕτως,adverb,d',δέ,particle,e)/sflasis,ἔσφλασις,noun,a)\n,ἄν,particle,ei)/h,ἀίω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)/ti,ἔτι,adverb,e(/drh,ἕδρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ste/on,ὀστέον,noun,titrw/sketai,τιτρώσκω,verb,a)/llh|,ἄλλῃ,adverb,th=s,ὁ,article,kefalh=s,κεφαλή,noun,h)\,ἠέ,conjunction,h(=|,ὅς,pronoun,to\,ὁ,article,e(/lkos,ἕλκος,noun,e)/xei,ἔχω,verb,w(/nqrwpos,kai\,καί,conjunction,to\,ὁ,article,o)ste/on,ὀστέον,noun,e)yilw/qh,ψιλόω,verb,th=s,ὁ,article,sarko/s,σάρξ,adjective,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mptos,πέμπτος,adjective,ou(=tos,οὗτος,pronoun,tro/pos,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau/thn,οὗτος,pronoun,th\n,ὁ,article,cumforh\n,συμφορά,noun,o(/tan,ὅταν,conjunction,ge/nhtai,γίγνομαι,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)/xois,ἔχω,verb,w)felh=sai,ὠφελέω,verb,ou)de/n,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,ei),εἰ,conjunction,pe/ponqe,πάσχω,verb,to\,ὁ,article,kako\n,κακός,adjective,tou=to,οὗτος,pronoun,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,o(/kws,ὅπως,conjunction,xrh\,au)to\n,αὐτός,pronoun,e)cele/gcanta,ἐξελέγχω,verb,ei)de/nai,οἶδα,verb,ei),εἰ,conjunction,pe/ponqe,πάσχω,verb,to\,ὁ,article,χρή,verb,kako\n,κακός,adjective,tou=to,οὗτος,pronoun,w(/nqrwpos,ἄνθρωπος,noun,ou)d',οὐδέ,particle,o(/koi,th=s,ὁ,article,kefalh=s,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅποι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,tw=n,ὁ,article,tro/pwn,τρόπος,noun,th=s,ὁ,article,kath/cios,,,e)s,εἰς,preposition,pri/sin,,,a)fh/kei,ἀφήκω,verb,h(/,ὅς,pronoun,te,τε,particle,fla/sis,h(,ὁ,article,a)fanh\s,ἀφανής,adjective,i)dei=n,εἶδον,verb,kai\,καί,conjunction,h)/n,ἐάν,conjunction,pws,πως,particle,φλάσις,noun,tu/xh|,τύχη,noun,fanerh\,φανερός,adjective,genome/nh,γίγνομαι,verb,kai\,καί,conjunction,h(,*rwgmh\,,,h(,ὁ,article,a)fanh\s,i)dei=n,εἶδον,verb,kai\,καί,conjunction,h)\n,ἐάν,conjunction,fanerh\,φανερός,adjective,h)=|,εἰμί,verb,,,,,,,,,,,,,,ὁ,article,ἀφανής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,e(/drhs,ἕδρα,noun,genome/nhs,γίγνομαι,verb,tou=,ὁ,article,be/leos,βέλος,noun,e)n,ἐν,preposition,tw=|,ὁ,article,o)ste/w|,ὀστέον,noun,prosge/nhtai,προσγίγνομαι,verb,*rwgmh\,kai\,καί,conjunction,fla/sis,φλάσις,noun,th=|,ὁ,article,e(/drh|,ἕδρα,noun,kai\,καί,conjunction,h)\n,ἐάν,conjunction,,,fla/sis,φλάσις,noun,mou=non,μόνος,adjective,prosge/nhtai,προσγίγνομαι,verb,a)/neu,ἄνευ,preposition,*rwgmh=s,th=|,ὁ,article,e(/drh|,ἕδρα,noun,kai\,au(/th,οὗτος,pronoun,e)s,εἰς,preposition,pri/sin,,,a)fh/kei,ἀφήκω,verb,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,e)/sw,ἔσω,adjective,e)sflw/menon,ἐσφλάω,verb,o)ste/on,ὀστέον,noun,e)k,ἐκ,preposition,th=s,ὁ,article,fu/sios,φύσις,noun,th=s,ὁ,article,e(wutou=,ἑαυτοῦ,pronoun,o)li/ga,tw=n,ὁ,article,pollw=n,πολύς,adjective,pri/sios,πρῖσις,noun,prosdei=tai,προσδέομαι,verb,,,,,,,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,ma/lista,μάλιστα,adverb,e)sflasqe/nta,,,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,katar)*rage/nta,,,tau=ta,οὗτος,pronoun,pri/sios,πρῖσις,noun,h(/kista,ἥκιστος,adjective,ke/xrhtai,,,,,,,,,,,,,,,,,,,χράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,e(/drh,ἕδρα,noun,au)th\,αὐτός,pronoun,e)f',ἐπί,preposition,e(wuth=s,ἑαυτοῦ,pronoun,genome/nh,γίγνομαι,verb,a)/ter,ἄτερ,preposition,*rwgmh=s,,,kai\,καί,conjunction,fla/sios,φλάσις,noun,ou)de\,au)th\,αὐτός,pronoun,pri/sios,πρῖσις,noun,dei=tai,δέομαι,verb,,,,,,,,,,οὐδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,h(,ὁ,article,diakoph\,διακοπή,noun,h)\n,ἐάν,conjunction,mega/lh,μέγας,adverb,kai\,καί,conjunction,eu)re/h,εὐρύς,adjective,ou)d',οὐδέ,particle,au)th/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diakoph\,διακοπή,noun,ga\r,γάρ,particle,kai\,καί,conjunction,e(/drh,ἕδρα,noun,twu)to/n,αὐτός,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,de\,δέ,particle,xrh\,χρή,verb,to\n,ὁ,article,trwmati/hn,τραυματίης,noun,spopei=sqai,,,o(/ph,ὅπη,adverb,e)/xei,ἔχω,verb,to\,ὁ,article,trw=ma,τραῦμα,noun,th=s,kefalh=s,κεφαλή,noun,e)i)/t',,,e)n,ἐν,preposition,toi=sin,ὁ,article,i)sxurote/roisin,ἰσχυρός,adjective,ei)/t',εἴτε,adverb,ὁ,article,e)n,ἐν,preposition,toi=sin,ὁ,article,a)sqeneste/roisi,ἀσθενής,adjective,kai\,καί,conjunction,ta\s,tri/xas,θρίξ,noun,katamanqa/nein,καταμανθάνω,verb,ta\s,peri\,περί,preposition,to\,ὁ,article,e(/lkos,ἕλκος,noun,ei),εἰ,conjunction,diakeko/fatai,διακόπτω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,be/leos,βέλος,noun,kai\,ei),εἰ,conjunction,ὁ,article,ὁ,article,καί,conjunction,e)/sw,ἔσω,adjective,h)/i+san,ἀείδω,verb,e)s,εἰς,preposition,to\,ὁ,article,trw=ma,τραῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,tou=to,οὗτος,pronoun,h)=|,εἰμί,verb,fa/nai,φαίνω,verb,kinduneu/ein,κινδυνεύω,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,yilo\n,ψιλός,adjective,ei)=nai,εἰμί,verb,th=s,sarko\s,σάρξ,adjective,kai\,καί,conjunction,e)/xein,ἔχω,verb,ti,τις,pronoun,si/nos,σίνος,noun,to\,ὁ,article,ὁ,article,o)ste/on,ὀστέον,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,be/leos,βέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,xrh\,χρή,verb,a)po/prosqen,ἀπόπροσθεν,adverb,skeya/menon,σκέπτομαι,verb,le/cai,λέγω,verb,mh\,μή,conjunction,a(pto/menon,ἅπτω,verb,tou=,ὁ,article,a)nqrw/pou,,,,,,,,,,,,,,,,,,,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(pto/menon,ἅπτω,verb,d',δέ,particle,h)/dh,ἤδη,adverb,peira=sqai,πειράω,verb,ei)de/nai,οἶδα,verb,sa/fa,σάφα,adverb,ei)/,εἰ,conjunction,e)sti,εἰμί,verb,yilo\n,ψιλός,adjective,to\,ὁ,article,o)ste/on,th=s,ὁ,article,sarko\s,σάρξ,adjective,h)\,ἠέ,conjunction,ou)/,οὐ,adverb,,,,,,,ὀστέον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,me\n,μέν,particle,katafane\s,καταφανής,adverb,h)=|,εἰμί,verb,toi=sin,ὁ,article,o)fqalmoi=si,ὀφθαλμός,noun,to\,ὁ,article,o)ste/on,ὀστέον,noun,yilo/n,ψιλός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,th=|,ὁ,article,mh/lh|,μήλη,noun,ske/ptesqai,σκέπτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,me\n,μέν,particle,eu(/rh|s,εὑρίσκω,verb,yilo\n,ψιλός,adjective,e)o\n,εἰμί,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,th=s,ὁ,article,sarko\s,σάρξ,adjective,kai\,mh\,μή,conjunction,u(gie\s,ὑγιής,adverb,a)po\,ἀπό,preposition,tou=,ὁ,article,trw/matos,τραῦμα,noun,xrh\,χρή,verb,καί,conjunction,tou=,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,o)ste/w|,ὀστέον,noun,e)o/ntos,th\n,ὁ,article,dia/gnwsin,διάγνωσις,noun,prw=ta,poie/esqai,ποιέω,verb,o(re/onta,ὁράω,verb,o(/son,ὅσος,adjective,te/,τε,particle,e)sti,εἰμί,verb,to\,ὁ,article,kako\n,κακός,adjective,kai\,καί,conjunction,ti/nos,dei=tai,δέομαι,verb,εἰμί,verb,πρότερος,adjective,τίς,pronoun,e)/rgou,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,de\,δέ,particle,kai\,καί,conjunction,e)rwta=|n,ἐρωτάω,verb,to\n,ὁ,article,tetrwme/non,τιτρώσκω,verb,o(/kws,ὅπως,conjunction,e)/paqe,πάσχω,verb,kai\,καί,conjunction,ti/na,τίς,pronoun,tro/pon,,,,,,,,,,,,,,,,,,,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
