word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS
a,,,h)\,poreu/qhti,πορεύω,verb,pro\s,th\n,ὁ,article,me/lissan,μέλισσα,noun,kai\,καί,conjunction,ma/qe,w(s,ὡς,conjunction,e)rga/tis,ἐργάτις,noun,e)sti\n,εἰμί,verb,th/n,ὁ,article,te,τε,particle,e)rgasi/an,ἐργασία,noun,w(s,ὡς,conjunction,semnh\n,σεμνός,adjective,poiei=tai,ποιέω,verb,h(=s,ὅς,pronoun,tou\s,ὁ,article,po/nous,πόνος,noun,basilei=s,βασιλεύς,noun,kai\,καί,conjunction,i)diw=tai,ἰδιώτης,noun,pro\s,πρός,preposition,u(gi/eian,ὑγίεια,noun,pros,,,fe/rontai,φέρω,verb,poqeinh\,ποθεινός,adjective,de/,δέ,particle,e)stin,εἰμί,verb,pa=sin,πᾶς,adjective,kai\,καί,conjunction,e)pi/docos,ἐπίδοξος,adjective,kai/per,καίπερ,particle,ou)=sa,εἰμί,verb,th=|,ὁ,article,r(w/mh|,ῥώμη,noun,a)sqenh/s,ἀσθενής,adjective,th\n,ὁ,article,sofi/an,σοφία,noun,timh/sasa,τιμάω,verb,proh/xqh,προάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,πρός,preposition,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/ws,ἕως,conjunction,ti/nos,o)knhre/,ὀκνηρός,adjective,kata/keisai,po/te,πότε,adverb,de\,δέ,particle,e)c,ἐκ,preposition,u(/pnou,e)gerqh/sh|,ἐγείρω,verb,o)li/gon,ὀλίγος,adjective,me\n,μέν,particle,u(pnoi=s,ὑπνάω,verb,o)li/gon,ὀλίγος,adjective,de\,δέ,particle,ka/qhsai,κάθημαι,verb,mikro\n,μικρός,adjective,de\,δέ,particle,nusta/zeis,νυστάζω,verb,o)li/gon,ὀλίγος,adjective,de\,δέ,particle,e)nagkali/zh|,ἐναγκαλίζομαι,verb,xersi\n,χείρ,noun,sth/qh,στῆθος,noun,ei)=t,,,e)mparagi/netai/,ἐμπαραγίγνομαι,verb,soi,σύ,pronoun,w(/sper,ὥσπερ,adverb,kako\s,κακός,adjective,o(doipo/ros,ὁδοιπόρος,noun,h(,ὁ,article,peni/a,πενία,noun,kai\,καί,conjunction,h(,ὁ,article,e)/ndeia,ἔνδεια,noun,w(/sper,ὥσπερ,adverb,a)gaqo\s,ἀγαθός,adjective,dromeu/s,δρομεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,κατάκειμαι,verb,ὕπνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,e)a\n,de\,δέ,particle,a)/oknos,h)=|s,εἰμί,verb,h(/cei,ἥκω,verb,w(/sper,ὥσπερ,adverb,phgh\,o(,ὁ,article,a)mhto/s,ἄμητος,noun,sou,σύ,pronoun,h(,ὁ,article,de\,δέ,particle,e)/ndeia,ἔνδεια,noun,w(/sper,ὥσπερ,adverb,kako\s,κακός,adjective,dromeu\s,δρομεύς,noun,a)pautomolh/sei,ἀπαυτομολέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,ἄοκνος,adjective,πηγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anh\r,ἀνήρ,noun,a)/frwn,kai\,καί,conjunction,para/nomos,poreu/etai,πορεύω,verb,o(dou\s,ὁδός,adjective,ou)k,οὐ,adverb,a)gaqa/s,o(,ὁ,article,d',δέ,particle,au)to\s,αὐτός,pronoun,e)nneu/ei,ἐννεύω,verb,o)fqalmw=|,ὀφθαλμός,noun,shmai/nei,σημαίνω,verb,de\,δέ,particle,podi/,ποδίς,noun,dida/skei,διδάσκω,verb,de\,δέ,particle,e)nneu/masin,ἔννευμα,noun,daktu/lwn,δάκτυλος,noun,diestramme/nh|,διαστρέφω,verb,de\,δέ,particle,kardi/a|,καρδία,noun,tektai/netai,τεκταίνομαι,verb,kaka\,κακός,adjective,e)n,ἐν,preposition,panti\,πᾶς,adjective,kairw=|,καιρός,noun,o(,ὁ,article,toiou=tos,τοιοῦτος,adjective,taraxa\s,ταραχή,noun,suni/sthsin,συνίστημι,verb,po/lei,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄφρων,adjective,παράνομος,adjective,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tou=to,e)capi/nhs,ἐξαπίνης,adverb,e)/rxetai,h(,ὁ,article,a)pw/leia,ἀπώλεια,noun,au)tou=,αὐτός,pronoun,diakoph\,kai\,καί,conjunction,suntribh\,συντριβή,noun,a)ni/atos,ἀνίατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,ἔρχομαι,verb,διακοπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,xai/rei,pa=sin,πᾶς,adjective,oi(=s,misei=,μισέω,verb,o(,ὁ,article,ku/rios,κῦρος,noun,suntri/betai,de\,δέ,particle,di',διά,preposition,a)kaqarsi/an,ἀκαθαρσία,noun,yuxh=s,ψυχή,noun,o)fqalmo\s,ὀφθαλμός,noun,u(bristou=,ὑβριστής,noun,glw=ssa,γλῶσσα,noun,a)/dikos,ἄδικος,adjective,xei=res,χείρ,noun,e)kxe/ousai,ἐκχέω,verb,ai(=ma,αἷμα,noun,dikai/ou,δίκαιος,adjective,kai\,καί,conjunction,kardi/a,καρδία,noun,tektainome/nh,τεκταίνομαι,verb,logismou\s,λογισμός,noun,kakou\s,κακός,adjective,kai\,καί,conjunction,po/des,πούς,noun,e)pispeu/dontes,ἐπισπεύδω,verb,kakopoiei=n,κακοποιέω,verb,e)kkai/ei,ἐκκαίω,verb,yeu/dh,ψεῦδις,noun,ma/rtus,μάρτυς,noun,a)/dikos,ἄδικος,adjective,kai\,καί,conjunction,e)pipe/mpei,ἐπέπειμι,verb,kri/seis,κρίσις,adjective,a)na\,ἀνά,preposition,me/son,μέσος,adjective,a)delfw=n,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χαίρω,verb,ὅς,pronoun,συντρίβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ui(e/,υἱός,noun,fu/lasse,no/mous,νόμος,noun,patro/s,sou,σύ,pronoun,kai\,καί,conjunction,mh\,μή,conjunction,a)pw/sh|,qesmou\s,θεσμός,noun,mhtro/s,μήτηρ,noun,sou,σύ,pronoun,a)/fayai,ἀφάπτω,verb,de\,δέ,particle,au)tou\s,αὐτός,pronoun,e)pi\,ἐπί,preposition,sh=|,σός,adjective,yuxh=|,ψυχή,noun,dia\,διά,preposition,panto\s,πᾶς,adjective,kai\,καί,conjunction,e)gkloi/wsai,ἐγκλοιόω,verb,e)pi\,ἐπί,preposition,sw=|,σός,adjective,traxh/lw|,τράχηλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φυλάσσω,verb,πατήρ,noun,ἀπωθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ni/ka,ἡνίκα,adverb,a)\n,peripath=|s,περιπατέω,verb,e)pa/gou,au)th/n,αὐτός,pronoun,kai\,καί,conjunction,meta\,μετά,preposition,sou=,e)/stw,εἰμί,verb,w(s,ὡς,conjunction,d',δέ,particle,a)\n,ἄν,particle,kaqeu/dh|s,καθεύδω,verb,fulasse/tw,φυλάσσω,verb,se,σύ,pronoun,i(/na,ἵνα,conjunction,e)geirome/nw|,ἐγείρω,verb,sullalh=|,συλλαλέω,verb,soi,σύ,pronoun,o(/ti,ὅστις,pronoun,lu/xnos,λύχνος,noun,e)ntolh\,ἐντολή,noun,no/mou,νόμος,noun,kai\,καί,conjunction,fw=s,φάος,adjective,kai\,καί,conjunction,o(do\s,ὁδός,adjective,zwh=s,ζωή,noun,e)/legxos,ἔλεγχος,noun,kai\,καί,conjunction,paidei/a,παιδεία,noun,tou=,ὁ,article,diafula/ssein,διαφυλάσσω,verb,se,σύ,pronoun,a)po\,ἀπό,preposition,gunaiko\s,γυνή,noun,u(pa/ndrou,ὕπανδρος,adjective,kai\,καί,conjunction,a)po\,ἀπό,preposition,diabolh=s,διαβολή,noun,glw/sshs,γλῶσσα,noun,a)llotri/as,ἀλλότριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,ἐπάγω,verb,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,se,nikh/sh|,νικάω,verb,ka/llous,e)piqumi/a,ἐπιθυμία,noun,mhde\,μηδέ,particle,a)greuqh=|s,ἀγρεύω,verb,soi=s,o)fqalmoi=s,ὀφθαλμός,noun,mhde\,μηδέ,particle,sunarpasqh=|s,συναρπάζω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,au)th=s,αὐτός,pronoun,blefa/rwn,βλέφαρον,noun,timh\,τιμή,noun,ga\r,γάρ,particle,po/rnhs,πόρνη,noun,o(/sh,ὅσος,adjective,kai\,καί,conjunction,e(no\s,εἷς,adjective,a)/rtou,ἄρτος,noun,gunh\,γυνή,noun,de\,δέ,particle,a)ndrw=n,ἀνήρ,noun,timi/as,τίμιος,adjective,yuxa\s,ψυχή,noun,a)greu/ei,ἀγρεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,κάλλος,noun,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)podh/sei,ἀποδέω,verb,tis,pu=r,πῦρ,noun,e)n,ko/lpw|,κόλπος,noun,ta\,ὁ,article,de\,δέ,particle,i(ma/tia,ou),οὐ,adverb,katakau/sei,κατακαίω,verb,h)\,ἠέ,conjunction,peripath/sei,περιπαίω,verb,tis,τις,pronoun,e)p',ἐπί,preposition,a)nqra/kwn,ἄνθραξ,noun,puro/s,πῦρ,noun,tou\s,ὁ,article,de\,δέ,particle,po/das,πούς,noun,ou),οὐ,adverb,katakau/sei,κατακαίω,verb,ou(/tws,οὕτως,adverb,o(,ὁ,article,ei)selqw\n,εἰσέρχομαι,verb,pro\s,πρός,preposition,gunai=ka,γυνή,noun,u(/pandron,ὕπανδρος,adjective,ou)k,οὐ,adverb,a)qw|wqh/setai,ἀθῳόω,verb,ou)de\,οὐδέ,particle,pa=s,πᾶς,adjective,o(,ὁ,article,a(pto/menos,ἅπτω,verb,au)th=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,ἐν,preposition,ἱμάτιον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,qaumasto\n,e)a\n,ἐάν,conjunction,a(lw=|,tis,τις,pronoun,kle/ptwn,κλέπτω,verb,kle/ptei,κλέπτω,verb,ga\r,i(/na,ἵνα,conjunction,e)mplh/sh|,ἐμπίπλημι,verb,th\n,ὁ,article,yuxh\n,ψυχή,noun,peinw=n,πεινάω,verb,e)a\n,ἐάν,conjunction,de\,δέ,particle,a(lw=|,ἁλίσκομαι,verb,a)potei/sei,ἀποτίνω,verb,e(ptapla/sia,ἑπταπλάσιος,adjective,kai\,καί,conjunction,pa/nta,πᾶς,adjective,ta\,ὁ,article,u(pa/rxonta,ὑπάρχω,verb,au)tou=,αὐτός,pronoun,dou\s,δίδωμι,verb,r(u/setai,ῥύομαι,verb,e(auto/n,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θαυμαστός,adjective,ἁλίσκομαι,verb,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,moixo\s,μοιχός,noun,di',e)/ndeian,ἔνδεια,noun,frenw=n,φρήν,noun,a)pw/leian,ἀπώλεια,noun,th=|,yuxh=|,ψυχή,noun,au)tou=,αὐτός,pronoun,peripoiei=tai,περιποιέω,verb,o)du/nas,ὀδύνη,noun,te,τε,particle,kai\,καί,conjunction,a)timi/as,ἀτιμία,noun,u(pofe/rei,ὑποφέρω,verb,to\,ὁ,article,de\,δέ,particle,o)/neidos,ὄνειδος,noun,au)tou=,αὐτός,pronoun,ou)k,οὐ,adverb,e)caleifqh/setai,ἐξαλείφω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,ai)w=na,αἰών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,διά,preposition,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesto\s,μεστός,adjective,ga\r,zh/lou,ζῆλος,noun,qumo\s,a)ndro\s,ἀνήρ,noun,au)th=s,αὐτός,pronoun,ou),οὐ,adverb,fei/setai,e)n,ἐν,preposition,h(me/ra|,ἡμέρα,noun,kri/sews,κρίσις,adjective,ou)k,οὐ,adverb,a)ntalla/cetai,ἀνταλλάσσω,verb,ou)deno\s,οὐδείς,pronoun,lu/trou,λυτρόω,verb,th\n,ὁ,article,e)/xqran,ἔχθρα,noun,ou)de\,οὐδέ,particle,mh\,μή,conjunction,dialuqh=|,διαλύω,verb,pollw=n,πολύς,adjective,dw/rwn,δῶρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,θυμός,noun,φείδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ui(e/,υἱός,noun,fu/lasse,e)mou\s,ἐμός,adjective,lo/gous,ta\s,ὁ,article,de\,δέ,particle,e)ma\s,ἐμός,adjective,e)ntola\s,kru/yon,κρύπτω,verb,para\,παρά,preposition,seautw=|,σαυτοῦ,pronoun,a,,,ui(e/,υἱός,noun,ti/ma,τιμάω,verb,to\n,ὁ,article,ku/rion,κύριος,adjective,kai\,καί,conjunction,i)sxu/seis,ἰσχύω,verb,plh\n,πλήν,preposition,de\,δέ,particle,au)tou=,αὐτός,pronoun,mh\,μή,conjunction,fobou=,φοβέω,verb,a)/llon,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φυλάσσω,verb,λόγος,noun,ἐντολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu/lacon,φυλάσσω,verb,e)ma\s,e)ntola/s,ἐντολή,noun,kai\,biw/seis,βιόω,verb,tou\s,ὁ,article,de\,δέ,particle,e)mou\s,lo/gous,λόγος,noun,w(/sper,ὥσπερ,adverb,ko/ras,κόρη,noun,o)mma/twn,ὄμμα,noun,peri/qou,περιτίθημι,verb,de\,δέ,particle,au)tou\s,αὐτός,pronoun,soi=s,σός,adjective,daktu/lois,δάκτυλος,noun,e)pi/grayon,ἐπιγράφω,verb,de\,δέ,particle,e)pi\,ἐπί,preposition,to\,ὁ,article,pla/tos,πλάτος,adjective,th=s,ὁ,article,kardi/as,καρδία,noun,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμός,adjective,καί,conjunction,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pon,εἶπον,verb,th\n,sofi/an,σοφία,noun,sh\n,a)delfh\n,ἀδελφή,noun,ei)=nai,εἰμί,verb,th\n,ὁ,article,de\,fro/nhsin,φρόνησις,noun,gnw/rimon,γνώριμος,adjective,peripoi/hsai,περιποιέω,verb,seautw=|,σαυτοῦ,pronoun,i(/na,ἵνα,conjunction,se,σύ,pronoun,thrh/sh|,τηρέω,verb,a)po\,ἀπό,preposition,gunaiko\s,γυνή,noun,a)llotri/as,ἀλλότριος,adjective,kai\,καί,conjunction,ponhra=s,πονηρός,adjective,e)a/n,ἐάν,conjunction,se,σύ,pronoun,lo/gois,λόγος,noun,toi=s,ὁ,article,pro\s,πρός,preposition,xa/rin,χάρις,noun,e)mba/lhtai,ἐμβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,σός,adjective,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
