word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
a)na/sthqi,ἀνίστημι,verb,kai\,καί,conjunction,strw=son,στόρεννυμι,verb,seautw=|,σαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,eu)qe/ws,εὐθύς,adverb,a)ne/sth,ἀνίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=dan,,,au)to\n,αὐτός,pronoun,pa/ntes,πᾶς,adjective,oi(,ἕ,pronoun,katoikou=ntes,κατοικέω,verb,*lu/dda,,,kai\,καί,conjunction,to\n,ὁ,article,*sarw=na,,,oi(/tines,ὅστις,pronoun,e)pe/streyan,ἐπιστρέφω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,ku/rion,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)en,ἐν,preposition,*)io/pph|,,,de/,δέ,particle,tis,τις,pronoun,h)=n,εἰμί,verb,maqh/tria,μαθήτρια,noun,o)no/mati,ὄνομα,adjective,*tabeiqa/,,,h(\,ὅς,pronoun,diermhneuome/nh,διερμηνεύω,verb,le/getai,λέγω,verb,*dorka/s,δορκάς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,h)=n,εἰμί,verb,plh/rhs,πλήρης,adverb,e)/rgwn,ἔργον,noun,a)gaqw=n,ἀγαθός,adjective,kai\,καί,conjunction,e)lehmosunw=n,ἐλεημοσύνη,noun,w(=n,ὅς,pronoun,e)poi/ei,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ge/neto,γίγνομαι,verb,de\,δέ,particle,e)n,ἐν,preposition,tai=s,ὁ,article,h(me/rais,ἡμέρα,noun,e)kei/nais,ἐκεῖνος,pronoun,a)sqenh/sasan,ἀσθενέω,verb,au)th\n,αὐτός,pronoun,a)poqanei=n,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lou/santes,λούω,verb,de\,δέ,particle,e)/qhkan,τίθημι,verb,e)n,ἐν,preposition,u(perw/|w|,ὑπερῷον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ggu\s,ἐγγύς,adverb,de\,δέ,particle,ou)/shs,εἰμί,verb,*lu/ddas,,,th=|,ὁ,article,*)io/pph|,,,oi(,ὁ,article,maqhtai\,μαθητής,noun,a)kou/santes,ἀκούω,verb,o(/ti,ὅστις,pronoun,*pe/tros,Πέτρος,proper,e)sti\n,εἰμί,verb,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,a)pe/steilan,ἀποστέλλω,verb,du/o,δύο,adjective,a)/ndras,ἀνήρ,noun,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,parakalou=ntes,παρακαλέω,verb,*mh\,μή,conjunction,o)knhsh|s,,,dielqei=n,διέρχομαι,verb,e(/ws,ἕως,conjunction,h(mw=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nasta\s,ἀνίστημι,verb,de\,δέ,particle,*pe/tros,Πέτρος,proper,sunh=lqen,συνέρχομαι,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\n,ὅς,pronoun,parageno/menon,παραγίγνομαι,verb,a)nh/gagon,ἀνάγω,verb,ei)s,εἰς,preposition,to\,ὁ,article,u(perw=|on,ὑπερῷον,noun,kai\,καί,conjunction,pare/sthsan,παρίστημι,verb,au)tw=|,αὐτός,pronoun,pa=sai,πᾶς,adjective,ai(,ὁ,article,xh=rai,χήρα,noun,klai/ousai,κλαίω,verb,kai\,καί,conjunction,e)pideiknu/menai,ἐπιδείκνυμι,verb,xitw=nas,χιτών,adjective,kai\,καί,conjunction,i(ma/tia,ἱμάτιον,adjective,o(/sa,ὅσος,adjective,e)poi/ei,ποιέω,verb,met',μετά,preposition,au)tw=n,αὐτός,pronoun,ou)=sa,εἰμί,verb,h(,ὁ,article,*dorka/s,δορκάς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kbalw\n,ἐκβάλλω,verb,de\,δέ,particle,e)/cw,ἔξω,adverb,pa/ntas,πᾶς,adjective,o(,ὁ,article,*pe/tros,Πέτρος,proper,kai\,καί,conjunction,qei\s,τίθημι,verb,ta\,ὁ,article,go/nata,γόνυ,noun,proshu/cato,προσεύχομαι,verb,kai\,καί,conjunction,e)pistre/yas,ἐπιστρέφω,verb,pro\s,πρός,preposition,to\,ὁ,article,sw=ma,σῶμα,adjective,ei)=pen,εἶπον,verb,*tabeiqa/,,,a)na/sthqi,ἀνίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,h)/noicen,ἀνοίγνυμι,verb,tou\s,ὁ,article,o)fqalmou\s,ὀφθαλμός,noun,au)th=s,αὐτός,pronoun,kai\,καί,conjunction,i)dou=sa,εἶδον,verb,to\n,ὁ,article,*pe/tron,Πέτρος,proper,a)neka/qisen,ἀνακαθίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dou\s,δίδωμι,verb,de\,δέ,particle,au)th=|,αὐτός,pronoun,xei=ra,χείρ,noun,a)ne/sthsen,ἀνίστημι,verb,au)th/n,αὐτός,pronoun,fwnh/sas,φωνέω,verb,de\,δέ,particle,tou\s,ὁ,article,a(gi/ous,ἅγιος,adjective,kai\,καί,conjunction,ta\s,ὁ,article,xh/ras,χήρα,noun,pare/sthsen,παρίστημι,verb,au)th\n,αὐτός,pronoun,zw=san,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnwsto\n,γνωστός,adjective,de\,δέ,particle,e)ge/neto,γίγνομαι,verb,kaq',κατά,preposition,o(/lhs,ὅλος,adjective,*)io/pphs,,,kai\,καί,conjunction,e)pi/steusan,πιστεύω,verb,polloi\,πολύς,adjective,e)pi\,ἐπί,preposition,to\n,ὁ,article,ku/rion,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ege/neto,γίγνομαι,verb,de\,δέ,particle,h(me/ras,ἡμέρα,noun,i(kana\s,ἱκανός,adjective,mei=nai,μένω,verb,e)n,ἐν,preposition,*)io/pph|,,,para/,παρά,preposition,tini,τις,pronoun,*si/mwni,Σίμων,proper,bursei=,βυρσεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anh\r,ἀνήρ,noun,de/,δέ,particle,tis,τις,pronoun,e)n,ἐν,preposition,*kaisari/a|,,,o)no/mati,ὄνομα,adjective,*kornh/lios,Κορνήλιος,proper,e(katonta/rxhs,ἑκατοντάρχης,noun,e)k,ἐκ,preposition,spei/rhs,σπεῖρα,noun,th=s,ὁ,article,kaloume/nhs,καλέω,verb,*)italikh=s,Ἰταλικός,adjective,eu)sebh\s,εὐσεβής,adjective,kai\,καί,conjunction,fobou/menos,φοβέω,verb,to\n,ὁ,article,qeo\n,θεός,noun,su\n,σύν,preposition,panti\,πᾶς,adjective,tw=|,ὁ,article,oi)/kw|,οἶκος,noun,au)tou=,αὐτός,pronoun,poiw=n,ποιέω,verb,e)lehmosu/nas,ἐλεημοσύνη,noun,polla\s,πολύς,adjective,tw=|,ὁ,article,law=|,λαός,noun,kai\,καί,conjunction,deo/menos,δέομαι,verb,tou=,ὁ,article,qeou=,θεός,noun,dia\,διά,preposition,panto/s,ei)=den,εἶδον,verb,e)n,ἐν,preposition,o(ra/mati,ὅραμα,noun,fanerw=s,φανερός,adjective,w(sei\,ὡσεί,adverb,peri\,περί,preposition,w(/ran,e)na/thn,ἔνατος,adjective,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,a)/ggelon,ἄγγελος,noun,tou=,ὁ,article,πᾶς,adjective,ὥρα,adjective,qeou=,θεός,noun,ei)selqo/nta,εἰσέρχομαι,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,ei)po/nta,εἶπον,verb,au)tw=|,αὐτός,pronoun,*kornh/lie,Κορνήλιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,a)teni/sas,ἀτενίζω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,e)/mfobos,ἔμφοβος,adjective,geno/menos,γίγνομαι,verb,ei)=pen,εἶπον,verb,*ti/,τίς,pronoun,e)stin,εἰμί,verb,ku/rie,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pen,εἶπον,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,*ai(,ὁ,article,proseuxai/,προσευχή,noun,sou,σύ,pronoun,kai\,καί,conjunction,ai(,ὁ,article,e)lehmosu/nai,ἐλεημοσύνη,noun,sou,σύ,pronoun,a)ne/bhsan,ἀναβαίνω,verb,ei)s,εἰς,preposition,mnhmo/sunon,μνημόσυνον,noun,e)/mprosqen,ἔμπροσθεν,adverb,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,pe/myon,πέμπω,verb,a)/ndras,ἀνήρ,noun,ei)s,εἰς,preposition,*)io/pphn,,,kai\,καί,conjunction,meta/pemyai,μεταπέμπω,verb,*si/mwna/,Σίμων,proper,tina,τις,pronoun,o(\s,ὅς,pronoun,e)pikalei=tai,ἐπικαλέω,verb,*pe/tros,Πέτρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ceni/zetai,ξενίζω,verb,para/,παρά,preposition,tini,τις,pronoun,*si/mwni,Σίμων,proper,bursei=,βυρσεύς,noun,w(=|,ὅς,pronoun,e)sti\n,εἰμί,verb,oi)ki/a,οἰκία,noun,para\,παρά,preposition,qa/lassan,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,a)ph=lqen,ἀπέρχομαι,verb,o(,ὁ,article,a)/ggelos,ἄγγελος,noun,o(,ὁ,article,lalw=n,λαλάζω,verb,au)tw=|,αὐτός,pronoun,fwnh/sas,φωνέω,verb,du/o,δύο,adjective,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,kai\,καί,conjunction,stratiw/thn,στρατιώτης,adjective,eu)sebh=,εὐσεβής,adjective,tw=n,ὁ,article,proskarterou/ntwn,προσκαρτερέω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,e)chghsa/menos,ἐξηγέομαι,verb,a(/panta,ἅπας,adjective,au)toi=s,αὐτός,pronoun,a)pe/steilen,ἀποστέλλω,verb,au)tou\s,αὐτός,pronoun,ei)s,εἰς,preposition,th\n,ὁ,article,*)io/pphn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*th=|,ὁ,article,de\,δέ,particle,e)pau/rion,ἐπαύριον,adverb,o(doiporou/ntwn,ὁδοιπορέω,verb,e)kei/nwn,ἐκεῖνος,pronoun,kai\,καί,conjunction,th=|,ὁ,article,po/lei,πόλις,adjective,e)ggizo/ntwn,,,a)ne/bh,ἀναβαίνω,verb,*pe/tros,Πέτρος,proper,e)pi\,ἐπί,preposition,to\,ὁ,article,dw=ma,δῶμα,noun,proseu/casqai,προσεύχομαι,verb,peri\,περί,preposition,w(/ran,ὥρα,adjective,e(/kthn,ἕκτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ge/neto,γίγνομαι,verb,de\,δέ,particle,pro/speinos,πρόσπεινος,adjective,kai\,καί,conjunction,h)/qelen,ἐθέλω,verb,geu/sasqai,γεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paraskeuazo/ntwn,παρασκευάζω,verb,de\,δέ,particle,au)tw=n,αὐτός,pronoun,e)ge/neto,γίγνομαι,verb,e)p',ἐπί,preposition,au)to\n,αὐτός,pronoun,e)/kstasis,ἔκστασις,noun,kai\,καί,conjunction,qewrei=,θεωρέω,verb,to\n,ὁ,article,ou)rano\n,οὐρανός,noun,a)new|gme/non,ἀνοίγνυμι,verb,kai\,καί,conjunction,katabai=non,καταβαίνω,verb,skeu=o/s,σκεῦος,noun,ti,τις,pronoun,w(s,ὡς,conjunction,o)qo/nhn,ὀθόνη,noun,mega/lhn,μέγας,adverb,te/ssarsin,τέσσαρες,noun,a)rxai=s,ἀρχή,noun,kaqie/menon,καθίημι,verb,e)pi\,ἐπί,preposition,th=s,ὁ,article,gh=s,γῆ,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,u(ph=rxen,ὑπάρχω,verb,pa/nta,πᾶς,adjective,ta\,ὁ,article,tetra/poda,τετράπους,noun,kai\,καί,conjunction,e(rpeta\,ἑρπετόν,noun,th=s,gh=s,γῆ,noun,kai\,καί,conjunction,peteina\,πετεινός,adjective,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)ge/neto,γίγνομαι,verb,fwnh\,φωνή,noun,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,*)anasta/s,ἀνίστημι,verb,*pe/tre,Πέτρος,proper,qu=son,θύω,verb,kai\,καί,conjunction,fa/ge,ἐσθίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*pe/tros,Πέτρος,proper,ei)=pen,εἶπον,verb,*mhdamw=s,μηδαμός,adverb,ku/rie,κύριος,adjective,o(/ti,ὅστις,pronoun,ou)de/pote,οὐδέποτε,adverb,e)/fagon,ἐσθίω,verb,pa=n,πᾶς,adjective,koino\n,κοινός,adjective,kai\,καί,conjunction,a)ka/qarton,ἀκάθαρτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,fwnh\,φωνή,noun,pa/lin,πάλιν,adverb,e)k,ἐκ,preposition,deute/rou,δεύτερος,adjective,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,*(\a,ὁ,article,o(,ὁ,article,qeo\s,θεός,noun,e)kaqa/risen,καθαρίζω,verb,su\,σύ,pronoun,mh\,μή,conjunction,koi/nou,κοινόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
