word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
peri\,περί,preposition,de\,δέ,particle,u(/pnwn,ὕπνον,noun,w(/sper,ὥσπερ,adverb,kata\,κατά,preposition,fu/sin,φύσις,noun,cu/nhqes,σύνηθέω,verb,h(mi=n,ἐγώ,pronoun,e)sti,εἰμί,verb,th\n,ὁ,article,me\n,μέν,particle,h(me/rhn,ἡμέρα,noun,e)grhgore/nai,ἐγείρω,verb,xrh\,χρή,verb,th\n,ὁ,article,de\,δέ,particle,nu/kta,νύξ,adjective,kaqeu/dein,καθεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,ei)/h,ἀίω,verb,tou=to,οὗτος,pronoun,metabeblhme/non,μεταβάλλω,verb,ka/kion,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kista,ἥκιστος,adjective,d',δέ,particle,a)\n,ἄν,particle,lupe/oito,λυπέω,verb,ei),εἰ,conjunction,koimw=|to,κοιμάω,verb,to\,ὁ,article,prwi+,,,e)s,εἰς,preposition,to\,ὁ,article,tri/ton,τρίτος,adjective,me/ros,μέρος,noun,th=s,ὁ,article,h(me/rhs,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,de\,δέ,particle,a)po\,ἀπό,preposition,toute/ou,,,tou=,ὁ,article,xro/nou,χρόνος,noun,u(/pnoi,ὕπνος,noun,ponhro/teroi/,πονηρός,adjective,ei)si,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka/kiston,κακός,adjective,de\,δέ,particle,mh\,μή,conjunction,koima=sqai,κοιμάω,verb,mh/te,μήτε,particle,th=s,ὁ,article,nukto\s,νύξ,adjective,mh/te,μήτε,particle,th=s,ὁ,article,h(me/rhs,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga\r,γάρ,particle,u(po\,ὑπό,preposition,o)du/nhs,ὀδύνη,noun,te,τε,particle,kai\,καί,conjunction,po/nwn,πόνος,noun,a)grupne/ein,ἀγρυπνέω,verb,h)\,ἠέ,conjunction,parafronh/sein,παραφρονέω,verb,e(/petai,ἕπομαι,verb,a)po\,ἀπό,preposition,toute/ou,,,tou=,ὁ,article,shmei/ou,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaxw/rhma,διαχώρημα,noun,de/,δέ,particle,e)stin,εἰμί,verb,a)/riston,ἄριστος,adjective,to\,ὁ,article,malqako/n,μαλθακός,adjective,te,τε,particle,kai\,καί,conjunction,cunesthko\s,συνίστημι,verb,kai\,καί,conjunction,th\n,ὁ,article,w(/rhn,ὥρα,adjective,h(/nper,ὅς,pronoun,kai\,καί,conjunction,u(giai/nonti,ὑγιαίνω,verb,u(pexw/ree,ὑποχωρέω,verb,plh=qos,πλῆθος,noun,de\,δέ,particle,pro\s,πρός,preposition,lo/gon,λόγος,noun,tw=n,ὁ,article,e)sio/ntwn,εἴσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau/ths,τοιοῦτος,adjective,ga\r,γάρ,particle,e)ou/shs,εἰμί,verb,th=s,ὁ,article,dieco/dou,διέξοδος,noun,h(,ὁ,article,ka/tw,κάτος,adjective,koili/h,κοιλία,noun,u(giai/noi,ὑγιαίνω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,ei)/h,ἀίω,verb,u(gro\n,ὑγρός,adjective,to\,ὁ,article,diaxw/rhma,διαχώρημα,noun,cumfe/rei,συμφέρω,verb,mh/te,μήτε,particle,tru/zein,τρύζω,verb,mh/te,μήτε,particle,pukno/n,πυκνός,adjective,ti,τις,pronoun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,kat',κατά,preposition,o)li/gon,ὀλίγος,adjective,u(poxwre/ein,ὑποχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kopiw=n,κοπία,noun,ga\r,γάρ,particle,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,u(po\,ὑπό,preposition,th=s,ὁ,article,cunexe/os,συνεχής,adverb,e)canasta/sios,ἐξανάστασις,noun,a)grupnoi/h,ἀγρυπνέω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,a)qro/on,ἀθρόος,adjective,polla/kis,πολλάκις,adverb,diaxwre/ei,διαχωρέω,verb,ki/ndunos,κίνδυνος,noun,leipoqumh=sai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,xrh\,χρή,verb,kata\,κατά,preposition,to\,ὁ,article,plh=qos,πλῆθος,noun,tw=n,ὁ,article,e)sio/ntwn,εἴσειμι,verb,h)\,ἠέ,conjunction,di\s,δίς,adverb,h)\,ἠέ,conjunction,tri\s,τρίς,adverb,th=s,ὁ,article,h(me/rhs,ἡμέρα,noun,u(poxwre/ein,ὑποχωρέω,verb,kai\,καί,conjunction,th=s,ὁ,article,nukto\s,νύξ,adjective,a(/pac,ἅπαξ,adverb,plei/ona,πλείων,verb,d',δέ,particle,e)pi\,ἐπί,preposition,to\,ὁ,article,prwi+,,,w(/sper,ὥσπερ,adverb,cu/nhqe/s,σύνηθέω,verb,e)sti,εἰμί,verb,tw=|,ὁ,article,a)nqrw/pw|,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paxu/nesqai,παχύνω,verb,de\,δέ,particle,xrh\,χρή,verb,to\,ὁ,article,diaxw/rhma,διαχώρημα,noun,i)ou/shs,εἶμι,verb,pro\s,πρός,preposition,kri/sin,κρίσις,adjective,th=s,ὁ,article,nou/sou,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(upo/pur)*ron,,,de\,δέ,particle,e)/stw,εἰμί,verb,kai\,καί,conjunction,mh\,μή,conjunction,li/hn,λίαν,adverb,dusw=des,δυσώδης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pith/deion,ἐπιτήδειος,adjective,de\,δέ,particle,kai\,καί,conjunction,e(/lminqas,ἕλμινς,noun,stroggu/las,στρογγύλος,adjective,diecie/nai,διέξειμι,verb,meta\,μετά,preposition,tou=,ὁ,article,diaxwrh/matos,διαχώρημα,noun,pro\s,πρός,preposition,kri/sin,κρίσις,adjective,i)ou/shs,εἶμι,verb,th=s,ὁ,article,nou/sou,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,de\,δέ,particle,e)n,ἐν,preposition,panti\,πᾶς,adjective,tw=|,ὁ,article,noush/mati,,,laparh\n,λαπαρός,adjective,th\n,ὁ,article,koili/hn,κοιλία,noun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,eu)/ogkon,εὔογκος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(dare\s,ὑδαρής,adverb,de\,δέ,particle,ka/rta,κάρτα,adverb,h)\,ἠέ,conjunction,leuko\n,λευκός,adjective,h)\,ἠέ,conjunction,xlwro\n,χλωρός,adjective,h)\,ἠέ,conjunction,e)ruqro\n,ἐρυθρός,adjective,i)sxurw=s,ἰσχυρός,adjective,h)\,ἠέ,conjunction,a)frw=des,ἀφρώδης,adverb,diaxwre/ein,διαχωρέω,verb,ponhra\,πονηρός,adjective,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,ponhro\n,πονηρός,adjective,kai\,καί,conjunction,smikro/n,μικρός,adjective,te,τε,particle,e)o\n,εἰμί,verb,kai\,καί,conjunction,glisxro\n,,,kai\,καί,conjunction,leuko\n,λευκός,adjective,kai\,καί,conjunction,u(po/xlwron,ὑπόχλωρος,adjective,kai\,καί,conjunction,lei=on,λείων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toute/wn,οὗτος,pronoun,de\,δέ,particle,qanatwde/stera,θανατώδης,adjective,a)\n,ἄν,particle,ei)/h,ἀίω,verb,ta\,ὁ,article,me/lana,μέλας,adjective,h)\,ἠέ,conjunction,lipara\,λιπαρός,adjective,h)\,ἠέ,conjunction,pelia\,πελιός,adjective,h)\,ἠέ,conjunction,i)w/dea,ἰώδης,adjective,h)\,ἠέ,conjunction,ka/kodma,κάκοδμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,poiki/la,ποικίλος,adjective,xroniw/tera,χρόνιος,adjective,me\n,μέν,particle,toute/wn,οὗτος,pronoun,o)le/qria,ὀλέθριος,adjective,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,h(=sson,ἥσσων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,cusmatw/dea,ξυσματώδης,adjective,kai\,καί,conjunction,xolw/dea,χολώδης,adjective,kai\,καί,conjunction,prasoeide/a,πρασοειδής,adjective,kai\,καί,conjunction,me/lana,μέλας,adjective,pote\,ποτός,adjective,me\n,μέν,particle,o(mou=,ὁμοῦ,adverb,diecerxo/mena,διεξέρχομαι,verb,a)llh/loisi,ἀλλήλων,pronoun,pote\,ποτός,adjective,de\,δέ,particle,kata\,κατά,preposition,me/ros,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu=san,φῦσα,noun,de\,δέ,particle,a)/neu,ἄνευ,preposition,yo/fou,ψόφος,noun,kai\,καί,conjunction,perdh/sios,,,diecie/nai,διέξειμι,verb,a)/riston,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kre/sson,κρείσσων,verb,de\,δέ,particle,kai\,καί,conjunction,cu\n,σύν,preposition,yo/fw|,ψόφος,noun,dielqei=n,διέρχομαι,verb,h)\,ἠέ,conjunction,au)tou=,αὐτός,pronoun,a)neile/esqai,ἀνείλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(/tw,οὕτως,adverb,dielqou=sa,διέρχομαι,verb,shmai/nei,σημαίνω,verb,h)\,ἠέ,conjunction,pone/ein,πονέω,verb,ti,τις,pronoun,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,h)\,ἠέ,conjunction,parafrone/ein,παραφρονέω,verb,h)\n,ἐάν,conjunction,mh\,μή,conjunction,e(kw\n,ἑκών,adjective,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,ou(/tw,οὕτως,adverb,th\n,ὁ,article,a)/fesin,ἄφεσις,noun,th=s,ὁ,article,fu/shs,φύσις,noun,poih/shtai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,u(poxondri/wn,ὑποχόνδριος,adjective,po/nous,πόνος,noun,te,τε,particle,kai\,καί,conjunction,kurtw/mata,κύρτωμα,noun,h)\n,ἐάν,conjunction,h)=|,εἰμί,verb,neara\,νεαρός,adjective,kai\,καί,conjunction,mh\,μή,conjunction,cu\n,σύν,preposition,flegmonh=|,φλεγμονή,noun,lu/ei,λύω,verb,borborugmo\s,βορβορυγμός,noun,e)ggeno/menos,ἐγγίγνομαι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,u(poxondri/w|,ὑποχόνδριος,adjective,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,me\n,μέν,particle,dieciw\n,διέξειμι,verb,cu\n,σύν,preposition,ko/prw|,κόπρον,noun,te,τε,particle,kai\,καί,conjunction,ou)/rw|,οὖρον,noun,kai\,καί,conjunction,fu/sh|,φύω,verb,h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,dh\,δή,particle,peraiwqei\s,περαιόω,verb,w)fele/ei,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)fele/ei,ὠφελέω,verb,de\,δέ,particle,kai\,καί,conjunction,u(pokataba\s,ὑποκαταβαίνω,verb,e)s,εἰς,preposition,ta\,ὁ,article,ka/tw,κάτος,adjective,xwri/a,χωρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,ou)=ron,οὖρον,noun,a)/risto/n,ἄριστον,noun,e)stin,εἰμί,verb,o(/tan,ὅταν,conjunction,h)=|,εἰμί,verb,leukh/,λευκός,adjective,te,τε,particle,h(,ὁ,article,u(po/stasis,ὑπόστασις,noun,kai\,καί,conjunction,lei/h,λεῖος,adjective,kai\,καί,conjunction,o(malh\,ὁμαλός,adjective,para\,παρά,preposition,pa/nta,πᾶς,adjective,to\n,ὁ,article,xro/non,χρόνος,noun,e)/st',εἰμί,verb,a)\n,ἄν,particle,kriqh=|,κρίνω,verb,h(,ὁ,article,nou=sos,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shmai/nei,σημαίνω,verb,ga\r,γάρ,particle,a)sfa/leia/n,ἀσφάλεια,noun,te,τε,particle,kai\,καί,conjunction,nou/shma,,,o)ligoxro/nion,ὀλιγοχρόνιος,adjective,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,dialei/poi,διαλείπω,verb,kai\,καί,conjunction,pote\,ποτός,adjective,me\n,μέν,particle,kaqaro\n,καθαρός,adjective,ou)re/oito,οὐρέω,verb,pote\,ποτός,adjective,de\,δέ,particle,u(fi/statai,ὑφίστημι,verb,to\,ὁ,article,leuko\n,λευκός,adjective,kai\,καί,conjunction,lei=on,λείων,adjective,xroniwte/rh,χρόνιος,adjective,gi/gnetai,γίγνομαι,verb,h(,ὁ,article,nou=sos,νόσος,noun,kai\,καί,conjunction,h(=sson,ἥσσων,adverb,a)sfalh/s,ἀσφαλής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
