word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
ai(di/,,,q',τε,particle,e(/terai,ἕτερος,adjective,xwrou=si/,χωρέω,verb,tines,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)ou\,ἰού,interjection,i)ou/,ἰού,interjection,po/qen,πόθεν,adverb,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*di/a,Δίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,gou=n,γοῦν,particle,a)na/guro/s,ἀνάγυρος,noun,moi,ἐγώ,pronoun,kekinh=sqai,κινέω,verb,dokei=,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=n,μῶν,adverb,u(/sterai,ὕστερος,adjective,pa/resmen,πάρειμι,verb,w)=,ὦ,interjection,*lusistra/th,Λυσιστράτη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,siga=|s,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,s',σύ,pronoun,e)painw=,ἐπαινέω,verb,*murri/nh,Μυρρίνη,proper,h(/kousan,ἥκω,verb,a)/rti,ἄρτι,adverb,peri\,περί,preposition,toiou/tou,τοιοῦτος,adjective,pra/gmatos,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/lis,μόλις,adverb,ga\r,γάρ,particle,hu(=ron,εὑρίσκω,verb,e)n,ἐν,preposition,sko/tw|,σκότος,noun,to\,ὁ,article,zw/nion,ζώνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)/,εἰ,conjunction,ti,τις,pronoun,pa/nu,πάνυ,adverb,dei=,δέομαι,verb,tai=s,ὁ,article,parou/saisin,πάρειμι,verb,le/ge,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,a)ll',ἀλλά,adverb,e)panamei/nwmen,ἐπαναμένω,verb,o)li/gou,ὀλίγος,adjective,g',γε,particle,ou(/neka,οὕνεκα,conjunction,ta/s,ὁ,article,t',τε,particle,e)k,ἐκ,preposition,*boiwtw=n,Βοιωτός,proper,ta/s,ὁ,article,te,τε,particle,*peloponnhsi/wn,Πελοποννήσιοι,proper,gunai=kas,γυνή,noun,e)lqei=n,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,su\,σύ,pronoun,ka/llion,κάλλιον,adverb,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(di\,ὅδε,pronoun,de\,δέ,particle,kai\,καί,conjunction,dh\,δή,particle,*lampitw\,Λαμπιτώ,proper,prose/rxetai,προσέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,filta/th,φίλτατος,adjective,*la/kaina,Λάκαινα,proper,xai=re,χαίρω,verb,*lampitoi=,Λαμπιτώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=on,οἷος,adjective,to\,ὁ,article,ka/llos,κάλλος,noun,glukuta/th,γλυκύς,adjective,sou,σύ,pronoun,fai/netai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,eu)xroei=s,εὐχροής,adjective,w(s,ὡς,conjunction,de\,δέ,particle,sfriga=|,σφριγάω,verb,to\,ὁ,article,sw=ma/,σῶμα,adjective,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,tau=ron,ταῦρος,noun,a)/gxois,ἄγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,g',γε,particle,oi)w=,οἴομαι,verb,nai\,ναί,adverb,tw\,ὁ,article,siw/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gumna/ddomai,,,ga\r,γάρ,particle,kai\,καί,conjunction,poti\,πρός,preposition,puga\n,πυγή,noun,a(/llomai,ἅλλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,dh\,δή,particle,kalo\n,καλός,noun,to\,ὁ,article,xrh=ma,χρῆμα,adjective,titqi/wn,τιτθίον,noun,e)/xeis,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(=|per,ὅς,pronoun,i(erei=o/n,ἱερεῖον,noun,toi/,σύ,pronoun,m',ἐγώ,pronoun,u(poyala/ssete,ὑποψαλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(di\,ὅδε,pronoun,de\,δέ,particle,podaph/,ποδαπός,adjective,'sq',εἰμί,verb,h(,ὁ,article,nea=nis,νεᾶνις,noun,h(te/ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre/sbeira/,πρέσβειρα,noun,toi,τοι,particle,nai\,ναί,adverb,tw\,ὁ,article,siw\,θεός,noun,*boiwti/a,Βοιώτιος,proper,i(/kei,ἵκω,verb,poq',ποτέ,particle,u(me/,ὑμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,ma\,μά,particle,*di/a,Δίη,proper,*boiwti/a,Βοιώτιος,proper,kalo/n,καλός,noun,g',γε,particle,e)/xousa,ἔχω,verb,to\,ὁ,article,pedi/on,πεδίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nh\,νή,preposition,*di/a,Δίη,proper,komyo/tata,κομψός,adjective,th\n,ὁ,article,blhxw/,βλήχων,noun,ge,γε,particle,paratetilme/nh,παρατίλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,h(te/ra,,,pai=s,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai/+a,χάιος,adjective,nai\,ναί,adverb,tw\,ὁ,article,siw/,θεός,noun,*korinqi/a,Κορίνθιος,proper,d',δέ,particle,au)=,αὖ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai/+a,χάιος,adjective,nh\,νή,preposition,to\n,ὁ,article,*di/a,Δίη,proper,dh/lh,δῆλος,adjective,'sti\n,εἰμί,verb,ou)=sa,εἰμί,verb,tautagi\,οὗτος,pronoun,ta)nteuqeni/,ἐντευθενί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,au)=,αὖ,interjection,cunali/ace,συναλιάζω,verb,to/nde,ὅδε,pronoun,to\n,ὁ,article,sto/lon,στόλος,noun,to\n,ὁ,article,ta=n,τᾶν,adjective,gunaikw=n,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/d',ὅδε,pronoun,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mu/sidde/,,,toi,τοι,particle,o(/,ὅς,pronoun,ti,τις,pronoun,lh=|s,λάω,verb,poq',ποτέ,particle,a(me/,ἁμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,*di/',Δίη,proper,w)=,ὦ,interjection,fi/lh,φίλος,adjective,gu/nai,γυνή,noun,le/ge,λέγω,verb,dh=ta,δῆτα,adverb,to\,ὁ,article,spoudai=on,σπουδαῖος,adjective,o(/,ὅς,pronoun,ti,τις,pronoun,tou=t',οὗτος,pronoun,e)sti/,εἰμί,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/goim',λέγω,verb,a)\n,ἄν,particle,h)/dh,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pri\n,πρίν,adverb,le/gein,λέγω,verb,d',δέ,particle,u(ma=s,σύ,pronoun,todi\,ὅδε,pronoun,e)perh/somai/,ἐπέρομαι,verb,ti,τις,pronoun,mikro/n,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/,ὅς,pronoun,ti,τις,pronoun,bou/lei,βούλομαι,verb,ge,γε,particle,su/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,pate/ras,πατήρ,noun,ou),οὐ,adverb,poqei=te,πίνω,verb,tou\s,ὁ,article,tw=n,ὁ,article,paidi/wn,παίδιον,noun,e)pi\,ἐπί,preposition,stratia=s,στρατία,noun,a)po/ntas,ἄπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,ga\r,γάρ,particle,oi)=d',οἶδα,verb,o(/ti,ὅστις,pronoun,pa/saisin,πάσσω,verb,u(mi=n,σύ,pronoun,e)stin,εἰμί,verb,a)podhmw=n,ἀποδημέω,verb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,gou=n,γοῦν,particle,e)mo\s,ἐμός,adjective,a)nh\r,ἀνήρ,noun,pe/nte,πέντε,adverb,mh=nas,μείς,adjective,w)=,ὦ,interjection,ta/lan,τάλας,adjective,a)/pestin,ἄπειμι,verb,e)pi\,ἐπί,preposition,*qra/|khs,Θρᾴκη,proper,fula/ttwn,φυλάσσω,verb,*eu)kra/th,Εὐκράτης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)mo/s,ἐμός,adjective,ge,γε,particle,tele/ous,τέλειος,adjective,e(pta\,ἑπτά,noun,mh=nas,μείς,adjective,e)n,ἐν,preposition,*pu/lw|,Πύλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)mo/s,ἐμός,adjective,ga,γε,particle,kai)/,εἰ,conjunction,k',ἄν,particle,e)k,ἐκ,preposition,ta=s,ὁ,article,taga=s,ταγή,noun,e)/lsh|,,,poka/,ποκάς,noun,porpakisa/menos,πορπακίζομαι,verb,frou=dos,φροῦδος,adjective,a)mpta/menos,ἀναπέτομαι,verb,e)/ba,βαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,moixou=,μοιχός,noun,katale/leiptai,καταλιμπάνω,verb,feya/luc,φεψάλυξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,ou(=,ἕ,pronoun,ga\r,γάρ,particle,h(ma=s,ἐγώ,pronoun,prou)/dosan,προδίδωμι,verb,*milh/sioi,Μιλήσιος,proper,ou)k,οὐ,adverb,ei)=don,εἶδον,verb,ou)d',οὐδέ,particle,o)/lisbon,ὄλισβος,noun,o)ktwda/ktulon,,,o(\s,ὅς,pronoun,h)=n,εἰμί,verb,a)\n,ἄν,particle,h(mi=n,ἐγώ,pronoun,skuti/nh,σκύτινος,adjective,'pikouri/a,ἐπικουρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)qe/loit',ἐθέλω,verb,a)\n,ἄν,particle,ou)=n,οὖν,particle,ei),εἰ,conjunction,mhxanh\n,μηχανή,noun,eu(/roim',εὑρίσκω,verb,e)gw/,ἐγώ,pronoun,met',μετά,preposition,e)mou=,ἐγώ,pronoun,katalu=sai,καταλύω,verb,to\n,ὁ,article,po/lemon,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,tw\,ὁ,article,qew/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/gwg',ἐγώ,pronoun,a)\n,ἄν,particle,ou)=n,οὖν,particle,ka)\n,κἀν,conjunction,ei)/,εἰ,conjunction,me,ἐγώ,pronoun,xrei/h,χρή,verb,tou)/gkuklon,ἔγκυκλος,adjective,touti\,οὗτος,pronoun,kataqei=san,κατατίθημι,verb,e)kpiei=n,ἐκπίνω,verb,au)qhmero/n,αὐθήμερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,g',γε,particle,a)\n,ἄν,particle,ka)\n,κἀν,conjunction,w(sperei\,ὥσπερ,adverb,yh=ttan,ψῆττα,noun,dokw=,δοκάζω,verb,dou=nai,δίδωμι,verb,a)\n,ἄν,particle,e)mauth=s,ἐμαυτοῦ,pronoun,paratemou=sa,παρατέμνω,verb,qh)/misu,ἥμισυς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,kai/,καί,conjunction,ka,ἄν,particle,potto\,,,*tau/+geto/n,Ταύγετον,proper,g',γε,particle,a)/nw,ἄνω,adverb,e)/lsoim',,,o(/pa|,ὅπη,adverb,me/lloimi/,μέλλω,verb,g',γε,particle,ei)ra/nan,εἰρήνη,noun,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/goim',λέγω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,dei=,δέομαι,verb,ga\r,γάρ,particle,kekru/fqai,κρύπτω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mi=n,ἐγώ,pronoun,ga\r,γάρ,particle,w)=,ὦ,interjection,gunai=kes,γυνή,noun,ei)/per,εἴπερ,conjunction,me/llomen,μέλλω,verb,a)nagka/sein,ἀναγκάζω,verb,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,ei)rh/nhn,εἰρήνη,noun,a)/gein,ἄγω,verb,a)fekte/',ἀφεκτέον,adjective,e)sti\,εἰμί,verb,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poih/set',ποιέω,verb,ou)=n,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poih/somen,ποιέω,verb,ka)\n,κἀν,conjunction,a)poqanei=n,ἀποθνήσκω,verb,h(ma=s,ἐγώ,pronoun,de/h|,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fekte/a,ἀφεκτέον,adjective,toi/nun,τοίνυν,particle,e)sti\n,εἰμί,verb,h(mi=n,ἐγώ,pronoun,tou=,ὁ,article,pe/ous,πέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,moi,ἐγώ,pronoun,metastre/fesqe,μεταστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,badi/zete,βαδίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(=tai,οὗτος,pronoun,ti/,τίς,pronoun,moimua=te,μοιμυάω,verb,ka)naneu/ete,ἀνανεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,xrw\s,χρώς,noun,te/traptai,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,da/kruon,δάκρυον,noun,katei/betai,κατείβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poih/set',ποιέω,verb,h)\,ἠέ,conjunction,ou),οὐ,adverb,poih/set',ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ti/,τίς,pronoun,me/llete,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
