word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/80/lemma/@_entry,word/80/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS
kai\,καί,conjunction,pa/ntwn,πᾶς,adjective,w(=n,ὅς,pronoun,ei)/poimi,εἶπον,verb,ma/rturas,μάρτυς,noun,ta\s,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,e)pistola\s,ἐπιστολή,noun,pareixo/mhn,παρέχω,verb,kai\,καί,conjunction,ta\,ὁ,article,yhfi/smata,ψήφισμα,noun,tou=,ὁ,article,dh/mou,δῆμος,noun,kai\,καί,conjunction,ta\s,ὁ,article,*kallisqe/nous,,,a)noxa/s,ἀνοχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,th=s,ὁ,article,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,kth/sews,κτῆσις,noun,th=s,ὁ,article,xw/ras,χώρα,noun,kai\,καί,conjunction,tw=n,ὁ,article,kaloume/nwn,καλέω,verb,*)enne/a,Ἐννέη,proper,o(dw=n,ὁδός,adjective,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,*qhse/ws,Θησεύς,proper,pai/dwn,παῖς,adjective,w(=n,ὅς,pronoun,*)aka/mas,Ἀκάμας,proper,le/getai,λέγω,verb,fernh\n,φερνή,noun,e)pi\,th=|,ὁ,article,gunaiki\,γυνή,noun,labei=n,λαμβάνω,verb,th\n,ὁ,article,xw/ran,χώρα,noun,tau/thn,οὗτος,pronoun,to/te,τότε,adverb,me\n,μέν,particle,h(/rmotte/,ἁρμόζω,verb,te,τε,particle,le/gein,λέγω,verb,kai\,καί,conjunction,e)rrh/qh,ἐρῶ,verb,w(s,ὡς,conjunction,e)nede/xeto,ἐνδέχομαι,verb,a)kribe/stata,ἀκριβής,adjective,nuni\,νυνί,adverb,de\,δέ,particle,i)/sws,ἴσως,adverb,a)na/gkh,ἀνάγκη,noun,sunte/mnein,συντέμνω,verb,tou\s,ὁ,article,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,de\,δέ,particle,h)=n,εἰμί,verb,tw=n,ὁ,article,shmei/wn,σημεῖον,noun,ou)k,οὐ,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,a)rxai/ois,ἀρχαῖος,adjective,mu/qois,μῦθος,noun,a)ll',ἀλλά,adverb,e)f',ἐπί,preposition,h(mw=n,ἐγώ,pronoun,gegenhme/na,γίγνομαι,verb,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,e)pemnh/sqhn,ἐπιμιμνήσκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summaxi/as,συμμαχία,noun,ga\r,γάρ,particle,*lakedaimoni/wn,Λακεδαιμόνιος,proper,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,*(ellh/nwn,Ἕλλην,proper,sunelqou/shs,συνέρχομαι,verb,ei(=s,εἷς,adjective,w)\n,εἰμί,verb,tou/twn,οὗτος,pronoun,*)amu/ntas,Ἀμύντης,proper,o(,ὁ,article,*fili/ppou,Φίλιππος,proper,path\r,πατήρ,noun,kai\,καί,conjunction,pe/mpwn,πέμπω,verb,su/nedron,σύνεδρος,adjective,kai\,καί,conjunction,th=s,ὁ,article,kaq',κατά,preposition,au(to\n,ἑαυτοῦ,pronoun,yh/fou,ψῆφος,noun,ku/rios,w)/n,εἰμί,verb,e)yhfi/sato,ψηφίζομαι,verb,*)amfi/polin,Ἀμφίπολις,proper,th\n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,sunecairei=n,συνεξαιρέω,verb,meta\,μετά,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,*(ellh/nwn,Ἕλλην,proper,*)aqhnai/ois,Ἀθήναια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κῦρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/twn,οὗτος,pronoun,to\,ὁ,article,koino\n,κοινός,adjective,do/gma,δόγμα,noun,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,kai\,καί,conjunction,tou\s,ὁ,article,yhfisame/nous,ψηφίζομαι,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,dhmosi/wn,δημόσιος,adjective,gramma/twn,γράμμα,noun,ma/rturas,μάρτυς,noun,pareixo/mhn,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,de\,δέ,particle,*)amu/ntas,Ἀμύντης,proper,a)pe/sth,ἀφίστημι,verb,e)nanti/on,ἐναντίος,adjective,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,a(pa/ntwn,ἅπας,adjective,ou),οὐ,adverb,mo/non,μόνος,adjective,lo/gois,λόγος,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,yh/fw|,ψῆφος,noun,tou/twn,οὗτος,pronoun,e)/fhn,φημί,verb,e)gw/,ἐγώ,pronoun,se\,σύ,pronoun,to\n,ὁ,article,e)c,ἐκ,preposition,e)kei/nou,ἐκεῖνος,pronoun,gegenhme/non,γίγνομαι,verb,ou)k,οὐ,adverb,e)/sti,di/kaion,δίκαιος,adjective,a)ntipoiei=sqai,ἀντιποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,a)ntipoih=|,ἀντιποιέω,verb,kata\,κατά,preposition,po/lemon,πόλεμος,noun,labw\n,λαμβάνω,verb,ei)ko/tws,ἐοικότως,adverb,e)/xein,ἔχω,verb,ei),εἰ,conjunction,me\n,μέν,particle,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,polemh/sas,πολεμέω,verb,doria/lwton,δοριάλωτος,adjective,th\n,ὁ,article,po/lin,πόλις,adjective,ei(=les,αἱρέω,verb,kuri/ws,κυρίως,adverb,e)/xeis,ἔχω,verb,tw=|,ὁ,article,tou=,ὁ,article,pole/mou,πόλεμος,noun,no/mw|,νόμος,noun,kthsa/menos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,*)amfipoli/tas,Ἀμφιπόλιτος,proper,a)fei/lou,ἀφαιρέω,verb,th\n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,po/lin,πόλις,adjective,ou)xi\,οὐ,adverb,ta)kei/nwn,ἐκεῖνος,pronoun,e)/xeis,ἔχω,verb,a)lla\,ἀλλά,adverb,th\n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,xw/ran,χώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(hqe/ntwn,ἐρῶ,verb,de\,δέ,particle,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,kai\,καί,conjunction,e(te/rwn,ἕτερος,adjective,lo/gwn,λόγος,noun,h)/dh,ἤδη,adverb,kaqh=ken,καθήκω,verb,ei)s,εἰς,preposition,*dhmosqe/nhn,Δημοσθένης,proper,to\,ὁ,article,th=s,ὁ,article,presbei/as,πρέσβεια,noun,me/ros,μέρος,noun,kai\,καί,conjunction,pa/ntes,πᾶς,adjective,prosei=xon,προσέχω,verb,w(s,ὡς,conjunction,u(perbola/s,ὑπερβολή,noun,tinas,τις,pronoun,duna/mews,δύναμις,adjective,a)kouso/menoi,ἀκούω,verb,lo/gwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,to\n,ὁ,article,*fi/lippon,Φίλιππος,proper,w(s,ὡς,conjunction,h)=n,εἰμί,verb,u(/steron,ὕστερος,adjective,a)kou/ein,ἀκούω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,tou\s,ὁ,article,e(tai/rous,ἑταῖρος,noun,e)ch/ggelto,ἐξαγγέλλω,verb,h(,ὁ,article,tw=n,ὁ,article,e)paggeliw=n,ἐπαγγελία,noun,u(perbolh/,ὑπερβολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,a(pa/ntwn,ἅπας,adjective,diakeime/nwn,διάκειμαι,verb,pro\s,πρός,preposition,th\n,ὁ,article,a)kro/asin,ἀκρόασις,noun,fqe/ggetai,φθέγγομαι,verb,to\,ὁ,article,qhri/on,θηρίον,noun,tou=to,οὗτος,pronoun,prooi/mion,προοίμιον,noun,skoteino/n,σκοτεινός,adjective,ti,τις,pronoun,kai\,καί,conjunction,teqnhko\s,θνήσκω,verb,deili/a|,δειλία,noun,kai\,καί,conjunction,mikro\n,μικρός,adjective,proagagw\n,προάγω,verb,a)/nw,ἄνω,adverb,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,e)cai/fnhs,e)si/ghse,σιγάω,verb,kai\,καί,conjunction,dihporh/qh,διαπορέω,verb,teleutw=n,τελευτάω,verb,de\,δέ,particle,e)kpi/ptei,ἐκπίτνω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,lo/gou,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐξαίφνης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dw\n,εἶδον,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,o(,ὁ,article,*fi/lippos,Φίλιππος,proper,w(s,ὡς,conjunction,die/keito,διάκειμαι,verb,qarrei=n,θαρσέω,verb,te,τε,particle,parekeleu/eto,παρακελεύομαι,verb,kai\,καί,conjunction,mh\,μή,conjunction,nomi/zein,νομίζω,verb,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,qea/trois,θέατρον,noun,dia\,διά,preposition,tou=to/,οὗτος,pronoun,ti,τις,pronoun,peponqe/nai,πάσχω,verb,a)ll',ἀλλά,adverb,h(suxh=|,ἡσυχάω,verb,kai\,kata\,κατά,preposition,mikro\n,μικρός,adjective,a)namimnh/|skesqai,ἀναμιμνήσκω,verb,kai\,καί,conjunction,le/gein,λέγω,verb,w(s,ὡς,conjunction,proei/leto,προαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,w(s,ὡς,conjunction,a(/pac,ἅπαξ,adverb,e)tara/xqh,ταράσσω,verb,kai\,καί,conjunction,tw=n,ὁ,article,gegramme/nwn,γράφω,verb,diesfa/lh,διασφάλλω,verb,ou)d',οὐδέ,particle,a)nalabei=n,ἀναλαμβάνω,verb,au(to\n,ἑαυτοῦ,pronoun,e)dunh/qh,δύναμαι,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,pa/lin,πάλιν,adverb,e)pixeirh/sas,ἐπιχειρέω,verb,tau)to\n,ταυτός,adjective,e)/paqen,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
