word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
e)gw\,ἐγώ,pronoun,d',δέ,particle,a(/m',ἅμα,adverb,h(me/ra|,bou=s,βοῦς,noun,ei)s,εἰς,preposition,a)rou/ras,ἄρουρα,adjective,e)sbalw\n,εἰσβάλλω,verb,sperw=,σπείρω,verb,gu/as,γύης,adjective,,,,,,,,,,,,,,,,,,,,,,,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rgo\s,ἀργός,adjective,ga\r,γάρ,particle,ou)dei\s,οὐδείς,pronoun,qeou\s,e)/xwn,ἔχω,verb,a)na\,ἀνά,preposition,sto/ma,στόμα,noun,bi/on,βίος,adjective,du/nait',δύναμαι,verb,a)\n,ἄν,particle,culle/gein,συλλέγω,verb,a)/neu,ἄνευ,preposition,po/nou,πόνος,noun,,,,,,,,,,,,,,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pula/dh,Πυλάδης,proper,se\,σύ,pronoun,ga\r,γάρ,particle,dh\,prw=ton,πρότερος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,e)gw\,ἐγώ,pronoun,pisto\n,πιστός,adjective,nomi/zw,νομίζω,verb,kai\,καί,conjunction,fi/lon,φίλος,adjective,ce/non,ξένος,noun,t',τε,particle,e)moi/,ἐγώ,pronoun,,,,,,,,,,,δή,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nos,μόνος,adjective,d',δέ,particle,*)ore/sthn,Ὀρέστης,proper,to/nd',e)qau/mazes,θαυμάζω,verb,fi/lwn,φίλος,adjective,pra/ssonq',πράσσω,verb,a(\,ὅς,pronoun,pra/ssw,πράσσω,verb,dei/n',δεινός,adjective,u(p',ὑπό,preposition,*ai)gi/sqou,Αἴγισθος,proper,paqw/n,πάσχω,verb,o(/s,ὅς,pronoun,mou,ἐγώ,pronoun,kate/kta,pate/ra,πατήρ,noun,xh(,ὁ,article,ὅδε,pronoun,κατακτείνω,verb,panw/leqros,πανώλεθρος,adjective,mh/thr,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fi=gmai,ἀφικνέομαι,verb,d',δέ,particle,e)k,ἐκ,preposition,qeou=,musthri/wn,μυστήριον,noun,*)argei=on,Ἀργεῖος,proper,ou)=das,οὖδας,adverb,ou)deno\s,οὐδείς,pronoun,cuneido/tos,σύνοιδα,verb,fo/non,φόνος,noun,foneu=si,φονεύς,noun,patro\s,πατήρ,noun,a)lla/cwn,ἀλλάσσω,verb,e)mou=,ἐγώ,pronoun,,,,,,,,,,,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nukto\s,νύξ,adjective,de\,δέ,particle,th=sde,ὅδε,pronoun,pro\s,ta/fon,τάφος,noun,molw\n,βλώσκω,verb,patro\s,πατήρ,noun,da/krua/,δάκρυον,noun,t',τε,particle,e)/dwka,δίδωμι,verb,kai\,καί,conjunction,ko/mhs,κόμη,noun,a)phrca/mhn,ἀπάρχω,verb,pura=|,πυρή,noun,t',τε,particle,e)pe/sfac',ai(=ma,αἷμα,noun,mhlei/ou,μήλειος,adjective,πρός,preposition,ἐπισφάζω,verb,fo/nou,φόνος,noun,laqw\n,λανθάνω,verb,tura/nnous,τύραννος,noun,oi(\,ἕ,pronoun,kratou=si,κρατέω,verb,th=sde,ὅδε,pronoun,gh=s,γῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,teixe/wn,τεῖχος,noun,me\n,μέν,particle,e)nto\s,ou),οὐ,adverb,bai/nw,βαίνω,verb,po/da,πούς,noun,duoi=n,δύο,adjective,d',δέ,particle,a(/millan,ἅμιλλα,noun,cuntiqei\s,συντίθημι,verb,a)fiko/mhn,ἀφικνέομαι,verb,pro\s,πρός,preposition,te/rmonas,τέρμων,noun,gh=s,γῆ,noun,th=sd',i(/n',ἵνα,conjunction,e)kba/lw,ἐκβάλλω,verb,ἐντός,adverb,ὅδε,pronoun,podi\,ποδίς,noun,a)/llhn,ἄλλος,adjective,e)p',ἐπί,preposition,ai)=an,αἶα,noun,ei)/,εἰ,conjunction,me/,ἐγώ,pronoun,tis,τις,pronoun,gnoi/h,γιγνώσκω,verb,skopw=n,σκοπή,noun,zhtw=n,ζητέω,verb,t',τε,particle,a)delfh/n,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasi\,φημί,verb,ga/r,γάρ,particle,nin,νιν,pronoun,e)n,ga/mois,γάμος,adjective,zeuxqei=san,ζεύγνυμι,verb,oi)kei=n,οἰκέω,verb,ou)de\,οὐδέ,particle,parqe/non,παρθένος,noun,me/nein,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,sugge/nwmai,συγγίγνομαι,verb,kai\,καί,conjunction,fo/nou,cunerga/tin,συνεργάτις,noun,labw\n,λαμβάνω,verb,ta/,τίς,pronoun,g',γε,particle,ei)/sw,εἴδομαι,verb,teixe/wn,τεῖχος,noun,safw=s,σαφής,adverb,ma/qw,μανθάνω,verb,,,,,,,,,,,,,,,,,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ou)=n,οὖν,particle,e(/ws,ἕως,conjunction,ga\r,leuko\n,λευκός,adjective,o)/mm',ὄμμα,noun,a)nai/retai,ἀναίρω,verb,e)/cw,ἔξω,adverb,tri/bou,τρίβω,verb,tou=d',ὅδε,pronoun,i)/xnos,ἴχνος,noun,a)llacw/meqa,ἀλλάσσω,verb,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,a)roth\r,h)/,ἠέ,conjunction,tis,τις,pronoun,oi)ke/tis,οἰκέτις,noun,gunh\,γυνή,noun,fanh/setai,φαίνω,verb,nw=|n,ἐγώ,pronoun,h(/ntin',ὅστις,pronoun,i(storh/somen,ἱστορέω,verb,ei),εἰ,conjunction,tou/sde,ὅδε,pronoun,nai/ei,ναίω,verb,su/ggonos,to/pous,τόπος,noun,e)mh/,ἐμός,adjective,ἀροτήρ,adjective,σύγγονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)sorw=,εἰσοράω,verb,ga\r,γάρ,particle,th/nde,prospo/lon,,,tina/,τις,pronoun,phgai=on,πηγαῖος,adjective,a)/xqos,ἄχθος,noun,e)n,ἐν,preposition,kekarme/nw|,,,ka/ra|,κάρα,noun,fe/rousan,φέρω,verb,e(zw/mesqa,ἕζομαι,verb,ka)kpuqw/meqa,ἐκπυνθάνομαι,verb,dou/lhs,δούλη,noun,gunaiko/s,h)/n,ἐάν,conjunction,ti,τις,pronoun,ὅδε,pronoun,γυνή,noun,decw/mesq',δέχομαι,verb,e)/pos,ἔπος,adjective,e)f',ἐπί,preposition,oi(=si,ὅς,pronoun,*pula/dh,Πυλάδης,proper,th/nd',ὅδε,pronoun,a)fi/gmeqa,ἀφίζω,verb,xqo/na,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/ntein',συντείνω,verb,w(/ra,ὥρα,adjective,podo\s,πούς,noun,o(rma/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁρμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/,ὦ,interjection,e)/mba,ἐμβαίνω,verb,e)/mba,ἐμβαίνω,verb,kataklai/ousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατακλαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w/,ἰώ,interjection,moi/,ἐγώ,pronoun,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)geno/man,γίγνομαι,verb,*)agame/mnonos,Ἀγαμέμνων,proper,kai/,καί,conjunction,m',e)/teken,τίκτω,verb,*klutaimh/stra,Κλυταιμνήστρα,proper,stugna\,στυγνός,adjective,*tunda/rew,Τυνδάρεος,proper,ko/ra,κόρη,noun,kiklh/skousi,κικλήσκω,verb,de/,δέ,particle,m',ἐγώ,pronoun,a)qli/an,ἄθλιος,adjective,*)hle/ktran,Ἠλέκτρη,proper,polih=tai,πολίζω,verb,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu=,φεῦ,interjection,feu=,φεῦ,interjection,sxetli/wn,σχέτλιος,adjective,po/nwn,kai\,καί,conjunction,stugera=s,στυγερός,adjective,zo/as,ζόη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pa/ter,πατήρ,noun,su\,σύ,pronoun,d',e)n,ἐν,preposition,*)ai/+da,,,kei=sai,κεῖμαι,verb,sa=s,σής,noun,a)lo/xou,ἄλοχος,adjective,sfagai=s,σφαγή,noun,*ai)gi/sqou,Αἴγισθος,proper,t',τε,particle,*)aga/memnon,Ἀγαμέμνων,proper,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/qi,εἶμι,verb,to\n,ὁ,article,au)to\n,αὐτός,pronoun,e)/geire,go/on,γόος,noun,a)/nage,ἀνάγω,verb,polu/dakrun,πολύδακρυς,noun,a(dona/n,ἡδονή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/ntein',συντείνω,verb,w(/ra,ὥρα,adjective,podo\s,πούς,noun,o(rma/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁρμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/,ὦ,interjection,e)/mba,ἐμβαίνω,verb,e)/mba,ἐμβαίνω,verb,kataklai/ousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατακλαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w/,ἰώ,interjection,moi/,ἐγώ,pronoun,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,po/lin,πόλις,adjective,ti/na,τίς,pronoun,d',oi)=kon,οἶκος,noun,w)=,ὦ,interjection,tla=mon,τλήμων,adjective,su/ggon',σύγγονος,adjective,a)lateu/eis,,,oi)ktra\n,οἰκτρός,adjective,e)n,ἐν,preposition,qala/mois,θάλαμος,adjective,lipw\n,λείπω,verb,patrw/|ois,πατρῷος,adjective,e)pi\,ἐπί,preposition,sumforai=s,a)lgi/staisin,ἄλγιστος,adjective,a)delfa/n,ἀδελφή,noun,δέ,particle,συμφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/lqois,ἔρχομαι,verb,tw=nde,ὅδε,pronoun,po/nwn,πόνος,noun,e)moi\,ta=|,ὁ,article,mele/a|,μέλεος,adjective,luth/r,λυτήρ,noun,w)=,ὦ,interjection,*zeu=,Ζεύς,proper,*zeu=,Ζεύς,proper,patri/,πατήρ,noun,q',τε,particle,ai(ma/twn,αἷμα,noun,e)xqi/stwn,ἔχθιστος,adjective,e)pi/kouros,ἐπίκουρος,noun,*)/argei,ke/lsas,κέλλω,verb,po/d',πούς,noun,ἐγώ,pronoun,Ἄργος,proper,a)la/tan,ἀλήτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe\s,τίθημι,verb,to/de,ὅδε,pronoun,teu=xos,τεῦχος,noun,e)mh=s,a)po\,ἀπό,preposition,krato\s,κράς,verb,e(lou=s',αἱρέω,verb,i(/na,ἵνα,conjunction,patri\,πατήρ,noun,go/ous,γόος,noun,nuxi/ous,νύχιος,adjective,e)porqroboa/sw,,,i)axa/n,ἰαχή,noun,*)ai/+da,,,me/los,μέλος,noun,*)ai/+da,pa/ter,πατήρ,noun,soi,σύ,pronoun,ἐμός,adjective,,,kata\,κατά,preposition,ga=s,γῆ,noun,e)ne/pw,ἐνέπω,verb,go/ous,γόος,noun,oi(=s,ὅς,pronoun,a)ei\,ἀεί,adverb,to\,ὁ,article,kat',κατά,preposition,h)=mar,ἦμαρ,noun,die/pomai,,,kata\,κατά,preposition,me\n,μέν,particle,fi/lan,φίλος,adjective,o)/nuxi,ὄνυξ,noun,temnome/na,τέμνω,verb,de/ran,δειρή,noun,xe/ra,χείρ,noun,te,τε,particle,kra=t',κράς,verb,e)pi\,ἐπί,preposition,kou/rimon,κούριμος,adjective,tiqeme/na,τίθημι,verb,qana/tw|,θάνατος,adjective,sw=|,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,
ai)=,εἰ,conjunction,ai)=,εἰ,conjunction,dru/pte,δρύπτω,verb,ka/ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κάρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=a,οἷος,adjective,de/,δέ,particle,tis,τις,pronoun,ku/knos,a)xe/tas,ἀχέτης,noun,potami/ois,προσαμάω,verb,para\,παρά,preposition,xeu/masin,χεῦμα,noun,pate/ra,πατήρ,noun,fi/ltaton,φίλτατος,adjective,kalei=,καλέω,verb,o)lo/menon,ὄλλυμι,verb,doli/ois,δόλιος,adjective,bro/xwn,βρόχος,noun,e(/rkesin,ἕρκος,noun,w(\s,se\,σύ,pronoun,to\n,ὁ,article,κύκνος,noun,ὅς,pronoun,a)/qlion,ἄθλιος,adjective,pa/ter,πατήρ,noun,e)gw\,ἐγώ,pronoun,kataklai/omai,κατακλαίω,verb,loutra\,λουτρόν,noun,panu/staq',πανύστατον,adverb,u(drana/menon,ὑδραίνω,verb,xroi\+,χρώς,noun,koi/ta|,,,e)n,ἐν,preposition,oi)ktrota/ta|,,,qana/tou,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w/,ἰώ,interjection,moi,ἐγώ,pronoun,i)w/,ἰώ,interjection,moi,pikra=s,πικρός,adjective,me\n,μέν,particle,pele/kews,πέλεκυς,adjective,toma=s,τομός,adjective,sa=s,σής,noun,pa/ter,πατήρ,noun,pikra=s,πικρός,adjective,d',δέ,particle,e)k,ἐκ,preposition,*troi/+as,Τροία,proper,o(di/ou,ὅδιος,adjective,boula=s,,,,,,,ἐγώ,pronoun,βουλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mi/traisi,μίτρα,noun,gunh/,γυνή,noun,se,de/cat',δέχομαι,verb,ou)d',οὐδέ,particle,e)pi\,ἐπί,preposition,stefa/nois,στέφανος,noun,ci/fesi,ξίφος,noun,d',δέ,particle,a)mfito/mois,ἀμφίτομος,adjective,lugra\n,λυγρός,adjective,*ai)gi/sqou,Αἴγισθος,proper,lw/ban,λώβη,noun,qeme/na,τίθημι,verb,do/lion,e)/sxen,ἔχω,verb,a)koi/tan,ἀκοίτης,noun,σύ,pronoun,δόλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)agame/mnonos,Ἀγαμέμνων,proper,w)=,ὦ,interjection,ko/ra,κόρη,noun,h)/luqon,*)hle/ktra,Ἠλέκτρη,proper,poti\,πρός,preposition,sa\n,σός,adjective,a)gro/teiran,ἀγροτήρ,noun,au)la/n,αὐλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/mole/,βλώσκω,verb,tis,τις,pronoun,e)/molen,βλώσκω,verb,galaktopo/tas,a)nh\r,ἀνήρ,noun,*mukhnai=os,Μυκηναῖος,proper,o)reiba/tas,ὀρειβάτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γαλακτοπότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gge/llei,ἀγγέλλω,verb,d',δέ,particle,o(/ti,ὅστις,pronoun,nu=n,tritai/an,τριταῖος,adjective,karu/ssousin,καρύσσω,verb,qusi/an,θυσία,noun,*)argei=oi,Ἀργεῖος,proper,pa=sai,πᾶς,adjective,de\,δέ,particle,par',παρά,preposition,*(/hran,Ἥρα,proper,me/llousin,μέλλω,verb,parqenikai\,παρθενική,noun,stei/xein,στείχω,verb,,,,,,,,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)p',ἐπί,preposition,a)glai/+ais,ἀγλαία,noun,fi/lai,qumo\n,θυμός,noun,ou)d',οὐδέ,particle,e)pi\,ἐπί,preposition,xruse/ois,χρύσεος,adjective,o(/rmois,ὅρμος,noun,e)kpepo/tamai,ἐκποτάομαι,verb,ta/lain',τάλας,adjective,ou)d',οὐδέ,particle,i(sta=sa,ἵστημι,verb,xorou\s,χορός,noun,*)argei/ais,Ἀργεῖος,proper,a(/ma,nu/mfais,νύμφη,noun,ei(likto\n,εἱλικτός,adjective,φίλος,adjective,ἅμα,adverb,krou/sw,κρούω,verb,po/d',πούς,noun,e)mo/n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da/krusi,δάκρυον,noun,nuxeu/w,νυχεύω,verb,dakru/wn,δάκρυον,noun,de/,moi,ἐγώ,pronoun,me/lei,μέλω,verb,deilai/a|,δείλαιος,adjective,to\,ὁ,article,kat',κατά,preposition,h)=mar,ἦμαρ,noun,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yai,σκέπτομαι,verb,mou,ἐγώ,pronoun,pinara\n,πιναρός,adjective,ko/man,kai\,καί,conjunction,tru/xh,τρῦχος,noun,ta/d',ὅδε,pronoun,e)mw=n,ἐμός,adjective,pe/plwn,πέπλος,noun,ei),εἰ,conjunction,pre/pont',πρέπω,verb,*)agame/mnonos,Ἀγαμέμνων,proper,kou/ra|,κόρη,noun,'stai,εἰμί,verb,basilei/a|,βασιλεία,noun,ta=|,*troi/a|,Τροία,proper,q',τε,particle,κόμη,noun,ὁ,article,a(\,ὅς,pronoun,'mou=,ἐγώ,pronoun,pate/ros,πατήρ,noun,me/mnatai/,μιμνήσκω,verb,poq',ποθι,adverb,a(lou=sa,ἁλίσκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mega/la,μέγας,adverb,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,i)/qi,εἶμι,verb,kai\,καί,conjunction,par',e)mou=,ἐγώ,pronoun,xrh=sai,χράω,verb,polu/phna,πολύπηνος,adjective,fa/rea,φάρος,noun,du=nai,δύω,verb,xru/sea/,χρύσεος,adjective,te,τε,particle,xari/sai,χαρίζω,verb,prosqh/mat',πρόσθημα,noun,a)glai/+as,ἀγλαία,noun,,,,,,,,,,,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=s,δοκέω,verb,toi=si,ὁ,article,soi=s,σός,adjective,dakru/ois,mh\,μή,conjunction,timw=sa,τιμάω,verb,qeou/s,θεός,noun,krath/sein,κρατέω,verb,e)xqrw=n,ἐχθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,δάκρυον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
